API_UWI_12,WellId,WellFormationId,WellApi,OBS_Number,FormationCode,FormationName,MD_Top,TVD_Top,DataSource,AgeEquivalence,WellFormationSource,Country,State,RSRegion,RSBasin,RSPlay
42-389-34510-00,840420000645734,1588671,42-389-34510,,,DELAWARE,5200,5200,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34510-00,840420000645734,1810435,42-389-34510,,,CASTILLE,2800,2800,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34510-00,840420000645734,1835673,42-389-34510,,,DELAWARE CONSOLIDATED GAS,6500,6500,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34510-00,840420000645734,2005869,42-389-34510,,,BONE SPRINGS,9246,9246,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34510-00,840420000645734,2087670,42-389-34510,,,FORD-DELAWARE,2500,2500,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34510-00,840420000645734,2096161,42-389-34510,,,CHERRY CANYON,6080,6080,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34510-00,840420000645734,2321282,42-389-34510,,,BELL CANYON,5290,5290,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246764,42-389-35629,,,BELL CANYON,5315,5207,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246766,42-389-35629,,,BRUSHY CANYON,7251,7135,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246767,42-389-35629,,,CHERRY CANYON,6182,6067,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246768,42-389-35629,,,CASTILLE,3487,3433,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246769,42-389-35629,,,FIRST BONE SPRING,9221,9105,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246770,42-389-35629,,,LAMAR,5274,5167,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246771,42-389-35629,,,RUSTLER,808,808,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246772,42-389-35629,,,SECOND BONE SPRING,9598,9481,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246773,42-389-35629,,,SALADO,1319,1319,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246774,42-389-35629,,,THIRD BONE SPRING,10472,10330,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4246775,42-389-35629,,,WOLFCAMP,10758,10524,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35629-00,840420004640972,4297348,42-389-35629,,,BONE SPRINGS,8324,8207,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-39373-00,840420000749241,4275468,42-371-39373,,,BONE SPRINGS,8114,8059,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-39373-00,840420000749241,4275469,42-371-39373,,,DELAWARE,5228,5200,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-39373-00,840420000749241,4275470,42-371-39373,,,WOLFCAMP,10675,10438,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34822-00,840420000636072,1423683,42-389-34822,,,BELL CANYON,5265,5265,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34822-00,840420000636072,1437618,42-389-34822,,,CHERRY CANYON,6145,6145,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34822-00,840420000636072,1557236,42-389-34822,,,WOLFCAMP,10380,10380,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34822-00,840420000636072,2121689,42-389-34822,,,FORD-DELAWARE,5240,5240,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34822-00,840420000636072,2141945,42-389-34822,,,BONE SPRINGS,8180,8180,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34822-00,840420000636072,2291047,42-389-34822,,,DELAWARE,5240,5240,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35161-00,840420003232632,6622878,42-389-35161,,,CHERRY CANYON,6105,6105,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35161-00,840420003232632,6644457,42-389-35161,,,BONE SPRINGS,8227,8227,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35161-00,840420003232632,6642750,42-389-35161,,,BELL CANYON,5213,5213,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35161-00,840420003232632,6665030,42-389-35161,,,WOLFCAMP,10503,10503,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35161-00,840420003232632,6675921,42-389-35161,,,DELAWARE,5213,5213,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3681768,42-389-35380,,,BELL CANYON,5251,5190,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3681769,42-389-35380,,,CHERRY CANYON,6147,6082,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3681770,42-389-35380,,,DELAWARE,5700,2500,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3681771,42-389-35380,,,FORD-DELAWARE,2500,2500,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3681914,42-389-35380,,,BONE SPRINGS,9393,9237,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3681915,42-389-35380,,,DELAWARE CONSOLIDATED GAS,6500,6500,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3682947,42-389-35380,,,CASTILLE,3470,3432,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3682949,42-389-35380,,,PERMIAN,11300,11300,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35380-00,840420003872195,3682950,42-389-35380,,,WOLFCAMP,10689,10514,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453806,42-389-10508,,,1ST BONE SPRING,8952,8952,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453807,42-389-10508,,,2ND BONE SPRING,9151,9151,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453808,42-389-10508,,,2ND BONE SPRING SAND,9371,9371,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453809,42-389-10508,,,3RD BONE SPRING,9736,9736,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453812,42-389-10508,,,WOLFCAMP B LOWER,10765,10765,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453814,42-389-10508,,,WOLFCAMP D,11788,11788,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453815,42-389-10508,,,WOODFORD,17358,17358,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453819,42-389-10508,,,MISS LIME,17063,17063,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,12453820,42-389-10508,,,PENN SHALE,14202,14202,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,14856838,42-389-10508,,,WOLFCAMP A,10281,10281,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,14856839,42-389-10508,,,WOLFCAMP B,10630,10630,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15416128,42-389-10508,,,3RD BONE SPRING SAND,10125,10125,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15416129,42-389-10508,,,AVALON LOWER,8638,8638,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15416130,42-389-10508,,,AVALON MIDDLE,8289,8289,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15416131,42-389-10508,,,AVALON UPPER,8137,8137,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15416133,42-389-10508,,,PENN LOWER,15138,15138,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15416134,42-389-10508,,,WOODFORD BASE,17585,17585,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10508-00,840420002953165,15629645,42-389-10508,,,BRUSHY CANYON BS,7634,7634,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,1442849,42-371-36857,,,BONE SPRINGS,9920,9920,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,1759052,42-371-36857,,,DELEWARE,5090,5090,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,1985810,42-371-36857,,,WOODFORD,14794,14794,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,2096054,42-371-36857,,,ATOKA,13185,13185,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,2427298,42-371-36857,,,MISS,14235,14235,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,2439669,42-371-36857,,,WOLFCAMP,10240,10240,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,12457233,42-371-36857,,,3RD BONE SPRING SAND,10239,10239,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,12457237,42-371-36857,,,MISS LIME,14221,14221,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,12457238,42-371-36857,,,PENN SHALE,12623,12623,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,12457239,42-371-36857,,,WOLFCAMP B LOWER,10938,10938,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,12457241,42-371-36857,,,WOLFCAMP C,11236,11236,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,12457242,42-371-36857,,,WOLFCAMP D,11534,11534,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,14859055,42-371-36857,,,WOLFCAMP A,10416,10416,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,14859056,42-371-36857,,,WOLFCAMP B,10823,10823,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15416711,42-371-36857,,,PENN LOWER,13140,13140,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15416712,42-371-36857,,,WOODFORD BASE,15045,15045,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15576427,42-371-36857,,,1ST BONE SPRING CARB,8934,8934,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15576428,42-371-36857,,,2ND BONE SPRING CARB,9245,9245,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15576429,42-371-36857,,,2ND BONE SPRING SAND,9520,9520,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15576430,42-371-36857,,,3RD BONE SPRING CARB,9809,9809,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15576431,42-371-36857,,,AVALON MIDDLE,8019,8019,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-36857-00,840420002933947,15576432,42-371-36857,,,AVALON UPPER,7914,7914,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-33498-00,840420000651909,1456024,42-389-33498,,,BONE SPRING,8062,8060,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-33498-00,840420000651909,1496913,42-389-33498,,,3RD BONE SPRING,9598,9598,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-33498-00,840420000651909,7363190,42-389-33498,,,WOLFCAMP,10199,10194,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34307-00,840420000645521,1565819,42-389-34307,,,LAMAR,5288,5288,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34307-00,840420000645521,1696519,42-389-34307,,,WOLFCAMP,10518,10518,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34307-00,840420000645521,2265823,42-389-34307,,,BONE SPRINGS,8266,8266,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-33829-00,840420002849719,1672826,42-371-33829,,,YATES,2000,2000,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-33580-00,840420000749668,1570072,42-389-33580,,,LAMAR,5258,5258,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-33580-00,840420000749668,1719291,42-389-33580,,,BELL CANYON,5313,5313,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-33580-00,840420000749668,1798563,42-389-33580,,,CHERRY CANYON,6057,6057,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,1512926,42-389-32626,,,BONE SPRINGS,8259,8259,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,1730442,42-389-32626,,,BELL CANYON,5283,5283,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,1804504,42-389-32626,,,WOLFCAMP,10541,10541,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,2046860,42-389-32626,,,BRUSHY SPRING,7345,7345,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,2350505,42-389-32626,,,3RD BONE SPRINGS,10337,10337,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,2432103,42-389-32626,,,2ND BONE SPRINGS,9544,9544,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618750,42-389-32626,,,1ST BONE SPRING,9187,9185,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618751,42-389-32626,,,2ND BONE SPRING,9455,9453,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618752,42-389-32626,,,2ND BONE SPRING SAND,9677,9675,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618753,42-389-32626,,,3RD BONE SPRING,9899,9897,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618754,42-389-32626,,,3RD BONE SPRING SAND,10327,10325,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618756,42-389-32626,,,WOLFCAMP C,11327,11325,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618757,42-389-32626,,,WOLFCAMP D,11981,11978,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618760,42-389-32626,,,WOLFCAMP A LOWER,10656,10654,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618762,42-389-32626,,,WOLFCAMP B LOWER,11056,11054,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,12618763,42-389-32626,,,WOLFCAMP B UPPER,10863,10860,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,14934357,42-389-32626,,,WOLFCAMP A,10517,10515,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,15437754,42-389-32626,,,AVALON LOWER,8845,8843,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,15437755,42-389-32626,,,AVALON MIDDLE,8427,8425,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,15437756,42-389-32626,,,AVALON UPPER,8259,8257,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-32626-00,840420002956028,15645794,42-389-32626,,,BRUSHY CANYON BS,7754,7752,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,1637530,42-389-34857,,,BONE SPRINGS,8258,8251,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,1924099,42-389-34857,,,CASTILLE,1010,1008,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,2088615,42-389-34857,,,FORD-DELAWARE,5226,5223,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,2134762,42-389-34857,,,BELL CANYON,5266,5263,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,2145036,42-389-34857,,,DELAWARE,5226,5223,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,2177282,42-389-34857,,,PERMIAN,1010,1008,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,2261347,42-389-34857,,,WOLFCAMP,10637,10568,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34857-00,840420000646172,2295440,42-389-34857,,,CHERRY CANYON,6158,6155,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,1470367,42-389-34158,,,WOLFCAMP,10232,10232,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,1731154,42-389-34158,,,CHERRY CANYON,6032,6032,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,1807440,42-389-34158,,,PERMIAN,8900,8900,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,1825561,42-389-34158,,,CASTILLE,2800,2800,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,1865916,42-389-34158,,,DELAWARE CONSOLIDATED GAS,5700,5700,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,1878869,42-389-34158,,,BONE SPRINGS,8087,8087,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,2247142,42-389-34158,,,BELL CANYON,5181,5181,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,2404237,42-389-34158,,,DELAWARE,5700,5700,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34158-00,840420000645682,2418704,42-389-34158,,,FORD-DELAWARE,2500,2500,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-33424-00,840420003195834,1568538,42-371-33424,,,ANHY - SALT,4207,,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-33424-00,840420003195834,1586934,42-371-33424,,,ANHY,5487,,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-33424-00,840420003195834,2403095,42-371-33424,,,SALT - ANHY,1530,,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,2492551,42-389-10491,,,WOODFORD,16888,16888,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,2681830,42-389-10491,,,DEVONIAN,17075,17075,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,2986300,42-389-10491,,,ELLENBURGER,20325,20325,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,2992531,42-389-10491,,,SIMPSON,18472,18472,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,15459101,42-389-10491,,,1ST BONE SPRING,9012,9012,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,15459102,42-389-10491,,,AVALON LOWER,8685,8685,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,15459103,42-389-10491,,,AVALON MIDDLE,8348,8348,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,15459104,42-389-10491,,,AVALON UPPER,8147,8147,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-10491-00,840420002918956,15661589,42-389-10491,,,BRUSHY CANYON BS,7645,7645,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,2452432,42-371-31213,,,PENN,14887,,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,2538873,42-371-31213,,,BONE SPRING,8016,,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,2840708,42-371-31213,,,WOLFCAMP,10272,,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,2920465,42-371-31213,,,MISS LIME,17073,17073,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694680,42-371-31213,,,1ST BONE SPRING,8799,8799,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694681,42-371-31213,,,2ND BONE SPRING,8980,8980,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694682,42-371-31213,,,2ND BONE SPRING SAND,9192,9192,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694683,42-371-31213,,,3RD BONE SPRING,9642,9642,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694684,42-371-31213,,,3RD BONE SPRING SAND,10045,10045,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694686,42-371-31213,,,WOLFCAMP A LOWER,10255,10255,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694688,42-371-31213,,,WOLFCAMP B LOWER,10682,10682,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694689,42-371-31213,,,WOLFCAMP B UPPER,10504,10504,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694690,42-371-31213,,,WOODFORD,17495,17495,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,12694695,42-371-31213,,,PENN SHALE,13999,13999,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15018272,42-371-31213,,,WOLFCAMP A,10098,10098,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15460677,42-371-31213,,,AVALON LOWER,8308,8308,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15460678,42-371-31213,,,AVALON MIDDLE,8085,8085,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15460679,42-371-31213,,,AVALON UPPER,7980,7980,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15460681,42-371-31213,,,PENN LOWER,14891,14891,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15460682,42-371-31213,,,WOODFORD BASE,17714,17714,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-371-31213-00,840420003195609,15662791,42-371-31213,,,BRUSHY CANYON BS,7492,7492,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30016-00,840420002866230,11211938,42-389-30016,,,WOLFCAMP,12216,12216,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30016-00,840420002866230,15469191,42-389-30016,,,1ST BONE SPRING,8939,8939,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30016-00,840420002866230,15469192,42-389-30016,,,AVALON LOWER,8618,8618,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
