ev_id,station,r,az,tt_P,tt_S,ts-tp
texnet2022wocg,WB03,1.0739291567330662,152.98114945933466,1.476666,2.690263,1.2135969999999998
texnet2023vxbd,PB24,2.7198279605269877,229.44600890606617,1.478,2.468,0.99
texnet2023vzoc,PB24,2.1516643039653367,194.81862588951884,1.478328,2.399416,0.9210879999999999
texnet2022xazl,PB24,2.6581617547921073,226.97176062091995,1.479782,2.372253,0.8924710000000002
texnet2023vyji,PB24,2.100755425619003,198.75826537962237,1.480567,2.55192,1.071353
texnet2023zoqm,WB03,0.33615579347260083,141.37394941517667,1.480863,3.09118,1.610317
texnet2023vyqj,PB24,2.8809736923761124,239.6021201542804,1.481711,2.51171,1.0299989999999999
texnet2023vxer,PB24,2.0822574174277024,198.29759199864384,1.482831,2.523126,1.040295
texnet2022wtqx,PB24,2.116038001554114,221.19963400644,1.483327,2.640645,1.157318
texnet2023wbbo,PB24,2.1222473379766047,197.2422659278017,1.483992,2.462465,0.9784729999999999
texnet2022xbaz,PB24,2.1896269001342255,215.5877590136169,1.484115,2.534474,1.0503589999999998
