network,station,station_latitude,station_longitude,station_elevation,station_starttime,station_endtime,channel,location_code,latitude,longitude,elevation,depth,site,epoch,starttime,endtime,equipment,sampling_rate,sensitivity,frequency,azimuth,dip
2T,EF56,29.5828,-97.1894,127.8,2018-09-26T21:06:10.000000Z,,HHZ,00,29.5828,-97.1894,127.8,0.0,Moulton,0,2018-09-26T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF56,29.5828,-97.1894,127.8,2018-09-26T21:06:10.000000Z,,HHN,00,29.5828,-97.1894,127.8,0.0,Moulton,0,2018-09-26T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF56,29.5828,-97.1894,127.8,2018-09-26T21:06:10.000000Z,,HHE,00,29.5828,-97.1894,127.8,0.0,Moulton,0,2018-09-26T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF54,29.1577,-97.6301,122.4,2018-11-15T21:06:10.000000Z,,HHE,00,29.1577,-97.6301,122.4,0.0,Nixon,0,2018-11-15T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF54,29.1577,-97.6301,122.4,2018-11-15T21:06:10.000000Z,,HHN,00,29.1577,-97.6301,122.4,0.0,Nixon,0,2018-11-15T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF54,29.1577,-97.6301,122.4,2018-11-15T21:06:10.000000Z,,HHZ,00,29.1577,-97.6301,122.4,0.0,Nixon,0,2018-11-15T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF58,28.8365,-98.723,137.0,2018-11-16T21:06:10.000000Z,,HHE,00,28.8365,-98.723,137.0,0.0,Charlotte,0,2018-11-16T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF58,28.8365,-98.723,137.0,2018-11-16T21:06:10.000000Z,,HHN,00,28.8365,-98.723,137.0,0.0,Charlotte,0,2018-11-16T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF58,28.8365,-98.723,137.0,2018-11-16T21:06:10.000000Z,,HHZ,00,28.8365,-98.723,137.0,0.0,Charlotte,0,2018-11-16T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF59,28.9501,-98.4191,98.1,2018-11-08T21:06:10.000000Z,,HHZ,00,28.9501,-98.4191,98.1,0.0,Coughran,0,2018-11-08T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF59,28.9501,-98.4191,98.1,2018-11-08T21:06:10.000000Z,,HHN,00,28.9501,-98.4191,98.1,0.0,Coughran,0,2018-11-08T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF59,28.9501,-98.4191,98.1,2018-11-08T21:06:10.000000Z,,HHE,00,28.9501,-98.4191,98.1,0.0,Coughran,0,2018-11-08T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF73,28.9826,-97.8966,90.4,2018-11-08T21:06:10.000000Z,,HHZ,00,28.9826,-97.8966,90.4,0.0,North Karnes,0,2018-11-08T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF73,28.9826,-97.8966,90.4,2018-11-08T21:06:10.000000Z,,HHN,00,28.9826,-97.8966,90.4,0.0,North Karnes,0,2018-11-08T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF73,28.9826,-97.8966,90.4,2018-11-08T21:06:10.000000Z,,HHE,00,28.9826,-97.8966,90.4,0.0,North Karnes,0,2018-11-08T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF51,28.7897,-98.4979,98.3,2018-12-17T21:06:10.000000Z,,HHZ,00,28.7897,-98.4979,98.3,0.0,Christine,0,2018-12-17T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF51,28.7897,-98.4979,98.3,2018-12-17T21:06:10.000000Z,,HHN,00,28.7897,-98.4979,98.3,0.0,Christine,0,2018-12-17T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF51,28.7897,-98.4979,98.3,2018-12-17T21:06:10.000000Z,,HHE,00,28.7897,-98.4979,98.3,0.0,Christine,0,2018-12-17T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF64,29.7397,-97.3128,130.89,2018-12-17T21:06:10.000000Z,,HHZ,00,29.7397,-97.3128,130.89,0.0,Waelder,0,2018-12-17T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF64,29.7397,-97.3128,130.89,2018-12-17T21:06:10.000000Z,,HHN,00,29.7397,-97.3128,130.89,0.0,Waelder,0,2018-12-17T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF64,29.7397,-97.3128,130.89,2018-12-17T21:06:10.000000Z,,HHE,00,29.7397,-97.3128,130.89,0.0,Waelder,0,2018-12-17T21:06:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF63,29.5756,-97.4637,121.3,2018-12-17T21:35:10.000000Z,,HHZ,00,29.5756,-97.4637,121.3,0.0,Gonzales,0,2018-12-17T21:35:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF63,29.5756,-97.4637,121.3,2018-12-17T21:35:10.000000Z,,HHN,00,29.5756,-97.4637,121.3,0.0,Gonzales,0,2018-12-17T21:35:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF63,29.5756,-97.4637,121.3,2018-12-17T21:35:10.000000Z,,HHE,00,29.5756,-97.4637,121.3,0.0,Gonzales,0,2018-12-17T21:35:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF74,28.4376,-98.4242,95.2,2018-12-17T21:53:10.000000Z,,HHZ,00,28.4376,-98.4242,95.2,0.0,Calliham,0,2018-12-17T21:53:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF74,28.4376,-98.4242,95.2,2018-12-17T21:53:10.000000Z,,HHN,00,28.4376,-98.4242,95.2,0.0,Calliham,0,2018-12-17T21:53:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF74,28.4376,-98.4242,95.2,2018-12-17T21:53:10.000000Z,,HHE,00,28.4376,-98.4242,95.2,0.0,Calliham,0,2018-12-17T21:53:10.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF62,29.3651,-97.685,98.8,2018-12-18T20:00:00.000000Z,,HHZ,00,29.3651,-97.685,98.8,0.0,Nixon,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF62,29.3651,-97.685,98.8,2018-12-18T20:00:00.000000Z,,HHN,00,29.3651,-97.685,98.8,0.0,Nixon,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF62,29.3651,-97.685,98.8,2018-12-18T20:00:00.000000Z,,HHE,00,29.3651,-97.685,98.8,0.0,Nixon,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF69,28.6338,-98.2802,59.3,2018-12-18T20:00:00.000000Z,,HHZ,00,28.6338,-98.2802,59.3,0.0,Whitsett,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF69,28.6338,-98.2802,59.3,2018-12-18T20:00:00.000000Z,,HHN,00,28.6338,-98.2802,59.3,0.0,Whitsett,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF69,28.6338,-98.2802,59.3,2018-12-18T20:00:00.000000Z,,HHE,00,28.6338,-98.2802,59.3,0.0,Whitsett,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF71,28.6281,-98.0439,94.9,2018-12-18T20:00:00.000000Z,,HHZ,00,28.6281,-98.0439,94.9,0.0,Pawnee,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF71,28.6281,-98.0439,94.9,2018-12-18T20:00:00.000000Z,,HHN,00,28.6281,-98.0439,94.9,0.0,Pawnee,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF71,28.6281,-98.0439,94.9,2018-12-18T20:00:00.000000Z,,HHE,00,28.6281,-98.0439,94.9,0.0,Pawnee,0,2018-12-18T20:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF66,29.351,-97.1239,82.3,2018-12-18T21:00:00.000000Z,,HHZ,00,29.351,-97.1239,82.3,0.0,Yoakum,0,2018-12-18T21:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF66,29.351,-97.1239,82.3,2018-12-18T21:00:00.000000Z,,HHN,00,29.351,-97.1239,82.3,0.0,Yoakum,0,2018-12-18T21:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF66,29.351,-97.1239,82.3,2018-12-18T21:00:00.000000Z,,HHE,00,29.351,-97.1239,82.3,0.0,Yoakum,0,2018-12-18T21:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF68,28.7685,-97.9893,138.4,2018-12-18T21:00:00.000000Z,,HHZ,00,28.7685,-97.9893,139.4,0.0,Kenedy,0,2018-12-18T21:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF68,28.7685,-97.9893,138.4,2018-12-18T21:00:00.000000Z,,HHN,00,28.7685,-97.9893,139.4,0.0,Kenedy,0,2018-12-18T21:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF68,28.7685,-97.9893,138.4,2018-12-18T21:00:00.000000Z,,HHE,00,28.7685,-97.9893,139.4,0.0,Kenedy,0,2018-12-18T21:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF65,29.6716,-96.9805,71.5,2018-12-18T22:00:00.000000Z,,HHZ,00,29.6716,-96.9805,71.5,0.0,Schulenburg,0,2018-12-18T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF65,29.6716,-96.9805,71.5,2018-12-18T22:00:00.000000Z,,HHN,00,29.6716,-96.9805,71.5,0.0,Schulenburg,0,2018-12-18T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF65,29.6716,-96.9805,71.5,2018-12-18T22:00:00.000000Z,,HHE,00,29.6716,-96.9805,71.5,0.0,Schulenburg,0,2018-12-18T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF75,28.6933,-97.832,113.4,2018-12-19T22:00:00.000000Z,,HHZ,00,28.6933,-97.832,113.4,0.0,Tulsita,0,2018-12-19T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF75,28.6933,-97.832,113.4,2018-12-19T22:00:00.000000Z,,HHN,00,28.6933,-97.832,113.4,0.0,Tulsita,0,2018-12-19T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF75,28.6933,-97.832,113.4,2018-12-19T22:00:00.000000Z,,HHE,00,28.6933,-97.832,113.4,0.0,Tulsita,0,2018-12-19T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF72,28.86009,-97.59197,110.0,2018-12-19T22:00:00.000000Z,,HHZ,00,28.8606,-97.5914,107.3,0.0,Nordheim,0,2018-12-19T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF72,28.86009,-97.59197,110.0,2018-12-19T22:00:00.000000Z,,HHN,00,28.8606,-97.5914,107.3,0.0,Nordheim,0,2018-12-19T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF72,28.86009,-97.59197,110.0,2018-12-19T22:00:00.000000Z,,HHE,00,28.8606,-97.5914,107.3,0.0,Nordheim,0,2018-12-19T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF61,29.1253,-97.9834,97.1,2018-12-20T22:00:00.000000Z,,HHZ,00,29.1253,-97.9834,97.1,0.0,Poth,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF61,29.1253,-97.9834,97.1,2018-12-20T22:00:00.000000Z,,HHN,00,29.1253,-97.9834,97.1,0.0,Poth,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF61,29.1253,-97.9834,97.1,2018-12-20T22:00:00.000000Z,,HHE,00,29.1253,-97.9834,97.1,0.0,Poth,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF67,29.1298,-97.3682,54.1,2018-12-20T22:00:00.000000Z,,HHZ,00,29.1298,-97.3682,54.1,0.0,Cuero,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF67,29.1298,-97.3682,54.1,2018-12-20T22:00:00.000000Z,,HHN,00,29.1298,-97.3682,54.1,0.0,Cuero,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF67,29.1298,-97.3682,54.1,2018-12-20T22:00:00.000000Z,,HHE,00,29.1298,-97.3682,54.1,0.0,Cuero,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF53,29.0551,-97.8044,98.1,2018-12-20T22:00:00.000000Z,,HHZ,00,29.0551,-97.8044,98.1,0.0,Gillett,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF53,29.0551,-97.8044,98.1,2018-12-20T22:00:00.000000Z,,HHN,00,29.0551,-97.8044,98.1,0.0,Gillett,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF53,29.0551,-97.8044,98.1,2018-12-20T22:00:00.000000Z,,HHE,00,29.0551,-97.8044,98.1,0.0,Gillett,0,2018-12-20T22:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF55,29.2628,-97.4153,112.6,2019-04-18T18:00:00.000000Z,,HHE,00,29.2628,-97.4153,112.6,0.0,Cheapside,0,2019-04-18T18:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF55,29.2628,-97.4153,112.6,2019-04-18T18:00:00.000000Z,,HHN,00,29.2628,-97.4153,112.6,0.0,Cheapside,0,2019-04-18T18:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF55,29.2628,-97.4153,112.6,2019-04-18T18:00:00.000000Z,,HHZ,00,29.2628,-97.4153,112.6,0.0,Cheapside,0,2019-04-18T18:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF76,28.5203,-98.1947,48.0,2019-04-19T16:00:00.000000Z,,HHE,00,28.5203,-98.1947,48.0,0.0,Three Rivers,0,2019-04-19T16:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF76,28.5203,-98.1947,48.0,2019-04-19T16:00:00.000000Z,,HHN,00,28.5203,-98.1947,48.0,0.0,Three Rivers,0,2019-04-19T16:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF76,28.5203,-98.1947,48.0,2019-04-19T16:00:00.000000Z,,HHZ,00,28.5203,-98.1947,48.0,0.0,Three Rivers,0,2019-04-19T16:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF52,28.84362,-98.20175,115.0,2019-04-26T18:00:00.000000Z,,HHE,00,28.84362,-98.20175,115.0,0.0,Campbellton,0,2019-04-26T18:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF52,28.84362,-98.20175,115.0,2019-04-26T18:00:00.000000Z,,HHN,00,28.84362,-98.20175,115.0,0.0,Campbellton,0,2019-04-26T18:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF52,28.84362,-98.20175,115.0,2019-04-26T18:00:00.000000Z,,HHZ,00,28.84362,-98.20175,115.0,0.0,Campbellton,0,2019-04-26T18:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF77,28.24334,-97.97107,62.0,2021-08-18T13:00:00.000000Z,,HHE,00,28.24334,-97.97107,62.0,0.0,Dinero,0,2021-08-18T13:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,90.0,0.0
2T,EF77,28.24334,-97.97107,62.0,2021-08-18T13:00:00.000000Z,,HHN,00,28.24334,-97.97107,62.0,0.0,Dinero,0,2021-08-18T13:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,0.0
2T,EF77,28.24334,-97.97107,62.0,2021-08-18T13:00:00.000000Z,,HHZ,00,28.24334,-97.97107,62.0,0.0,Dinero,0,2021-08-18T13:00:00.000000Z,,EQMet,200.0,307376884.4484964,1.0,0.0,-90.0
2T,EF78,27.887311,-98.601123,156.0,2024-07-16T12:00:00.000000Z,,CHE,00,27.887311,-98.601123,156.0,0.0,City of Freer,0,2024-07-16T12:00:00.000000Z,,Silicon Audio 213P-40,250.0,239989651.54648724,1.0,90.0,0.0
2T,EF78,27.887311,-98.601123,156.0,2024-07-16T12:00:00.000000Z,,CHN,00,27.887311,-98.601123,156.0,0.0,City of Freer,0,2024-07-16T12:00:00.000000Z,,Silicon Audio 213P-40,250.0,239989651.54648724,1.0,0.0,0.0
2T,EF78,27.887311,-98.601123,156.0,2024-07-16T12:00:00.000000Z,,CHZ,00,27.887311,-98.601123,156.0,0.0,City of Freer,0,2024-07-16T12:00:00.000000Z,,Silicon Audio 213P-40,250.0,239989651.54648724,1.0,0.0,-90.0
4O,LWM1,31.2312,-103.63,826.8,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,0K,31.2312,-103.63,826.8,0.0,Layne Water Midstream 1,0,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,-90.0
4O,LWM1,31.2312,-103.63,826.8,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,0K,31.2312,-103.63,826.8,0.0,Layne Water Midstream 1,0,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,0.0
4O,LWM1,31.2312,-103.63,826.8,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,0K,31.2312,-103.63,826.8,0.0,Layne Water Midstream 1,0,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,90.0,0.0
4O,LWM2,31.2699,-103.5847,810.6,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,0K,31.2699,-103.5847,810.6,0.0,Layne Water Midstream 2,0,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,-90.0
4O,LWM2,31.2699,-103.5847,810.6,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,0K,31.2699,-103.5847,810.6,0.0,Layne Water Midstream 2,0,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,0.0
4O,LWM2,31.2699,-103.5847,810.6,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,0K,31.2699,-103.5847,810.6,0.0,Layne Water Midstream 2,0,2019-07-26T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,90.0,0.0
4O,PR01,31.2365,-103.270332,826.0,2020-02-27T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.2365,-103.270332,825.0,0.0,Schlumberger 1,0,2020-02-27T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,,100.0,413598756.31035185,1.0,90.0,0.0
4O,PR01,31.2365,-103.270332,826.0,2020-02-27T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.2365,-103.270332,825.0,0.0,Schlumberger 1,0,2020-02-27T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,,100.0,413598756.31035185,1.0,0.0,0.0
4O,PR01,31.2365,-103.270332,826.0,2020-02-27T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.2365,-103.270332,825.0,0.0,Schlumberger 1,0,2020-02-27T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,,100.0,413598756.31035185,1.0,0.0,-90.0
4O,DB04,31.0664,-103.1054,868.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.0664,-103.1054,868.0,0.6,Diamondback UB0004,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,DB04,31.0664,-103.1054,868.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHN,,31.0664,-103.1054,868.0,0.6,Diamondback UB0004,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,DB04,31.0664,-103.1054,868.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHE,,31.0664,-103.1054,868.0,0.6,Diamondback UB0004,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,DB03,31.1162,-103.078,839.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.1162,-103.078,839.0,0.6,Diamondback UB0003,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,DB03,31.1162,-103.078,839.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHN,,31.1162,-103.078,839.0,0.6,Diamondback UB0003,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,DB03,31.1162,-103.078,839.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHE,,31.1162,-103.078,839.0,0.6,Diamondback UB0003,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,DB02,31.1858,-103.1096,820.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.1858,-103.1096,820.0,0.6,Diamondback UB0002,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,DB02,31.1858,-103.1096,820.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHN,,31.1858,-103.1096,820.0,0.6,Diamondback UB0002,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,DB02,31.1858,-103.1096,820.0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,HHE,,31.1858,-103.1096,820.0,0.6,Diamondback UB0002,0,2021-02-22T01:05:58.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,OP01,32.43536,-101.36475,762.0,2021-06-30T19:00:01.000000Z,2021-11-21T19:00:00.000000Z,HHZ,00,32.43536,-101.36475,762.0,0.0,"Gravity/On Point, Hull SWD #1",0,2021-06-29T17:00:00.000000Z,2021-11-21T19:00:00.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,-90.0
4O,OP01,32.43536,-101.36475,762.0,2021-06-30T19:00:01.000000Z,2021-11-21T19:00:00.000000Z,HHE,00,32.43536,-101.36475,762.0,0.0,"Gravity/On Point, Hull SWD #1",0,2021-06-29T17:00:00.000000Z,2021-11-21T19:00:00.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,90.0,0.0
4O,OP01,32.43536,-101.36475,762.0,2021-06-30T19:00:01.000000Z,2021-11-21T19:00:00.000000Z,HHN,00,32.43536,-101.36475,762.0,0.0,"Gravity/On Point, Hull SWD #1",0,2021-06-29T17:00:00.000000Z,2021-11-21T19:00:00.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,0.0
4O,WB01,31.721667,-104.060278,927.0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,HH1,00,31.721667,-104.060278,927.0,0.0,Salt Mine 1,0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,Silicon Au,100.0,299993420.1658899,1.0,0.0,0.0
4O,WB01,31.721667,-104.060278,927.0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,HH2,00,31.721667,-104.060278,927.0,0.0,Salt Mine 1,0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,Silicon Au,100.0,299993420.1658899,1.0,90.0,0.0
4O,WB01,31.721667,-104.060278,927.0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,HHZ,00,31.721667,-104.060278,927.0,0.0,Salt Mine 1,0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,Silicon Au,100.0,299993420.1658899,1.0,0.0,-90.0
4O,WB01,31.721667,-104.060278,927.0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,HHZ,00,31.721667,-104.060278,927.0,0.0,Salt Mine 1,1,2021-09-07T23:00:01.000000Z,2023-11-04T19:57:52.000000Z,Guralp CMG-40T,100.0,327893563.4134574,1.0,0.0,-90.0
4O,WB01,31.721667,-104.060278,927.0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,HHN,00,31.721667,-104.060278,927.0,0.0,Salt Mine 1,0,2021-09-07T23:00:01.000000Z,2023-11-04T19:57:52.000000Z,Guralp CMG-40T,100.0,327893563.4134574,1.0,0.0,0.0
4O,WB01,31.721667,-104.060278,927.0,2021-07-06T17:00:01.000000Z,2023-11-04T19:57:52.000000Z,HHE,00,31.721667,-104.060278,927.0,0.0,Salt Mine 1,0,2021-09-07T23:00:01.000000Z,2023-11-04T19:57:52.000000Z,Guralp CMG-40T,100.0,327893563.4134574,1.0,90.0,0.0
4O,MBBB1,32.246247,-101.891072,855.0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,32.246247,-101.891072,855.0,0.0,4O-MBBB1,0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,GEObit S100,250.0,3542666647.509007,1.0,0.0,-90.0
