network,station,station_latitude,station_longitude,station_elevation,station_starttime,station_endtime,channel,location_code,latitude,longitude,elevation,depth,site,epoch,starttime,endtime,equipment,sampling_rate,sensitivity,frequency,azimuth,dip
TX,MB16,32.337047,-102.236844,904.0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,HHZ,00,32.337047,-102.236844,904.0,0.0,"Midland, TX",0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,"Silicon Audio, Inc. 213P-40",100.0,353439979.3922821,1.0,0.0,-90.0
TX,MB16,32.337047,-102.236844,904.0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,HH1,00,32.337047,-102.236844,904.0,0.0,"Midland, TX",0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,"Silicon Audio, Inc. 213P-40",100.0,351079979.5298846,1.0,0.0,0.0
TX,MB16,32.337047,-102.236844,904.0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,HH2,00,32.337047,-102.236844,904.0,0.0,"Midland, TX",0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,"Silicon Audio, Inc. 213P-40",100.0,351399979.5112267,1.0,90.0,0.0
TX,MB16,32.337047,-102.236844,904.0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,HNZ,00,32.337047,-102.236844,904.0,0.0,"Midland, TX",0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,SiliconAudio 203P-LowNoise-Accel,200.0,613430.2217072037,1.0,0.0,-90.0
TX,MB16,32.337047,-102.236844,904.0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,HN1,00,32.337047,-102.236844,904.0,0.0,"Midland, TX",0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,SiliconAudio 203P-LowNoise-Accel,200.0,613430.2217072037,1.0,0.0,0.0
TX,MB16,32.337047,-102.236844,904.0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,HN2,00,32.337047,-102.236844,904.0,0.0,"Midland, TX",0,2023-01-16T00:00:00.000000Z,2023-11-29T19:26:09.000000Z,SiliconAudio 203P-LowNoise-Accel,200.0,613430.2217072037,1.0,90.0,0.0
TX,ET01,31.46512,-94.36497,97.0,2023-01-25T22:04:00.000000Z,,HNZ,00,31.46512,-94.36497,97.0,0.0,Chireno,0,2021-06-16T14:00:01.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,ET01,31.46512,-94.36497,97.0,2023-01-25T22:04:00.000000Z,,HN1,00,31.46512,-94.36497,97.0,0.0,Chireno,0,2021-06-16T14:00:01.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,ET01,31.46512,-94.36497,97.0,2023-01-25T22:04:00.000000Z,,HN2,00,31.46512,-94.36497,97.0,0.0,Chireno,0,2021-06-16T14:00:01.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,ET01,31.46512,-94.36497,97.0,2023-01-25T22:04:00.000000Z,,HH1,00,31.46512,-94.36497,97.0,0.0,Chireno,0,2021-06-16T14:00:01.000000Z,,Silicon Audio 213P-40,100.0,354440082.5012284,1.0,0.0,0.0
TX,ET01,31.46512,-94.36497,97.0,2023-01-25T22:04:00.000000Z,,HH2,00,31.46512,-94.36497,97.0,0.0,Chireno,0,2021-06-16T14:00:01.000000Z,,Silicon Audio 213P-40,100.0,354440082.5012284,1.0,90.0,0.0
TX,ET01,31.46512,-94.36497,97.0,2023-01-25T22:04:00.000000Z,,HHZ,00,31.46512,-94.36497,97.0,0.0,Chireno,0,2021-06-16T14:00:01.000000Z,,Silicon Audio 213P-40,100.0,354440082.5012284,1.0,0.0,-90.0
TX,SN07,33.09092,-100.89172,620.0,2023-02-09T18:00:00.000000Z,,HHE,00,33.09092,-100.89172,620.0,0.0,Snyder 7,0,2023-02-09T18:00:00.000000Z,,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,90.0,0.0
TX,SN07,33.09092,-100.89172,620.0,2023-02-09T18:00:00.000000Z,,HHN,00,33.09092,-100.89172,620.0,0.0,Snyder 7,0,2023-02-09T18:00:00.000000Z,,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,0.0
TX,SN07,33.09092,-100.89172,620.0,2023-02-09T18:00:00.000000Z,,HHZ,00,33.09092,-100.89172,620.0,0.0,Snyder 7,0,2023-02-09T18:00:00.000000Z,,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,-90.0
TX,SN10,33.04918,-100.72388,658.0,2023-02-09T21:45:00.000000Z,2024-06-07T20:50:20.000000Z,HH1,00,33.04918,-100.72388,658.0,0.0,Rotan,0,2023-02-09T21:45:00.000000Z,2024-06-07T20:50:20.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
TX,SN10,33.04918,-100.72388,658.0,2023-02-09T21:45:00.000000Z,2024-06-07T20:50:20.000000Z,HH2,00,33.04918,-100.72388,658.0,0.0,Rotan,0,2023-02-09T21:45:00.000000Z,2024-06-07T20:50:20.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
TX,SN10,33.04918,-100.72388,658.0,2023-02-09T21:45:00.000000Z,2024-06-07T20:50:20.000000Z,HHZ,00,33.04918,-100.72388,658.0,0.0,Rotan,0,2023-02-09T21:45:00.000000Z,2024-06-07T20:50:20.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
TX,MB17,32.031106,-102.04114,852.0,2023-02-16T20:55:25.000000Z,,HHE,00,32.031106,-102.04114,852.0,0.0,NE of Midland,0,2023-02-16T20:55:25.000000Z,2024-04-04T19:53:34.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,90.0,0.0
TX,MB17,32.031106,-102.04114,852.0,2023-02-16T20:55:25.000000Z,,HHN,00,32.031106,-102.04114,852.0,0.0,NE of Midland,0,2023-02-16T20:55:25.000000Z,2024-04-04T19:53:34.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,0.0
TX,MB17,32.031106,-102.04114,852.0,2023-02-16T20:55:25.000000Z,,HHZ,00,32.031106,-102.04114,852.0,0.0,NE of Midland,0,2023-02-16T20:55:25.000000Z,2024-04-04T19:53:34.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,-90.0
TX,MB17,32.031106,-102.04114,852.0,2023-02-16T20:55:25.000000Z,,CHE,00,32.031106,-102.04114,852.0,0.0,NE of Midland,0,2024-04-04T19:55:36.000000Z,,Silicon Audio 213P-40,250.0,156576253.63753337,1.0,90.0,0.0
TX,MB17,32.031106,-102.04114,852.0,2023-02-16T20:55:25.000000Z,,CHN,00,32.031106,-102.04114,852.0,0.0,NE of Midland,0,2024-04-04T19:55:36.000000Z,,Silicon Audio 213P-40,250.0,159288000.3233237,1.0,0.0,0.0
TX,MB17,32.031106,-102.04114,852.0,2023-02-16T20:55:25.000000Z,,CHZ,00,32.031106,-102.04114,852.0,0.0,NE of Midland,0,2024-04-04T19:55:36.000000Z,,Silicon Audio 213P-40,250.0,154569561.09004852,1.0,0.0,-90.0
TX,MB18,32.082143,-102.171812,871.0,2023-02-16T20:55:25.000000Z,,HH1,00,32.082143,-102.171812,871.0,0.0,NW of Midland,0,2023-02-16T20:55:25.000000Z,,Nanometrics TrilliumCompact20,200.0,301240111.11344576,1.0,0.0,0.0
TX,MB18,32.082143,-102.171812,871.0,2023-02-16T20:55:25.000000Z,,HH2,00,32.082143,-102.171812,871.0,0.0,NW of Midland,0,2023-02-16T20:55:25.000000Z,,Nanometrics TrilliumCompact20,200.0,301240111.11344576,1.0,90.0,0.0
TX,MB18,32.082143,-102.171812,871.0,2023-02-16T20:55:25.000000Z,,HHZ,00,32.082143,-102.171812,871.0,0.0,NW of Midland,0,2023-02-16T20:55:25.000000Z,,Nanometrics TrilliumCompact20,200.0,301240111.11344576,1.0,0.0,-90.0
TX,MB18,32.082143,-102.171812,871.0,2023-02-16T20:55:25.000000Z,,HN1,00,32.082143,-102.171812,871.0,0.0,NW of Midland,0,2023-02-16T20:55:25.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,MB18,32.082143,-102.171812,871.0,2023-02-16T20:55:25.000000Z,,HN2,00,32.082143,-102.171812,871.0,0.0,NW of Midland,0,2023-02-16T20:55:25.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,MB18,32.082143,-102.171812,871.0,2023-02-16T20:55:25.000000Z,,HNZ,00,32.082143,-102.171812,871.0,0.0,NW of Midland,0,2023-02-16T20:55:25.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,PB44,31.92377,-103.986965,894.0,2023-03-08T12:55:25.000000Z,,HHE,00,31.92377,-103.986965,894.0,0.0,W of Red Bluff Resovoir,0,2023-03-08T12:55:25.000000Z,,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,90.0,0.0
TX,PB44,31.92377,-103.986965,894.0,2023-03-08T12:55:25.000000Z,,HHN,00,31.92377,-103.986965,894.0,0.0,W of Red Bluff Resovoir,0,2023-03-08T12:55:25.000000Z,,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,0.0
TX,PB44,31.92377,-103.986965,894.0,2023-03-08T12:55:25.000000Z,,HHZ,00,31.92377,-103.986965,894.0,0.0,W of Red Bluff Resovoir,0,2023-03-08T12:55:25.000000Z,,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,-90.0
TX,YK01,33.110552,-103.008071,1150.0,2023-03-13T12:55:25.000000Z,2024-02-27T18:30:23.000000Z,HHE,00,33.110575,-103.008048,1140.0,0.0,"NW of Denver City, TX",0,2023-03-13T12:55:25.000000Z,2024-02-27T18:30:23.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,90.0,0.0
TX,YK01,33.110552,-103.008071,1150.0,2023-03-13T12:55:25.000000Z,2024-02-27T18:30:23.000000Z,HHN,00,33.110575,-103.008048,1140.0,0.0,"NW of Denver City, TX",0,2023-03-13T12:55:25.000000Z,2024-02-27T18:30:23.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,0.0
TX,YK01,33.110552,-103.008071,1150.0,2023-03-13T12:55:25.000000Z,2024-02-27T18:30:23.000000Z,HHZ,00,33.110575,-103.008048,1140.0,0.0,"NW of Denver City, TX",0,2023-03-13T12:55:25.000000Z,2024-02-27T18:30:23.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,-90.0
TX,MNHN,31.34023,-102.76141,750.0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,HH1,00,31.34023,-102.76141,750.0,6.1,Monohans,0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,182.0,0.0
TX,MNHN,31.34023,-102.76141,750.0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,HH2,00,31.34023,-102.76141,750.0,6.1,Monohans,0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,272.0,0.0
TX,MNHN,31.34023,-102.76141,750.0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,HHZ,00,31.34023,-102.76141,750.0,6.1,Monohans,0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,182.0,-90.0
TX,MNHN,31.34023,-102.76141,750.0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,HH1,01,31.34023,-102.76141,750.0,0.0,Monohans,1,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
TX,MNHN,31.34023,-102.76141,750.0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,HHZ,01,31.34023,-102.76141,750.0,0.0,Monohans,1,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
TX,MNHN,31.34023,-102.76141,750.0,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,HH2,01,31.34023,-102.76141,750.0,0.0,Monohans,1,2023-04-19T22:36:45.000000Z,2024-04-10T16:11:12.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
TX,MB03,31.741898,-100.615009,734.0,2023-04-19T12:00:00.000000Z,2033-04-20T22:35:03.000000Z,HHE,00,31.741898,-100.615009,734.0,0.0,TX-MB03,0,2023-04-19T12:00:00.000000Z,2033-04-20T22:35:03.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,90.0,0.0
TX,MB03,31.741898,-100.615009,734.0,2023-04-19T12:00:00.000000Z,2033-04-20T22:35:03.000000Z,HHN,00,31.741898,-100.615009,734.0,0.0,TX-MB03,0,2023-04-19T12:00:00.000000Z,2033-04-20T22:35:03.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,0.0
TX,MB03,31.741898,-100.615009,734.0,2023-04-19T12:00:00.000000Z,2033-04-20T22:35:03.000000Z,HHZ,00,31.741898,-100.615009,734.0,0.0,TX-MB03,0,2023-04-19T12:00:00.000000Z,2033-04-20T22:35:03.000000Z,Silicon Audio 213P-40,200.0,248525859.79085997,1.0,0.0,-90.0
TX,MB19,32.396522,-101.71205,786.0,2023-05-03T14:00:00.000000Z,,HHE,00,32.396522,-101.71205,786.0,0.0,Endeavor Energy Resources,0,2023-05-03T14:00:00.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,245645706.88201413,1.0,90.0,0.0
TX,MB19,32.396522,-101.71205,786.0,2023-05-03T14:00:00.000000Z,,HHN,00,32.396522,-101.71205,786.0,0.0,Endeavor Energy Resources,0,2023-05-03T14:00:00.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,245422011.3037493,1.0,0.0,0.0
TX,MB19,32.396522,-101.71205,786.0,2023-05-03T14:00:00.000000Z,,HHZ,00,32.396522,-101.71205,786.0,0.0,Endeavor Energy Resources,0,2023-05-03T14:00:00.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,247071766.1934521,1.0,0.0,-90.0
TX,PB51,31.940163,-103.381836,978.0,2023-05-18T02:00:00.000000Z,,HH1,00,31.940163,-103.381836,978.0,0.0,"Mentone, TX",0,2023-05-18T02:00:00.000000Z,,Nanometrics Trillium Compact,100.0,301239970.8328601,1.0,0.0,0.0
TX,PB51,31.940163,-103.381836,978.0,2023-05-18T02:00:00.000000Z,,HH2,00,31.940163,-103.381836,978.0,0.0,"Mentone, TX",0,2023-05-18T02:00:00.000000Z,,Nanometrics Trillium Compact,100.0,301239970.8328601,1.0,90.0,0.0
TX,PB51,31.940163,-103.381836,978.0,2023-05-18T02:00:00.000000Z,,HNZ,00,31.940163,-103.381836,978.0,0.0,"Mentone, TX",0,2023-05-18T02:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,PB51,31.940163,-103.381836,978.0,2023-05-18T02:00:00.000000Z,,HN1,00,31.940163,-103.381836,978.0,0.0,"Mentone, TX",0,2023-05-18T02:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,PB51,31.940163,-103.381836,978.0,2023-05-18T02:00:00.000000Z,,HN2,00,31.940163,-103.381836,978.0,0.0,"Mentone, TX",0,2023-05-18T02:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,PB51,31.940163,-103.381836,978.0,2023-05-18T02:00:00.000000Z,,HHZ,00,31.940163,-103.381836,978.0,0.0,"Mentone, TX",0,2023-05-18T02:00:00.000000Z,,Nanometrics Trillium Compact,100.0,301239970.8328601,1.0,0.0,-90.0
TX,PB17,30.99675,-103.15182,734.0,2023-06-15T04:30:00.000000Z,,HHN,00,30.99675,-103.15182,734.0,0.0,Fort Stockton,0,2023-06-15T04:30:00.000000Z,,Silicon Audio 213-40-PA,100.0,233514688.199875,1.0,0.0,0.0
TX,PB17,30.99675,-103.15182,734.0,2023-06-15T04:30:00.000000Z,,HHZ,00,30.99675,-103.15182,734.0,0.0,Fort Stockton,0,2023-06-15T04:30:00.000000Z,,Silicon Audio 213-40-PA,100.0,233514688.199875,1.0,0.0,-90.0
TX,PB17,30.99675,-103.15182,734.0,2023-06-15T04:30:00.000000Z,,HHE,00,30.99675,-103.15182,734.0,0.0,Fort Stockton,0,2023-06-15T04:30:00.000000Z,,Silicon Audio 213-40-PA,100.0,233514688.199875,1.0,90.0,0.0
TX,MB04,32.62542,-102.48802,956.0,2023-06-14T19:44:00.000000Z,2024-02-27T21:06:22.000000Z,HHN,00,32.62542,-102.48802,956.0,0.0,Seminole,0,2023-06-14T19:44:00.000000Z,2024-02-27T21:06:22.000000Z,"Silicon Audio, Inc. 213P-40",200.0,228469808.05900916,1.0,0.0,0.0
TX,MB04,32.62542,-102.48802,956.0,2023-06-14T19:44:00.000000Z,2024-02-27T21:06:22.000000Z,HHZ,00,32.62542,-102.48802,956.0,0.0,Seminole,0,2023-06-14T19:44:00.000000Z,2024-02-27T21:06:22.000000Z,"Silicon Audio, Inc. 213P-40",200.0,221852540.9295562,1.0,0.0,-90.0
TX,MB04,32.62542,-102.48802,956.0,2023-06-14T19:44:00.000000Z,2024-02-27T21:06:22.000000Z,HHE,00,32.62542,-102.48802,956.0,0.0,Seminole,0,2023-06-14T19:44:00.000000Z,2024-02-27T21:06:22.000000Z,"Silicon Audio, Inc. 213P-40",200.0,224577988.6181262,1.0,90.0,0.0
TX,ODSA,32.12009,-102.54913,943.0,2023-07-10T21:21:02.000000Z,2023-08-31T02:00:00.000000Z,HHZ,00,32.12009,-102.54913,943.0,0.0,Odessa,0,2023-07-10T21:21:02.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,0.0,-90.0
TX,ODSA,32.12009,-102.54913,943.0,2023-07-10T21:21:02.000000Z,2023-08-31T02:00:00.000000Z,HH1,00,32.12009,-102.54913,943.0,0.0,Odessa,0,2023-07-10T21:21:02.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,40.0,0.0
TX,ODSA,32.12009,-102.54913,943.0,2023-07-10T21:21:02.000000Z,2023-08-31T02:00:00.000000Z,HH2,00,32.12009,-102.54913,943.0,0.0,Odessa,0,2023-07-10T21:21:02.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,130.0,0.0
TX,MB21,32.343507,-101.727966,788.0,2023-07-11T14:24:13.000000Z,2024-04-03T19:39:59.000000Z,HHE,00,32.343507,-101.727966,788.0,0.0,Endeavor,0,2023-07-11T14:24:13.000000Z,2024-04-03T19:39:59.000000Z,"Silicon Audio, Inc. 213P-40",200.0,245645706.88201413,1.0,90.0,0.0
TX,MB21,32.343507,-101.727966,788.0,2023-07-11T14:24:13.000000Z,2024-04-03T19:39:59.000000Z,HHN,00,32.343507,-101.727966,788.0,0.0,Endeavor,0,2023-07-11T14:24:13.000000Z,2024-04-03T19:39:59.000000Z,"Silicon Audio, Inc. 213P-40",200.0,245422011.3037493,1.0,0.0,0.0
TX,MB21,32.343507,-101.727966,788.0,2023-07-11T14:24:13.000000Z,2024-04-03T19:39:59.000000Z,HHZ,00,32.343507,-101.727966,788.0,0.0,Endeavor,0,2023-07-11T14:24:13.000000Z,2024-04-03T19:39:59.000000Z,"Silicon Audio, Inc. 213P-40",200.0,247071766.1934521,1.0,0.0,-90.0
TX,MB22,32.518495,-101.721534,857.0,2022-07-11T17:00:00.000000Z,,HH1,00,32.518495,-101.721534,857.0,0.0,Rockfish,0,2022-07-11T17:00:00.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,351079981.4145715,1.0,0.0,0.0
TX,MB22,32.518495,-101.721534,857.0,2022-07-11T17:00:00.000000Z,,HH2,00,32.518495,-101.721534,857.0,0.0,Rockfish,0,2022-07-11T17:00:00.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,351399981.3976314,1.0,90.0,0.0
TX,MB22,32.518495,-101.721534,857.0,2022-07-11T17:00:00.000000Z,,HHZ,00,32.518495,-101.721534,857.0,0.0,Rockfish,0,2022-07-11T17:00:00.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,353439981.28963804,1.0,0.0,-90.0
TX,MB22,32.518495,-101.721534,857.0,2022-07-11T17:00:00.000000Z,,HN1,00,32.518495,-101.721534,857.0,0.0,Rockfish,0,2022-07-11T17:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,MB22,32.518495,-101.721534,857.0,2022-07-11T17:00:00.000000Z,,HN2,00,32.518495,-101.721534,857.0,0.0,Rockfish,0,2022-07-11T17:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,MB22,32.518495,-101.721534,857.0,2022-07-11T17:00:00.000000Z,,HNZ,00,32.518495,-101.721534,857.0,0.0,Rockfish,0,2022-07-11T17:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,PECS,31.37045,-103.86697,914.0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,HH1,00,31.37045,-103.86697,914.0,0.0,Pecos,0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,0.0,0.0
TX,PECS,31.37045,-103.86697,914.0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,HH2,00,31.37045,-103.86697,914.0,0.0,Pecos,0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,90.0,0.0
TX,PECS,31.37045,-103.86697,914.0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,HHZ,00,31.37045,-103.86697,914.0,0.0,Pecos,0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,0.0,-90.0
TX,PECS,31.37045,-103.86697,914.0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,HN1,00,31.37045,-103.86697,914.0,0.0,Pecos,0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,PECS,31.37045,-103.86697,914.0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,HNZ,00,31.37045,-103.86697,914.0,0.0,Pecos,0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,PECS,31.37045,-103.86697,914.0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,HN2,00,31.37045,-103.86697,914.0,0.0,Pecos,0,2023-07-12T23:00:00.000000Z,2023-08-31T02:00:00.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,MB02,31.19806,-102.037907,767.7,2023-07-25T17:13:40.000000Z,,HHE,00,31.19806,-102.037907,767.7,0.0,Rankin,0,2023-07-25T17:13:40.000000Z,,Silicon Audio 213-40-PA,200.0,239989422.5458561,1.0,90.0,0.0
TX,MB02,31.19806,-102.037907,767.7,2023-07-25T17:13:40.000000Z,,HHN,00,31.19806,-102.037907,767.7,0.0,Rankin,0,2023-07-25T17:13:40.000000Z,,Silicon Audio 213-40-PA,200.0,239989422.5458561,1.0,0.0,0.0
TX,MB02,31.19806,-102.037907,767.7,2023-07-25T17:13:40.000000Z,,HHZ,00,31.19806,-102.037907,767.7,0.0,Rankin,0,2023-07-25T17:13:40.000000Z,,Silicon Audio 213-40-PA,200.0,239989422.5458561,1.0,0.0,-90.0
TX,SAND,29.95471,-102.12331,688.8,2023-07-26T15:28:26.000000Z,,HH1,00,29.95471,-102.12331,688.8,6.1,Sanderson,0,2023-07-26T15:28:26.000000Z,2030-07-29T22:22:06.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,231.0,0.0
TX,SAND,29.95471,-102.12331,688.8,2023-07-26T15:28:26.000000Z,,HH2,00,29.95471,-102.12331,688.8,6.1,Sanderson,0,2023-07-26T15:28:26.000000Z,2030-07-29T22:22:06.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,321.0,0.0
TX,SAND,29.95471,-102.12331,688.8,2023-07-26T15:28:26.000000Z,,HHZ,00,29.95471,-102.12331,688.8,6.1,Sanderson,0,2023-07-26T15:28:26.000000Z,2030-07-29T22:22:06.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,231.0,-90.0
TX,HBVL,27.064992,-98.669634,155.0,2023-08-02T14:46:00.000000Z,,HH1,00,27.064992,-98.669634,155.0,6.1,Hebbronville,0,2023-08-02T14:46:00.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,213.0,0.0
TX,HBVL,27.064992,-98.669634,155.0,2023-08-02T14:46:00.000000Z,,HH2,00,27.064992,-98.669634,155.0,6.1,Hebbronville,0,2023-08-02T14:46:00.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,303.0,0.0
TX,HBVL,27.064992,-98.669634,155.0,2023-08-02T14:46:00.000000Z,,HHZ,00,27.064992,-98.669634,155.0,6.1,Hebbronville,0,2023-08-02T14:46:00.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,0.0,-90.0
TX,MB08,31.884448,-102.328853,863.0,2023-08-08T23:53:36.000000Z,,HHZ,00,31.884448,-102.328853,863.0,0.0,UTPB,0,2023-08-08T23:53:36.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,353439981.28963804,1.0,0.0,-90.0
TX,MB08,31.884448,-102.328853,863.0,2023-08-08T23:53:36.000000Z,,HH1,00,31.884448,-102.328853,863.0,0.0,UTPB,0,2023-08-08T23:53:36.000000Z,,Silicon Audio 213P-40,200.0,355520084.6611371,1.0,0.0,0.0
TX,MB08,31.884448,-102.328853,863.0,2023-08-08T23:53:36.000000Z,,HH2,00,31.884448,-102.328853,863.0,0.0,UTPB,0,2023-08-08T23:53:36.000000Z,,"Silicon Audio, Inc. 213P-40",200.0,351399981.3976314,1.0,90.0,0.0
TX,MB08,31.884448,-102.328853,863.0,2023-08-08T23:53:36.000000Z,,HNZ,01,31.884448,-102.328853,863.0,0.0,UTPB,0,2023-08-08T23:53:36.000000Z,,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,0.0,-90.0
TX,MB08,31.884448,-102.328853,863.0,2023-08-08T23:53:36.000000Z,,HN1,01,31.884448,-102.328853,863.0,0.0,UTPB,0,2023-08-08T23:53:36.000000Z,,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,0.0,0.0
TX,MB08,31.884448,-102.328853,863.0,2023-08-08T23:53:36.000000Z,,HN2,01,31.884448,-102.328853,863.0,0.0,UTPB,0,2023-08-08T23:53:36.000000Z,,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,90.0,0.0
