API_UWI_12,WellId,WellFormationId,WellApi,OBS_Number,FormationCode,FormationName,MD_Top,TVD_Top,DataSource,AgeEquivalence,WellFormationSource,Country,State,RSRegion,RSBasin,RSPlay
42-109-00136-00,840420002552776,2347958,42-109-00136,,,DELAWARE,2533,2533,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00420-00,840420002552963,1751008,42-109-00420,,,DELAWARE,2510,2510,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675831,42-109-32714,,,MISSISSIPPIAN,3940,3940,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675833,42-109-32714,,,BONE SPRINGS,3542,3542,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675834,42-109-32714,,,CHERRY CANYON,3486,3486,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675835,42-109-32714,,,DELAWARE,2525,2525,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675836,42-109-32714,,,FORD-DELAWARE,2510,2510,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675838,42-109-32714,,,RUSTLER,450,450,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32714-00,840420000572007,3675841,42-109-32714,,,WOLFCAMP,4368,4368,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32917-00,840420000580863,2728525,42-109-32917,,,BONE SPRINGS,,5870,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32917-00,840420000580863,2729336,42-109-32917,,,WOLFCAMP,8967,8965,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32917-00,840420000580863,2782183,42-109-32917,,,DELAWARE,2298,2298,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32917-00,840420000580863,2796827,42-109-32917,,,CHERRY CANYON,3304,3304,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-33006-00,840420004640853,4258926,42-109-33006,,,BONE SPRINGS,5860,5843,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-33006-00,840420004640853,4258927,42-109-33006,,,CHERRY CANYON,3386,3384,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-33006-00,840420004640853,4258928,42-109-33006,,,DELAWARE,2393,2393,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-33006-00,840420004640853,4258929,42-109-33006,,,FORD-DELAWARE,2393,2393,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-33006-00,840420004640853,4258930,42-109-33006,,,RUSTLER,397,397,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-33006-00,840420004640853,4258931,42-109-33006,,,WOLFCAMP,9116,9087,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,12431297,42-109-70029,,,MISS LIME,8343,8343,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,12431298,42-109-70029,,,WOODFORD,8453,8453,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,14834061,42-109-70029,,,WOLFCAMP A,6054,6054,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,14834062,42-109-70029,,,WOLFCAMP B,6326,6326,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,15408736,42-109-70029,,,3RD BONE SPRING,5341,5341,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,15408737,42-109-70029,,,3RD BONE SPRING SAND,5760,5760,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-70029-00,840420005481498,15408739,42-109-70029,,,WOODFORD BASE,8541,8541,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,12435431,42-109-00406,,,PENN SHALE,8230,8230,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,12435432,42-109-00406,,,WOLFCAMP C,7145,7145,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,12435433,42-109-00406,,,WOLFCAMP D,7639,7639,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,12435434,42-109-00406,,,WOODFORD,10689,10689,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,14834372,42-109-00406,,,WOLFCAMP A,6452,6452,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,14834374,42-109-00406,,,WOLFCAMP B,6719,6719,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408838,42-109-00406,,,1ST BONE SPRING,4621,4621,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408839,42-109-00406,,,2ND BONE SPRING,4873,4873,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408840,42-109-00406,,,2ND BONE SPRING SAND,5280,5280,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408841,42-109-00406,,,3RD BONE SPRING,5572,5572,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408842,42-109-00406,,,3RD BONE SPRING SAND,6127,6127,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408843,42-109-00406,,,AVALON LOWER,4307,4307,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408844,42-109-00406,,,AVALON MIDDLE,4153,4153,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408845,42-109-00406,,,AVALON UPPER,3683,3683,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408846,42-109-00406,,,PENN LOWER,8780,8780,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408847,42-109-00406,,,WOLFCAMP A LOWER,6533,6533,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408848,42-109-00406,,,WOLFCAMP B LOWER,6828,6828,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00406-00,840420005481394,15408849,42-109-00406,,,WOODFORD BASE,10818,10818,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435443,42-109-31550,,,1ST BONE SPRING,3851,3851,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435444,42-109-31550,,,2ND BONE SPRING,4130,4130,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435445,42-109-31550,,,3RD BONE SPRING,4696,4696,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435446,42-109-31550,,,3RD BONE SPRING SAND,5408,5408,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435449,42-109-31550,,,WOLFCAMP B UPPER,5993,5993,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435450,42-109-31550,,,WOLFCAMP C,6354,6354,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435451,42-109-31550,,,WOLFCAMP D,6989,6989,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435453,42-109-31550,,,PENN SHALE,8093,8093,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435455,42-109-31550,,,WOLFCAMP A LOWER,5857,5857,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,12435457,42-109-31550,,,WOLFCAMP B LOWER,6165,6165,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,14834448,42-109-31550,,,WOLFCAMP A,5698,5698,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,15408886,42-109-31550,,,2ND BONE SPRING SAND,4545,4545,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,15408887,42-109-31550,,,AVALON LOWER,3661,3661,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,15408888,42-109-31550,,,AVALON MIDDLE,3582,3582,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,15408889,42-109-31550,,,AVALON UPPER,2966,2966,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,15621817,42-109-31550,,,BRUSHY CANYON BS,2441,2441,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31550-00,840420002552899,15711800,42-109-31550,,,STRAWN,8696,8696,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,1599339,42-109-32599,,,DELAWARE,3542,3542,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,1641168,42-109-32599,,,BELL CANYON,2525,2525,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,1780368,42-109-32599,,,RUSTLER,450,450,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,1861933,42-109-32599,,,CHERRY CANYON 4300,4368,4368,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,2292918,42-109-32599,,,FORD-DELAWARE,2510,2510,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,2362115,42-109-32599,,,CHERRY CANYON 3900,3988,3988,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32599-00,840420000571899,2430550,42-109-32599,,,CHERRY CANYON,3486,3486,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00103-00,840420002600233,1652632,42-109-00103,,,DELAWARE,2544,2544,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,12432595,42-109-00203,,,WOLFCAMP C,5409,5409,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,12432596,42-109-00203,,,WOLFCAMP D,6009,6009,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,14834615,42-109-00203,,,WOLFCAMP A,4462,4462,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,14834616,42-109-00203,,,WOLFCAMP B,4692,4692,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408947,42-109-00203,,,1ST BONE SPRING,2733,2733,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408948,42-109-00203,,,2ND BONE SPRING,2855,2855,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408949,42-109-00203,,,2ND BONE SPRING SAND,3138,3138,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408950,42-109-00203,,,3RD BONE SPRING,3288,3288,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408951,42-109-00203,,,3RD BONE SPRING SAND,4204,4204,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408952,42-109-00203,,,AVALON LOWER,2457,2457,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408953,42-109-00203,,,AVALON MIDDLE,2322,2322,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408954,42-109-00203,,,AVALON UPPER,1841,1841,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408955,42-109-00203,,,PENN LOWER,7581,7581,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-00203-00,840420005554213,15408956,42-109-00203,,,WOLFCAMP B LOWER,4966,4966,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,12417298,42-109-31758,,,PENN SHALE,5740,5740,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,12417299,42-109-31758,,,WOLFCAMP C,5438,5438,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,12417300,42-109-31758,,,WOLFCAMP D,5538,5538,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,14834768,42-109-31758,,,WOLFCAMP A,5067,5067,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,14834770,42-109-31758,,,WOLFCAMP B,5305,5305,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,15409035,42-109-31758,,,3RD BONE SPRING SAND,4784,4784,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,15409036,42-109-31758,,,WOLFCAMP A LOWER,5165,5165,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-31758-00,840420002540142,15409037,42-109-31758,,,WOLFCAMP B LOWER,5344,5344,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32600-00,840420000571900,15344936,42-109-32600,,,CHERRY CANYON,4368,4368,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32600-00,840420000571900,15344937,42-109-32600,,,DELAWARE,3542,3542,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32600-00,840420000571900,15344938,42-109-32600,,,FORD-DELAWARE,2510,2510,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32600-00,840420000571900,15344939,42-109-32600,,,RUSTLER,450,450,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-109-32950-00,840420003699204,3658879,42-109-32950,,,CHERRY CANYON,2530,2530,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-00491-00,840420002796458,1530112,42-301-00491,,,BLACK LIME,3352,3352,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-00491-00,840420002796458,2042075,42-301-00491,,,DELAWARE SAND,3418,3418,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32903-00,840420003698699,1458942,42-301-32903,,,BONE SPRINGS,,7290,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32903-00,840420003698699,1581466,42-301-32903,,,BRUSHY CANYON,,5765,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32903-00,840420003698699,1595951,42-301-32903,,,CHERRY CANYON,,4425,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32903-00,840420003698699,1755800,42-301-32903,,,BELL CANYON,,3480,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32903-00,840420003698699,1844698,42-301-32903,,,DELAWARE,,3465,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32903-00,840420003698699,2118014,42-301-32903,,,WOLFCAMP,,10400,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32635-00,840420000746758,2529599,42-301-32635,,,DELAWARE,3604,3604,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32635-00,840420000746758,2537142,42-301-32635,,,WOLFCAMP,10621,10621,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32635-00,840420000746758,2617160,42-301-32635,,,BONE SPRINGS,7591,7591,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32635-00,840420000746758,2636417,42-301-32635,,,CHERRY CANYON,4155,4155,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32635-00,840420000746758,2661674,42-301-32635,,,BELL CANYON,3649,3649,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-301-32635-00,840420000746758,2838402,42-301-32635,,,BRUSHY CANYON,5647,5647,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432354,42-389-30469,,,1ST BONE SPRING,7516,7516,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432355,42-389-30469,,,2ND BONE SPRING,7890,7890,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432488,42-389-30469,,,2ND BONE SPRING SAND,8216,8216,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432489,42-389-30469,,,3RD BONE SPRING,8692,8692,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432490,42-389-30469,,,3RD BONE SPRING SAND,9269,9269,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432492,42-389-30469,,,WOLFCAMP D,11076,11076,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432493,42-389-30469,,,WOLFCAMP XY,9604,9604,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432494,42-389-30469,,,WOODFORD,15605,15605,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432496,42-389-30469,,,WOLFCAMP A LOWER,9915,9915,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432498,42-389-30469,,,WOLFCAMP B LOWER,10348,10348,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432500,42-389-30469,,,WOLFCAMP C,10590,10590,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432505,42-389-30469,,,MISS LIME,15452,15452,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,12432506,42-389-30469,,,PENN SHALE,12219,12219,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,14840714,42-389-30469,,,WOLFCAMP A,9780,9780,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,14840716,42-389-30469,,,WOLFCAMP B,10083,10083,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,15411381,42-389-30469,,,AVALON LOWER,7146,7146,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,15411382,42-389-30469,,,AVALON MIDDLE,7074,7074,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,15411383,42-389-30469,,,AVALON UPPER,6585,6585,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,15411386,42-389-30469,,,WOODFORD BASE,15739,15739,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,15625999,42-389-30469,,,BRUSHY CANYON BS,6070,6070,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-30469-00,840420003198297,15711894,42-389-30469,,,STRAWN,13105,13105,ENV GEO,,ENV GEO,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616800,42-389-34901,,,BELL CANYON,3870,3870,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616801,42-389-34901,,,BONE SPRINGS,7323,7323,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616802,42-389-34901,,,CHERRY CANYON,4829,4829,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616803,42-389-34901,,,CASTILLE,2524,2524,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616804,42-389-34901,,,DELAWARE,3870,3870,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616808,42-389-34901,,,FORD-DELAWARE,3870,3870,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616811,42-389-34901,,,PERMIAN,2524,2524,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-34901-00,840420000643352,3616812,42-389-34901,,,WOLFCAMP,10444,10347,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,1668399,42-389-35155,,,CASTILLE,3887,3880,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,1864203,42-389-35155,,,DELAWARE,3887,3887,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,1931069,42-389-35155,,,BONE SPRINGS,7351,7351,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,2154437,42-389-35155,,,BELL CANYON,3887,3887,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,2156350,42-389-35155,,,CHERRY CANYON,4832,4832,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,2211724,42-389-35155,,,WOLFCAMP,10408,10375,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35155-00,840420003231164,2374292,42-389-35155,,,FORD-DELAWARE,3887,3887,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2493926,42-389-35176,,,WOLFCAMP,9888,9800,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2554114,42-389-35176,,,BONE SPRINGS,6680,6676,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2565089,42-389-35176,,,BELL CANYON,3008,3006,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2639410,42-389-35176,,,DELAWARE,3008,3006,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2712674,42-389-35176,,,PERMIAN,466,466,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2722037,42-389-35176,,,FORD-DELAWARE,3008,3006,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2746073,42-389-35176,,,CHERRY CANYON,3958,3956,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2801342,42-389-35176,,,CASTILLE,1346,1346,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35176-00,840420003435022,2969328,42-389-35176,,,DELAWARE CONSOLIDATED GAS,3008,3006,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652656,42-389-35360,,,BELL CANYON,2990,2990,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652657,42-389-35360,,,BONE SPRINGS,6452,6452,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652658,42-389-35360,,,CHERRY CANYON,3962,3962,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652659,42-389-35360,,,CASTILLE,1547,1547,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652660,42-389-35360,,,DELAWARE,30015,3015,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652664,42-389-35360,,,FORD-DELAWARE,3015,3015,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652667,42-389-35360,,,PERMIAN,684,684,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35360-00,840420003869550,3652668,42-389-35360,,,WOLFCAMP,,9633,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35370-00,840420003869672,3633290,42-389-35370,,,WOLFCAMP,10398,10373,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
42-389-35370-00,840420003869672,3633306,42-389-35370,,,BELL CANYON,3872,3870,REPORTED,,REPORTED,US,TX,PERMIAN,DELAWARE,DELAWARE
