API_UWI,API_UWI_12,WellID,LogId,DocumentName,FileExtension,DocumentType,LogType,LogTypeCode,TopDepth,BaseDepth,DocCategory,Description,NumberOfCurves,DepthIndexType,FileSize,DateUpdated,has_resistivity,has_gamma_ray,has_porosity_nphi,has_caliper,has_density,has_gas,has_porosity_dphi,has_porosity,has_lithology,has_sonic_transit_time,has_spontaneous_potential,has_photoelectric_effect,has_dipmeter,has_porosity_sphi,has_spectral_gamma_ray,has_total_organic_carbon,has_rate_of_penetration
42-389-32398,42-389-32398-00,840420002865134,811950168,42-389-32398-00-00_DIG_RS0031812117.LAS,LAS,DIGITAL_LOG,RAW,100,8311.00,12834.00,LAS,"CAL,DT,GR,ILD,ILS",5,MD,496646,2020-05-10,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-32398,42-389-32398-00,840420002865134,812569020,42-389-32398-00-00_EC_RS0032917605.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,8311.00,12834.00,LAS,"CALI__B,DT__B,GR__B,RESD__B,RESS__B",5,MD,835782,2023-11-04,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-32398,42-389-32398-00,840420002865134,811847106,42-389-32398-00-00_ECP_RS0031581897.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,8311.00,12840.00,LAS,"CALI_E,DT_E,GR_E,RESD_E,RESM_E,RESS_E",24,MD,3421374,2023-11-21,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-32398,42-389-32398-00,840420002865134,810021566,42-389-32398-00-00_DIG_RS0022517640.LAS,LAS,DIGITAL_LOG,RAW,100,8550.00,12830.00,LAS,"DT,SPHI",2,,414757,2018-11-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42-389-32398,42-389-32398-00,840420002865134,811034670,42-389-32398-00-00_EC_RS0025670877.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,8550.00,12830.00,LAS,"DT,SPHI",2,MD,407786,2023-11-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42-389-30293,42-389-30293-00,840420002915742,812160741,42-389-30293-00-00_DIG_RS0032116221.LAS,LAS,DIGITAL_LOG,RAW,100,1.00,15579.00,LAS,"CAL,DT,GR,ILD,ILS,NPHI,SP",7,MD,2377799,2020-05-10,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-30293,42-389-30293-00,840420002915742,813713599,42-389-30293-00-00_ECP_RS0041764505.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,1.00,15579.00,LAS,"CALI_E,DT_E,GR_E,RESD_E,RESS_E",20,MD,9882459,2023-11-21,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30293,42-389-30293-00,840420002915742,812567024,42-389-30293-00-00_EC_RS0032915112.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,1.00,15579.00,LAS,"CALI,DT,GR,RESD,RESS",5,MD,2869902,2023-11-04,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30422,42-389-30422-00,840420002919173,813725439,42-389-30422-00-00_ECP_RS0041780946.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,89.00,15729.50,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RESD_LL_E,RESS_LL_E,RHOB_E,SP_E",37,MD,17900994,2023-11-21,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
42-389-30422,42-389-30422-00,840420002919173,812538108,42-389-30422-00-00_EC_RS0032878990.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,89.00,15719.00,LAS,"CALI,DT,GR",3,MD,1941400,2023-11-04,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30422,42-389-30422-00,840420002919173,811906897,42-389-30422-00-00_DIG_RS0031749874.LAS,LAS,DIGITAL_LOG,RAW,100,89.00,15719.00,LAS,"CAL,DT,GR",3,MD,1182479,2020-05-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30283,42-389-30283-00,840420002866362,813721779,42-389-30283-00-00_ECP_RS0041775808.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,155.00,15740.00,LAS,"CALI_E,DT_E,GR_E,NPHI_E,RESD_E,SP_E",24,MD,11757598,2023-11-21,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-30283,42-389-30283-00,840420002866362,812568053,42-389-30283-00-00_EC_RS0032916390.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,155.00,15740.00,LAS,"CALI__A,DT__A,GR__A,NPHI__A,RESD__A,SP__A",6,MD,3338736,2023-11-04,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-30283,42-389-30283-00,840420002866362,812116831,42-389-30283-00-00_DIG_RS0032052778.LAS,LAS,DIGITAL_LOG,RAW,100,155.00,15740.00,LAS,"CAL,DT,GR,ILD,ILS,NPH,SP",7,MD,2506010,2020-05-10,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
42-389-30276,42-389-30276-00,840420002949434,813722945,42-389-30276-00-00_ECP_RS0041777461.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,1.00,15864.00,LAS,"CALI_E,DT_E,GR_E,RESD_E,RESS_E",20,MD,10063149,2023-11-21,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30276,42-389-30276-00,840420002949434,812519701,42-389-30276-00-00_EC_RS0032856033.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,1.00,15864.00,LAS,"CALI__A,DT__A,GR__A,RESD__A,RESS__A",5,MD,2922267,2023-11-04,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30276,42-389-30276-00,840420002949434,812110723,42-389-30276-00-00_DIG_RS0032043961.LAS,LAS,DIGITAL_LOG,RAW,100,1.00,15864.00,LAS,"CAL,DT,GR,ILD,ILS",5,MD,1865036,2020-05-10,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-30824,42-109-30824-00,840420000591517,812085952,42-109-30824-00-00_DIG_RS0032008092.LAS,LAS,DIGITAL_LOG,RAW,100,2.00,16014.00,LAS,"CAL,DT,GR",3,MD,1368351,2014-12-15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-30824,42-109-30824-00,840420000591517,812516747,42-109-30824-00-00_EC_RS0032852341.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,2.00,16014.00,LAS,"CALI,DT,GR",3,MD,1988851,2023-11-03,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-30824,42-109-30824-00,840420000591517,813700867,42-109-30824-00-00_ECP_RS0041745783.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,2.00,16014.00,LAS,"CALI_E,DT_E,GR_E",12,MD,6313737,2023-11-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30896,42-389-30896-00,840420002919184,811902744,42-389-30896-00-00_DIG_RS0031743904.LAS,LAS,DIGITAL_LOG,RAW,100,0,15744.00,LAS,"CAL,DT,GR",3,MD,1183978,2020-05-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30896,42-389-30896-00,840420002919184,813721620,42-389-30896-00-00_ECP_RS0041775583.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,0,15744.00,LAS,"CALI_E,DT_E,GR_E",12,MD,6208145,2023-11-21,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30896,42-389-30896-00,840420002919184,812530924,42-389-30896-00-00_EC_RS0032870032.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,0,15744.00,LAS,"CALI,DT,GR",3,MD,1955611,2023-11-04,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30354,42-389-30354-00,840420003198293,812143923,42-389-30354-00-00_DIG_RS0032091958.LAS,LAS,DIGITAL_LOG,RAW,100,0,13134.00,LAS,"CAL,DT,GR",3,MD,978493,2020-05-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30354,42-389-30354-00,840420003198293,813715003,42-389-30354-00-00_ECP_RS0041766440.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,0,13134.00,LAS,"CALI_E,DT_E,GR_E",12,MD,5179805,2023-11-21,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-30354,42-389-30354-00,840420003198293,812522811,42-389-30354-00-00_EC_RS0032859882.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,0,13134.00,LAS,"CALI,DT,GR",3,MD,1631971,2023-11-04,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-33529,42-109-33529-00,840420005409929,817087630,42-109-33529-01-00_EC_RS0055848305.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,248.50,10571.00,LAS,"BS,CALI,DPHI,DPHI_DL,DPHI_LS,DPHI_SS,DRHO,DT,DT__01,DT__02,DT__03,GR,GR__01,GR__02,GR__03,GR__04,LSPD,NPHI,NPHI_DL,NPHI_LS,NPHI_SS,PE,RESD_60M1,RESD_60M2,RESD_60M4,RESD_90M1,RESD_90M2,RESD_90M4,RESM_30M1,RESM_30M2,RESM_30M4,RESS_10M1,RESS_10M2,RESS_10M4",44,MD,13992142,2023-11-03,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
42-109-33529,42-109-33529-00,840420005409929,817082050,42-109-33529-01-00_DIG_RS0055441292.LAS,LAS,DIGITAL_LOG,RAW,100,248.00,10571.00,LAS,"AHVT,BHVT,BITSIZE,CALI,DI,DLIM,DPHD,DPHI,DPHS,DRHO,DXDT,DYDT,GR,GRC,GRTC,GRTH,GRTO,ITTI,ITTT,LSPD,MDT,MDT2,MINV,MMK,MNOR,NPHD,NPHI,NPHL,NPHS,PE,POTA,QF,QN,RF06,RF10,RF20,RF30,RF60,RF90,RHOB,RO06,RO10,RO20,RO30,RO60,RO90,RT06,RT10,RT20,RT30,RT60,RT90,RXO",66,,12395351,2023-09-15,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
42-109-33529,42-109-33529-00,840420005409929,817106108,42-109-33529-01-00_ECP_RS0055868044.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,248.50,10571.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DRHO_E,DT_E,GR_E,NPHI_E,PE_E,RESD_E,RESM_E,RESS_E,RHOB_E,SP_E",49,MD,15534668,2023-11-20,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
42-109-32691,42-109-32691-00,840420000591667,816025404,42-109-32691-90-00_EC_RS0051224966.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,190.00,7127.50,LAS,"CALI,DPHI,DRHO,DT,GR,GR__01,GR__02,GR__03,NPHI,PE,RESD_60M2,RESD_90M2,RESM_30M2,RESS_10M2,RESS_20M2,RHOB,SGR_K_VV,SGR_TH_PPM,SGR_U_PPM,SP,SPHI,TENS",22,MD,4826730,2023-11-03,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
42-109-32691,42-109-32691-00,840420000591667,816029478,42-109-32691-90-00_ECP_RS0051234532.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,190.00,7127.50,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DRHO_E,DT_E,GR_E,NPHI_E,PE_E,RESD_E,RESM_E,RESS_E,RHOB_E,SP_E",49,MD,10443628,2023-11-20,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
42-109-32691,42-109-32691-00,840420000591667,815935196,42-109-32691-90-00_DIG_RS0051094346.LAS,LAS,DIGITAL_LOG,RAW,100,190.00,7127.50,LAS,"AHVT,BHVT,CALI,DPE,DPHI,DRHO,DT,GR,GRTC,GRTH,GRTO,ITTT,MINV,MNOR,NPHI,PE,POTA,RHOB,RMUD,RT06,RT10,RT20,RT30,RT60,RT90,SP,SPHI,TENS,THOR,URAN,XPHI",31,,4072638,2023-03-31,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
42-109-32538,42-109-32538-00,840420000577761,816029472,42-109-32538-90-00_ECP_RS0051234525.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,2546.50,11260.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RESD_E,RESS_E,RHOB_E",33,MD,8930255,2023-11-20,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32538,42-109-32538-00,840420000577761,815934118,42-109-32538-90-00_DIG_RS0051093252.LAS,LAS,DIGITAL_LOG,RAW,100,2546.00,11260.00,LAS,"CAL,DPHI,DT,GR,ILD,ILS,NPHI,RHOB",8,MD,1938597,2021-08-10,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32538,42-109-32538-00,840420000577761,816025378,42-109-32538-90-00_EC_RS0051224925.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,2546.50,11260.00,LAS,"CALI,DPHI,DT,GR,NPHI,RESD,RESS,RHOB",8,MD,2391690,2023-11-03,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32621,42-109-32621-00,840420000589536,816029477,42-109-32621-90-00_ECP_RS0051234530.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,1768.00,10113.00,LAS,"CALI_E,DT_E,GR_E",12,MD,3292939,2023-11-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32621,42-109-32621-00,840420000589536,815935646,42-109-32621-90-00_DIG_RS0051094797.LAS,LAS,DIGITAL_LOG,RAW,100,1768.00,10113.00,LAS,"CALS,DT,GRS",3,,819213,2021-08-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32621,42-109-32621-00,840420000589536,816025389,42-109-32621-90-00_EC_RS0051224946.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,1768.00,10113.00,LAS,"CALI,DT,GR",3,MD,1038424,2023-11-03,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32631,42-109-32631-00,840420000591659,812586310,42-109-32631-00-00_EC_RS0032939241.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,9587.50,16870.00,LAS,"CALI,DPHI,DT,RESD,RESS,RHOB",6,MD,1562393,2023-11-03,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32631,42-109-32631-00,840420000591659,811977196,42-109-32631-00-00_DIG_RS0031851025.LAS,LAS,DIGITAL_LOG,RAW,100,9043.00,16870.00,LAS,"CAL,DPHI,DT,GR,ILD,ILS,RHOB",7,MD,1553574,2018-10-09,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32631,42-109-32631-00,840420000591659,813698384,42-109-32631-00-00_ECP_RS0041741776.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,9587.50,16870.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,RESD_E,RESS_E,RHOB_E",25,MD,5716153,2023-11-20,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32509,42-109-32509-00,840420000589339,812577888,42-109-32509-00-00_EC_RS0032928772.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,1990.50,9149.50,LAS,"CALI,DT,GR",3,MD,891336,2023-11-03,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32509,42-109-32509-00,840420000589339,812129562,42-109-32509-00-00_DIG_RS0032071182.LAS,LAS,DIGITAL_LOG,RAW,100,1990.00,9150.00,LAS,"CAL,DT,GR",3,MD,717489,2020-01-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32509,42-109-32509-00,840420000589339,812531029,42-109-32509-00-00_EC_RS0032870164.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,1990.50,9149.50,LAS,"DT__A,GR__A",2,MD,676485,2023-11-03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32509,42-109-32509-00,840420000589339,812134209,42-109-32509-00-00_DIG_RS0032077968.LAS,LAS,DIGITAL_LOG,RAW,100,1990.00,9150.00,LAS,"CAL,DT,GR",3,MD,719660,2018-10-09,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32509,42-109-32509-00,840420000589339,813698705,42-109-32509-00-00_ECP_RS0041742324.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,1990.50,9149.50,LAS,"CALI_E,DT_E,GR_E",12,MD,2825655,2023-11-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31391,42-389-31391-00,840420002916167,811027616,42-389-31391-00-00_EC_RS0025662412.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,4000.00,12000.00,LAS,"CALI,DT,GR,NPHI,RESD,RESD_LL",6,MD,1716483,2023-11-04,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31391,42-389-31391-00,840420002916167,811848657,42-389-31391-00-00_ECP_RS0031583839.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,4000.00,12000.00,LAS,"CALI_E,DT_E,GR_E,NPHI_E,RESD_E,RESD_LL_E",24,MD,6038547,2023-11-21,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31391,42-389-31391-00,840420002916167,810381822,42-389-31391-00-00_DIG_RS0023866972.LAS,LAS,DIGITAL_LOG,RAW,100,4000.00,12000.00,LAS,"CALI,DT,GR,ILD,LLD,NPHI",6,,1863445,2019-01-22,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-33047,42-109-33047-00,840420004174017,814274753,42-109-33047-00-00_ECP_RS0044551024.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,30.50,8999.50,LAS,"DT_E,GR_E",8,MD,2462058,2023-11-20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-33047,42-109-33047-00,840420004174017,813783937,42-109-33047-00-00_DIG_RS0043639322.LAS,LAS,DIGITAL_LOG,RAW,100,30.00,9000.00,LAS,"DT,GR",2,MD,683160,2019-10-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-33047,42-109-33047-00,840420004174017,813926391,42-109-33047-00-00_EC_RS0044179588.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,30.50,8999.50,LAS,"DT,GR",2,MD,846625,2023-11-03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32346,42-109-32346-00,840420002550623,816029439,42-109-32346-90-00_ECP_RS0051234477.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,334.50,4950.00,LAS,"CALI_E,DT_E,GR_E",12,MD,1823516,2023-11-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32346,42-109-32346-00,840420002550623,815933757,42-109-32346-90-00_DIG_RS0051092887.LAS,LAS,DIGITAL_LOG,RAW,100,334.00,4950.00,LAS,"CAL,DT,GR",3,MD,474568,2021-08-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32346,42-109-32346-00,840420002550623,816025361,42-109-32346-90-00_EC_RS0051224897.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,334.50,4950.00,LAS,"CALI,DT,GR",3,MD,575937,2023-11-03,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-10052,42-109-10052-00,840420005484083,812552328,42-109-10052-00-00_EC_RS0032896816.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,51.00,9476.00,LAS,"CALI,DT,GR",3,MD,1171907,2023-11-03,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-10052,42-109-10052-00,840420005484083,814453972,42-109-10052-00-00_ECP_RS0044770459.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,51.00,9476.00,LAS,"CALI_E,DT_E,GR_E",12,MD,3718459,2023-11-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-10052,42-109-10052-00,840420005484083,812343353,42-109-10052-00-00_DIG_RS0032305685.LAS,LAS,DIGITAL_LOG,RAW,100,51.00,9476.00,LAS,"CAL,DT,GR",3,MD,901452,2020-01-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32033,42-109-32033-00,840420002553370,811008527,42-109-32033-00-00_EC_RS0025625855.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,400.00,10100.00,LAS,"CALI,DT,GR,SPHI",4,MD,1500137,2023-11-03,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42-109-32033,42-109-32033-00,840420002553370,812538829,42-109-32033-00-00_EC_RS0032879881.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,23.00,10113.00,LAS,"CALI__A,DT__A,GR__A,NPHI__A,RHOB__A",5,MD,1860073,2023-11-03,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32033,42-109-32033-00,840420002553370,810904835,42-109-32033-00-00_DIG_RS0024742521.LAS,LAS,DIGITAL_LOG,RAW,100,400.00,10100.00,LAS,"CALI,DT,GR,SPHI",4,,1595970,2019-05-20,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42-109-32033,42-109-32033-00,840420002553370,811943059,42-109-32033-00-00_DIG_RS0031801869.LAS,LAS,DIGITAL_LOG,RAW,100,23.00,10113.00,LAS,"CAL,DT,GR,NPHI,RHOB",5,MD,1068097,2015-09-14,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
42-109-32033,42-109-32033-00,840420002553370,811842555,42-109-32033-00-00_ECP_RS0031561910.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,23.00,10112.50,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RHOB_E",25,MD,7916801,2023-11-20,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-31450,42-389-31450-00,840420002864446,812537213,42-389-31450-00-00_EC_RS0032877854.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,27.00,5036.00,LAS,"CALI__A,DPHI__A,DT__A,GR__A,NPHI__A,RESD__A,RESS__A,RHOB__A",8,MD,1376107,2023-11-04,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-31450,42-389-31450-00,840420002864446,812551181,42-389-31450-00-00_EC_RS0032895385.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,24.00,5035.00,LAS,"CALI,DT,GR",3,MD,624719,2023-11-04,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31450,42-389-31450-00,840420002864446,813709427,42-389-31450-00-00_ECP_RS0041758784.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,24.00,5036.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RESD_E,RESS_E,RHOB_E",33,MD,5139919,2023-11-21,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-31450,42-389-31450-00,840420002864446,811951650,42-389-31450-00-00_DIG_RS0031814261.LAS,LAS,DIGITAL_LOG,RAW,100,24.00,5035.00,LAS,"CAL,DT,GR",3,MD,357868,2020-05-10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42-389-31450,42-389-31450-00,840420002864446,811961815,42-389-31450-00-00_DIG_RS0031828804.LAS,LAS,DIGITAL_LOG,RAW,100,27.00,5036.00,LAS,"CAL,DPHI,DT,GR,ILD,ILS,NPHI,RHOB",8,MD,1138748,2020-05-10,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-109-32887,42-109-32887-00,840420000590564,817318550,42-109-32887-00-00_ECP_RS0056205476.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,8592.00,13781.00,LAS,"DPHI_265_E,DPHI_271_E,DRHO_E,DT_E,GR_E,PE_E,RESD_LL_E,RESS_LL_E,RHOB_E",33,MD,5321318,2024-02-17,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
42-109-32887,42-109-32887-00,840420000590564,817301045,42-109-32887-00-00_EC_RS0056186855.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,8592.00,13781.00,LAS,"DPHI_LS,DRHO,DT,GR,PE,RESD_LL,RESS_LL,RHOB",8,MD,1426798,2024-02-07,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
42-109-32887,42-109-32887-00,840420000590564,817248393,42-109-32887-00-00_DIG_RS0056072458.LAS,LAS,DIGITAL_LOG,RAW,100,8592.00,13781.00,LAS,"DCOR,DPHI_LS,DT,GRD,LLD,LLS,MSFL,NPHI_LS,PE,RHOB",10,MD,1392954,2024-01-05,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
42-389-32353,42-389-32353-00,840420002867558,813719905,42-389-32353-00-00_ECP_RS0041773199.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,210.00,13522.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RESD_E,RESS_E,RHOB_E",33,MD,13639119,2023-11-21,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-32353,42-389-32353-00,840420002867558,812524011,42-389-32353-00-00_EC_RS0032861390.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,210.00,13522.00,LAS,"CALI,DPHI,DT,GR,NPHI,RESD,RESS,RHOB",8,MD,3651285,2023-11-04,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-32353,42-389-32353-00,840420002867558,811952922,42-389-32353-00-00_DIG_RS0031816014.LAS,LAS,DIGITAL_LOG,RAW,100,210.00,13522.00,LAS,"CAL,DPHI,DT,GR,ILD,ILS,NPHI,RHOB",8,MD,2516205,2020-05-10,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-32846,42-389-32846-00,840420000641817,811914266,42-389-32846-00-00_DIG_RS0031760473.LAS,LAS,DIGITAL_LOG,RAW,100,190.00,12250.00,LAS,"CAL,DPHI,DT,GR,ILD,ILS,NPHI,RHOB",8,MD,2681183,2020-05-10,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-32846,42-389-32846-00,840420000641817,811842625,42-389-32846-00-00_ECP_RS0031561984.LAS,LAS,DIGITAL_LOG,ESSENTIALS_PLUS,105,191.00,12243.00,LAS,"CALI_E,DPHI_265_E,DPHI_271_E,DT_E,GR_E,NPHI_E,RESD_E,RESS_E,RHOB_E",33,MD,12348879,2023-11-21,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
42-389-32846,42-389-32846-00,840420000641817,812598689,42-389-32846-00-00_EC_RS0032954772.LAS,LAS,DIGITAL_LOG,ESSENTIALS,101,191.00,12243.50,LAS,"CALI__A,DPHI__A,DT__A,GR__A,NPHI__A,RESD__A,RESS__A,RHOB__A",8,MD,3306495,2023-11-04,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
