ev_id,type,type_certainty,agency,evaluation_mode,evaluation_status,origin_time,longitude,longitude_error,latitude,latitude_error,depth,depth_error,method_id,earth_model_id,horizontal_uncertainty,min_horizontal_uncertainty,max_horizontal_uncertainty,azimuth_max_horizontal_uncertainty,semi_major_axis_length,semi_minor_axis_length,semi_intermediate_axis_length,major_axis_plunge,major_axis_azimuth,major_axis_rotation,associated_phase_count,used_phase_count,associated_station_count,used_station_count,depth_phase_count,standard_error,azimuthal_gap,secondary_azimuthal_gap,ground_truth_level,minimum_distance,maximum_distance,median_distance,magnitude,uncertainty,type,method_id,station_count,evaluation_status
texnet2022mirc,earthquake,known,TX,manual,final,2022-06-25 12:09:18.699454,-103.1395722,0.4513739403,31.1284967,0.5255294989,2326.7822269999997,650.7189705000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,820.2967777,656.4514295,820.2967777,156.7606715,1302908.742,812671.9738,911501.9208,28.90540215,-64.64243439,87.44165088,83,52,,38,,0.3,63.0,96.82434009,-,0.009917143297,0.7063132596,0.415290952,2.1,0.3,ML,trimmed_mean,19,
texnet2022molh,earthquake,known,TX,manual,final,2022-06-28 16:02:34.133750,-103.2488526,0.563559068,31.09801381,0.6155569691,2789.526367,1014.3730070000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,954.380895,831.3412533,954.380895,25.03627675,1957297.4679999999,1010356.122,1113125.014,164.145447,-97.13749488,80.98660673,19,18,,14,,0.2,75.0,141.3982898,-,0.02716601232,0.5507325541,0.14796648,2.4,0.2,ML,trimmed_mean,13,confirmed
texnet2022nhkc,earthquake,known,TX,manual,final,2022-07-09 01:01:16.237521,-103.2987954,1.031452868,31.1277683,1.079127263,5437.451172,2592.1182009999998,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1670.980141,1527.4717369999998,1670.980141,29.86106705,4881447.0709999995,1889867.599,2045606.414,4.288702756,44.79205199,91.32560184,51,30,,24,,0.8,61.0,75.81662337,-,0.04022120626,0.33473316,0.2892166094,2.0,0.2,ML,trimmed_mean,24,confirmed
texnet2022nihf,earthquake,known,TX,manual,final,2022-07-09 12:41:38.649921,-103.2145276,0.5403861873,31.12090609,0.6124085538,1298.461914,566.5597690000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,951.4987935,793.0267478000001,951.4987935,156.8445217,1240689.7759999998,793167.3383,1148649.658,130.9547689,75.80302797,50.3732936,22,22,,18,,0.3,57.0,70.07502435,-,0.007995438003,0.4905736469,0.1428834858,2.0,0.2,ML,trimmed_mean,12,confirmed
texnet2022opsq,earthquake,known,TX,manual,final,2022-07-27 19:57:38.273335,-103.2795993,1.094483402,31.1038292,0.9198292092,4923.291016,2497.399802,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1911.490543,1023.4047079999999,1911.490543,125.9569424,4753409.891,1197033.2519999999,2281246.258,10.18558006,115.2708493,95.48383114,18,16,,10,,0.4,72.0,130.0848625,-,0.07992210568,0.5030814085,0.203275975,2.0,0.1,ML,trimmed_mean,8,
texnet2022pyqh,earthquake,known,TX,manual,final,2022-08-15 22:31:58.898469,-103.2955894,1.339068301,31.1259234,1.446158396,5437.451172,1799.799925,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,2617.864928,1442.59581,2617.864928,139.1326154,4078478.0409999997,1786615.267,2306704.9590000003,42.67626354,130.4573099,91.30157492,30,26,,20,,0.5,63.0,69.74854016,-,0.03738827776,1.548907352,0.1990432787,2.3,0.2,ML,trimmed_mean,16,confirmed
texnet2022pysr,earthquake,known,TX,manual,final,2022-08-15 23:45:27.601572,-103.27053,0.493054927,31.1826293,0.5674840457,4383.422852,865.5275220000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,876.2132045999999,729.4349986000001,876.2132045999999,160.1924481,1686191.655,903293.5329,990062.6501000001,19.0595606,-68.14766154,91.55971253,58,40,,24,,0.4,42.0,69.79595337,-,0.004483873738,0.4636247513,0.2351694496,2.9,0.2,ML,trimmed_mean,19,confirmed
texnet2022pywv,earthquake,known,TX,manual,final,2022-08-16 01:50:04.318810,-103.2689237,1.027692962,31.09553289,1.172909089,3175.146484,2043.710667,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1778.813337,1558.563694,1778.813337,179.629676,4000390.182,1824997.199,1998674.244,161.4819036,-104.7683801,74.42685521,33,28,,20,,0.5,65.0,65.02646559,-,0.05220606226,1.510934712,0.3397650347,2.1,0.2,ML,trimmed_mean,18,confirmed
texnet2022pzgu,earthquake,known,TX,manual,final,2022-08-16 06:51:39.809677,-103.2132797,0.9010920032,31.09631454,1.010688264,3380.810547,2750.02283,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1605.193581,1280.744302,1605.193581,29.51234356,5167283.868000001,1585170.929,1988613.5890000002,0.8033489546,-27.06497941,89.19737917,35,25,,18,,0.4,94.0,149.3416894,-,0.04391260843,0.4577317753,0.4050184375,2.0,0.2,ML,trimmed_mean,13,confirmed
texnet2022vegl,earthquake,known,TX,manual,preliminary,2022-10-29 04:03:07.022570,-103.3572672,0.4136375843,31.18922903,0.5425726309,7416.967772999999,853.2436617,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,854.8658772,582.933004,854.8658772,21.75485549,1677032.822,695098.4978,957848.98,20.48087589,-95.40698683,81.04715204,136,58,,42,,0.2,49.0,62.84418827,-,0.08729276329,0.4726154948,8.998234239e+27,2.5,0.1,ML,trimmed_mean,24,confirmed
texnet2022vhoa,earthquake,known,TX,manual,final,2022-10-30 23:17:14.763677,-103.2631282,0.370844575,31.15227937,0.3796514331,2172.53418,686.8864509,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,603.7793270000001,532.2317316,603.7793270000001,39.61014073,1315044.351,621683.0897,737517.0358000001,167.2629682,103.4391981,101.4637158,70,36,,26,,0.2,42.0,81.62626607,-,0.02894297052,0.3241506308,0.3241506308,2.0,0.1,ML,trimmed_mean,13,confirmed
texnet2022vofn,earthquake,known,TX,manual,preliminary,2022-11-03 14:56:43.397561,-103.264417,0.4753333841,31.16813827,0.3930886009,1118.505859,804.2793036,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,758.583969,547.3659221,758.583969,63.27549678,1537915.9540000001,638874.0893,923641.7272999999,167.6466386,-106.8277596,80.33435892,78,35,,29,,0.2,43.0,58.91291998,-,0.01937004701,0.254079111,8.998234239e+27,2.5,0.1,ML,trimmed_mean,12,confirmed
texnet2022wcaa,earthquake,known,TX,manual,final,2022-11-11 04:08:15.403278,-103.2439976,0.4798255545,31.10995141,0.8551930428,2738.110352,820.6471409000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1302.371046,717.9703161,1302.371046,6.2634378,1754133.635,763336.0171,1453292.0610000002,47.87429224,70.2520027,70.59171613,57,32,,31,,0.2,60.0,89.89570254,-,0.01656245167,0.2797170545,8.998234239e+27,2.7,0.2,ML,trimmed_mean,19,confirmed
texnet2022webj,earthquake,known,TX,manual,final,2022-11-12 07:01:49.958766,-103.2665353,0.5201969765,31.08932298,0.7637886811,3972.094727,1324.41419,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1185.169384,748.0127215,1185.169384,164.1721794,2553708.615,818500.2956,1419524.42,14.47643893,-32.27654553,100.8822438,80,48,,39,,0.3,58.0,115.9049796,-,0.03784896806,0.5603394834,0.4274308122,2.4,0.1,ML,trimmed_mean,19,confirmed
texnet2022wgxy,earthquake,known,TX,manual,preliminary,2022-11-13 20:42:06.527379,-103.2590687,0.3549432227,31.16628754,0.3518702381,-835.3027344000001,311.4106316,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,582.9087978,484.5113536,582.9087978,46.36310824,723969.3334,563225.8621,618673.6062,83.01673607,-135.0197331,36.34214933,59,59,,34,,0.3,35.0,34.55877111,-,0.02255755968,1.845965864,0.2985840908,2.3,0.2,ML,trimmed_mean,24,confirmed
texnet2022wumx,earthquake,known,TX,manual,final,2022-11-21 07:01:16.643475,-103.3387437,0.4513695912,31.09498213,0.6684634605,4229.174805000001,1351.133239,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1022.0711360000001,672.0861379,1022.0711360000001,170.2834001,2567367.87,827476.6014,1210237.638,9.709364541,87.8989464,87.63457099,55,44,,27,,0.3,49.0,62.62474336,-,0.08023974285,1.147854468,0.3074742098,2.3,0.1,ML,trimmed_mean,13,confirmed
texnet2022wxmz,earthquake,known,TX,manual,final,2022-11-22 22:28:04.999499,-103.2236626,0.3813267313,31.1103596,0.9168474189,1606.958008,658.0848172,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1411.1691369999999,525.7813017000001,1411.1691369999999,10.59690175,1873648.312,631573.5277,1048790.661,115.6132139,78.14047669,79.86894782,52,26,,19,,0.2,58.0,78.87336244,-,0.01067360129,0.2504063325,0.2504063325,2.2,0.1,ML,trimmed_mean,9,confirmed
texnet2023cjqe,earthquake,known,TX,manual,final,2023-02-03 17:31:48.263779,-103.2194983,0.5706240274,31.1524014,1.234741735,9962.060547000001,1914.934161,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1916.364822,763.5466011999999,1916.364822,13.3991063,3756730.876,889269.7374000001,2138174.1780000003,20.13674453,-91.10043871,84.25997622,69,29,,18,,0.3,63.0,123.5224879,-,0.05139194906,0.1915460609,8.998234239e+27,2.2,0.1,ML,trimmed_mean,12,confirmed
texnet2023iaau,earthquake,known,TX,manual,final,2023-04-24 20:40:43.002405,-103.2645297,0.4600870799,31.17491752,0.3359887298,1491.271973,543.4293302,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,716.9122081,482.2287273,716.9122081,71.92195001,1049576.148,576837.033,868239.2603,21.03674431,171.3985509,100.6318365,48,18,,13,,0.1,67.0,84.02468082,-,0.01280224305,0.1332182559,0.117424963,2.4,0.3,ML,trimmed_mean,20,confirmed
texnet2023iaax,earthquake,known,TX,manual,final,2023-04-24 20:43:29.446994,-103.2641443,0.7754998737,31.16974622,0.5774907721,5823.0712889999995,2298.452931,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1198.7060940000001,844.6085995,1198.7060940000001,105.8054361,4436508.941,1020814.9550000001,1106387.827,166.3314045,159.9071174,97.73169179,55,16,,14,,0.2,68.0,78.42013221,-,0.01786006543,0.1683569336,8.998234239e+27,2.3,0.1,ML,trimmed_mean,7,confirmed
texnet2023iard,earthquake,known,TX,manual,final,2023-04-25 04:55:45.023871,-103.2647055,0.364099218,31.16147484,0.6268411509,989.9658203,1527.344243,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,957.3491068,540.4888958,957.3491068,171.7750918,2875851.058,649933.9756,1181858.557,3.945971375,-25.62313229,93.31243814,66,20,,17,,0.2,60.0,88.20651059,-,0.0258826957,0.1787064998,8.998234239e+27,2.4,0.2,ML,trimmed_mean,25,confirmed
texnet2023icjo,earthquake,known,TX,manual,final,2023-04-26 03:23:17.778748,-103.2740712,1.06299049,31.16264492,0.6862901216,4820.458984,1488.692344,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1612.170552,1040.708801,1612.170552,89.32293141,3176227.884,922548.4103,1592172.2950000002,149.1203461,162.1492886,113.8616557,55,15,,12,,0.2,58.0,96.49968724,-,0.04218935581,0.12509238,8.998234239e+27,1.5,0.1,ML,trimmed_mean,6,confirmed
texnet2023idqz,earthquake,known,TX,manual,final,2023-04-26 20:16:33.245699,-103.281762,0.7397258791,31.18724993,0.5140374578,2532.446289,1267.124368,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1138.89413,754.457815,1138.89413,76.69795659,2388863.2619999996,923003.3292,1404821.636,174.5398135,-122.6590045,86.13955374,53,28,,19,,0.3,45.0,65.07359875,-,0.01059614912,0.2366881495,0.2244295074,1.9,0.2,ML,trimmed_mean,10,confirmed
texnet2023jhuq,earthquake,known,TX,manual,final,2023-05-13 08:11:40.899432,-103.2663573,0.4525752461,31.14677165,0.5693586414,784.3017578,1762.39196,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,870.6488439,677.2413952,870.6488439,11.76204011,3339650.463,751027.521,1055608.663,7.718351658,-47.97586846,96.8896692,51,23,,19,,0.2,45.0,61.93867032,-,0.02504250003,0.1598046272,8.998234239e+27,2.3,0.2,ML,trimmed_mean,19,confirmed
texnet2023jqyr,earthquake,known,TX,manual,final,2023-05-18 08:27:25.347236,-103.2816801,0.9774595199,31.12405578,0.9472636464,4409.130859,1949.802744,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1632.909265,1262.893126,1632.909265,48.5832719,3744144.228,1402758.828,1993468.734,13.07233668,99.09633068,101.8530553,40,22,,15,,0.3,75.0,79.84558826,-,0.02546782711,0.1982958677,0.1982958677,2.1,0.2,ML,trimmed_mean,18,confirmed
texnet2023jqyx,earthquake,known,TX,manual,final,2023-05-18 08:34:54.840247,-103.2609303,0.6235854285,31.1701984,0.637573724,2121.118164,681.5724989,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1033.1587339999999,872.873887,1033.1587339999999,138.8160801,1427869.626,1035652.163,1155880.756,44.26136719,119.4050446,117.6289424,53,21,,15,,0.2,62.0,83.05891669,-,0.01832837337,0.1973930832,8.998234239e+27,2.6,0.2,ML,trimmed_mean,19,confirmed
texnet2023lnhp,earthquake,known,TX,manual,final,2023-06-13 19:30:27.418740,-103.2689011,0.6148420998,31.10288632,0.7754486898,90.18554687,646.7763077999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1319.9385459999999,714.3322995999999,1319.9385459999999,32.68152105,1775323.6179999998,843986.4018,1034259.0990000002,61.83290992,55.25260295,113.5311543,60,16,,13,,0.2,70.0,90.09123446,-,0.02647152369,0.1598412473,8.998234239e+27,2.3,0.1,ML,trimmed_mean,24,confirmed
texnet2023nvjr,earthquake,known,TX,manual,final,2023-07-16 16:42:04.076732,-103.2829771,0.531400158,31.13807614,0.7204276381,321.5576172,1105.419484,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1147.558889,725.4884205,1147.558889,156.7532213,2183730.161,805285.8454,1313498.432,21.31463468,-40.20328357,102.8277686,54,20,,17,,0.2,62.0,74.56929165,-,0.0296143791,0.2054097701,8.998234239e+27,2.4,0.1,ML,trimmed_mean,15,confirmed
texnet2023rshr,earthquake,known,TX,manual,final,2023-09-09 22:27:21.531455,-103.2524993,0.6733369309,31.12835566,0.8094138457,1041.381836,732.4879053,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1323.049037,893.9619993,1323.049037,30.40102145,1847789.204,977480.229,1198879.212,55.08944831,54.24344158,50.99783185,46,30,,21,,0.3,51.0,59.70758347,-,0.003388460889,0.2286320379,0.2106044587,2.3,0.2,ML,trimmed_mean,10,confirmed
texnet2023tizq,earthquake,known,TX,manual,final,2023-10-03 07:13:46.597274,-103.277,0.4933704745,31.122,0.6638171543,3355.1,941.2518996,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1064.835623,662.9333806,1064.835623,155.3955157,1795551.143,791113.7253,1300890.3,167.1536769,150.8999195,81.95936713,72,26,,21,,0.3,57.0,108.0,-,0.0,0.2,8.998234239e+27,2.4,0.1,ML(TexNet),trimmed_mean,7,confirmed
texnet2023vhfn,earthquake,known,TX,manual,final,2023-10-30 18:58:45.333222,-103.242,0.4067615716,31.079,0.4288289918,4332.0,1095.659394,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,667.5389673,598.2433216,667.5389673,30.54245989,2125644.099,586825.1512,779829.2954,15.06140665,25.52215089,104.5602524,48,24,,17,,0.2,67.0,67.0,-,0.0,0.2,0.2,2.1,0.1,ML(TexNet),trimmed_mean,7,confirmed
texnet2023wjvs,earthquake,known,TX,manual,preliminary,2023-11-15 10:58:32.905059,-103.265,0.4984336845,31.1,0.5591133289,90.2,982.0288713,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,879.0168247,719.5347679,879.0168247,152.6879411,1902565.512,800059.5395,1060612.035,164.1025231,-111.6618259,76.01821317,59,25,,18,,0.2,70.0,112.0,-,0.0,0.3,0.2,3.5,0.4,ML(TexNet),trimmed_mean,13,
texnet2023zgpy,earthquake,known,TX,manual,final,2023-12-26 09:15:52.536727,-103.33,1.092174066,31.171,1.504236665,7082.8,2010.207714,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,2553.819003,1194.078896,2553.819003,149.4361635,4434692.255,1374811.261,2214964.778,36.67570309,114.6292541,102.2702999,21,15,,12,,0.2,193.0,224.0,-,0.1,0.2,0.2,1.7,0.2,ML,trimmed_mean,13,confirmed
texnet2024beol,earthquake,known,TX,manual,final,2024-01-17 17:22:43.009777,-103.274,0.4731044629,31.113,0.7543650109,2429.6,1136.695094,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1144.457165,716.850698,1144.457165,178.0420331,2179806.513,822919.2586,1389673.362,13.5157184,49.51518021,99.82001724,31,24,,17,,0.2,65.0,111.0,-,0.0,0.4,0.2,2.0,0.2,ML,trimmed_mean,11,confirmed
texnet2024cbww,earthquake,known,TX,manual,final,2024-01-30 11:45:24.103004,-103.247,1.382210365,31.111,1.193693129,3072.3,2451.88903,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,2488.930985,1215.180128,2488.930985,128.1534027,5233267.21,1487306.766,1842915.635,30.41786295,140.0544193,96.61773879,41,14,,12,,0.2,67.0,121.0,-,0.0,0.1,8.998234239e+27,1.5,0.2,ML,trimmed_mean,7,confirmed
texnet2024hcpw,earthquake,known,TX,manual,final,2024-04-11 01:02:24.297226,-103.232,0.6131814423169142,31.108,0.8625996864440917,2459.7,1085.2874945131725,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1324.1839980760224,907.0264879409984,1324.1839980760224,12.27681861665559,2421664.1294204793,863987.9072381078,1225039.0037918955,143.96027318580374,-91.44612156583496,59.33972002645324,37,12,,8,,0.2,65.0,119.0,-,0.0,0.1,0.1,1.5,0.4,ML,trimmed_mean,12,confirmed
texnet2024iecf,earthquake,known,TX,manual,final,2024-04-26 01:57:18.747865,-103.234,0.4687576501768598,31.083,0.3751179316530987,-847.2,650.2820307512238,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,712.2452172048784,567.2171579183272,712.2452172048784,95.81636593281482,1231300.1967546425,698079.0683160382,872744.8458921531,170.2704729041527,-159.05232157809365,85.30979258267558,50,28,,20,,0.3,64.0,82.0,-,0.0,0.4,0.2,2.0,0.1,ML,trimmed_mean,7,confirmed
texnet2024iuga,earthquake,known,TX,manual,final,2024-05-04 22:02:28.066082,-103.248,0.2202962326168516,31.202,0.2560615831475661,88.5,327.3836652716836,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,394.52516709970473,326.76476371259287,394.52516709970473,161.64866422912695,654647.8629653687,340719.40155450546,486269.3764033223,156.13781100533893,-0.7638354745257334,113.26558111279002,34,19,,13,,0.1,77.0,115.0,-,0.0,0.2,0.1,1.9,0.2,ML,trimmed_mean,7,confirmed
texnet2024mczm,earthquake,known,TX,manual,final,2024-06-21 09:34:31.761324,-103.281,0.577245987971735,31.122,0.8971084610408767,3126.2,1238.935570553823,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1386.4077413467392,833.853448865687,1386.4077413467392,13.927940552713835,2352791.711840561,974943.076805935,1717401.8274595754,9.2170352080168,-8.483371407175495,80.82111975931714,73,18,,18,,0.3,66.0,118.0,-,0.0,0.2,8.993203677595344e+27,1.9,0.1,ML,trimmed_mean,7,confirmed
texnet2024ounp,earthquake,known,TX,manual,final,2024-07-29 11:05:51.837466,-103.252,0.3975985516561298,31.086,0.6128358595462563,408.9,825.8077317221092,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,930.5839838440651,601.1771509048441,930.5839838440651,176.2306597666087,1583024.1414404078,721312.8155746051,1124654.8558369498,15.138049449818196,65.73564173693359,82.11517869991043,51,29,,24,,0.2,62.0,114.0,-,0.0,0.4,0.4,2.3,0.1,ML,trimmed_mean,14,confirmed
texnet2024outq,earthquake,known,TX,manual,final,2024-07-29 14:08:16.911174,-103.265,0.564606498319892,31.089,0.649963531726237,1024.2,1385.6198738595845,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,987.3158158197873,854.4258821138445,987.3158158197873,6.51570342261158,2662860.326559944,1005772.0193746007,1136462.5514177408,13.252171469941182,60.71720423482717,100.14009402934738,38,22,,19,,0.2,58.0,66.0,-,0.0,0.2,8.993203677595344e+27,1.7,0.1,ML,trimmed_mean,13,confirmed
texnet2024pyvh,earthquake,known,TX,manual,final,2024-08-15 01:03:56.295196,-103.269,0.27502719824961325,31.144,0.34846879985999674,101.3,794.6526805922391,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,557.3948217672995,377.58850677512277,557.3948217672995,25.60520691456932,1501894.5960992945,467116.8176616467,671470.4132460401,173.03895272514282,-107.81329679614188,88.94569178898207,30,25,,14,,0.1,73.0,126.0,-,0.0,0.4,0.2,2.1,0.1,ML,trimmed_mean,9,confirmed
texnet2024vfft,earthquake,known,TX,manual,final,2024-10-28 16:50:26.982924,-103.274,0.4285758371916621,31.115,0.686169718206853,4715.6,864.020909878759,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1044.9831133345294,642.9419824412371,1044.9831133345294,6.643634639162315,1699927.655020606,617230.9610329098,1294193.562508777,18.60554559874364,-1.1071078966077632,108.54086614263767,57,28,,25,,0.1,56.0,109.0,-,0.0,0.5,8.993203677595344e+27,2.5,0.2,ML,trimmed_mean,23,confirmed
texnet2024wrxq,earthquake,known,TX,manual,final,2024-11-18 21:00:40.614845,-103.228,0.3340834581083198,31.096,0.26692677138710635,5523.1,864.7913058242696,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,521.0596354203307,386.107071088546,521.0596354203307,69.65648571135787,1672742.9685129027,408675.83969858085,566018.1996129943,165.64766079015854,175.31243562161856,101.27591601757597,51,22,,18,,0.1,62.0,121.0,-,0.1,0.1,8.993203677595344e+27,2.2,0.2,ML,trimmed_mean,12,confirmed
texnet2024wtwo,earthquake,known,TX,manual,final,2024-11-19 22:46:44.000847,-103.265,0.2779961543907598,31.106,0.24872339256590206,2985.2,719.4772776786322,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,428.91969569328785,368.86559440686,428.91969569328785,68.87373339322386,1370559.3665551546,432321.5670363183,503133.6413090798,169.90851522236375,171.13589987887048,97.85475142615772,82,29,,23,,0.1,69.0,126.0,-,0.0,0.2,8.993203677595344e+27,3.0,0.2,ML,trimmed_mean,34,confirmed
texnet2024xtnn,earthquake,known,TX,manual,final,2024-12-03 23:44:15.886107,-103.238,0.43401972371126707,31.115,0.3300023611273051,5484.6,1068.395914646452,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,659.4825294051498,498.8131463036913,659.4825294051498,84.58222760040252,2029461.350501506,556332.4404969253,806566.1538201546,171.12642303984472,-114.7548124812973,81.88150395512889,25,19,,13,,0.2,59.0,81.0,-,0.1,0.2,0.1,1.7,0.2,ML,trimmed_mean,9,confirmed
texnet2024zada,earthquake,known,TX,manual,final,2024-12-21 19:50:52.836758,-103.307,0.623525627916578,31.235,0.529838932032549,4869.4,847.1200536882793,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1152.7892301514973,459.3016946941023,1152.7892301514973,51.42215031007885,1941393.523032399,558041.6410043285,903401.9592713512,40.18905374380063,-143.59927809561285,96.35300619013915,44,13,,9,,0.1,65.0,103.0,-,0.0,0.1,8.993203677595344e+27,1.6,0.2,ML,trimmed_mean,14,confirmed
