station,latitude,longitude
ECO1,4.900200,-75.416400
ECO2,4.883300,-75.424400
ECO3,4.885300,-75.384800
ECO4,4.873800,-75.406100
ECO5,4.916400,-75.425700
ECO6,4.892000,-75.384800
ECO7,4.880700,-75.453300
POZ1,4.889300,-75.397388
POZ2,4.901166,-75.430609
POZ3,4.857400,-75.389900
POZ4,4.845094,-75.396908
POZ5,4.852700,-75.430200
AUX1,4.863897,-75.503254
