ev_id,longitude,latitude,depth,S-P,Author
texnet2022dxim,-104.38812,31.67429,7.291302517898082,False,S-P Depth Reloc
texnet2022dwpf,-104.48779,31.65047,6.5768844221105525,True,S-P Depth Reloc
texnet2022dvhw,-104.55881,31.6481,5.9964524621568,False,S-P Depth Reloc
texnet2022duwl,-104.26352,31.66954,3.593969849246231,True,S-P Depth Reloc
texnet2022ducu,-104.33772,31.6199,7.7328216653559085,False,S-P Depth Reloc
texnet2022dtwc,-104.34107,31.68033,7.782961802496148,False,S-P Depth Reloc
texnet2022dttz,-104.20758,31.59979,7.8746534052143105,False,S-P Depth Reloc
texnet2022dthy,-104.23021,31.64449,5.354012890153508,False,S-P Depth Reloc
texnet2022dtgz,-104.40764,31.67752,7.035934673859913,False,S-P Depth Reloc
texnet2022dsve,-104.23005,31.64902,8.257012333289003,False,S-P Depth Reloc
texnet2022dsva,-104.10249,31.61961,8.923838367031246,False,S-P Depth Reloc
texnet2022dsth,-104.23007,31.64542,6.654012776842547,False,S-P Depth Reloc
texnet2022dssn,-104.37216,31.59794,6.6426055847003465,False,S-P Depth Reloc
texnet2022dses,-104.31537,31.6559,7.297759057220152,False,S-P Depth Reloc
texnet2022dser,-104.3182,31.65559,7.152759077454476,False,S-P Depth Reloc
texnet2022dscs,-104.31637,31.65737,7.568759040238839,False,S-P Depth Reloc
texnet2022dsbe,-104.30735,31.69118,8.105961856120029,False,S-P Depth Reloc
texnet2022drzp,-104.31671,31.65661,7.449759053711718,False,S-P Depth Reloc
texnet2022ebjh,-104.42357,31.67982,6.853736683316474,False,S-P Depth Reloc
texnet2022ecax,-104.63449,31.76002,7.237448474574543,False,S-P Depth Reloc
texnet2022drwn,-104.30907,31.69117,8.186961856681405,False,S-P Depth Reloc
texnet2022ecbf,-104.40409,31.67667,7.225745728847566,False,S-P Depth Reloc
texnet2022elfg,-104.31804,31.65838,6.833759033954154,False,S-P Depth Reloc
texnet2022elff,-104.31776,31.65855,6.782759029823529,False,S-P Depth Reloc
texnet2022ekza,-104.57924,31.74446,6.871354789528466,False,S-P Depth Reloc
texnet2022ekkd,-104.39268,31.67235,8.390795980222869,False,S-P Depth Reloc
texnet2022ekbo,-104.00962,31.59253,8.90126710962724,False,S-P Depth Reloc
texnet2022ekar,-104.48007,31.66725,6.363819095477386,True,S-P Depth Reloc
texnet2022ejzg,-104.00905,31.59172,8.977266963473003,False,S-P Depth Reloc
texnet2022ejxl,-104.53034,31.72924,7.472067336777373,False,S-P Depth Reloc
texnet2022ejig,-104.32316,31.66156,7.0537590134096595,False,S-P Depth Reloc
texnet2022eiux,-104.36021,31.59503,7.727605232215624,False,S-P Depth Reloc
texnet2022eije,-104.38892,31.66769,10.209904480967728,False,S-P Depth Reloc
texnet2022ehlc,-104.39852,31.67573,7.124119597900699,False,S-P Depth Reloc
texnet2022ehkd,-104.40112,31.67593,6.914588944994067,False,S-P Depth Reloc
texnet2022ehgv,-104.39985,31.67623,6.804921608181987,False,S-P Depth Reloc
texnet2022ehfi,-104.40128,31.67637,6.615417084827667,False,S-P Depth Reloc
texnet2022efmo,-104.33598,31.6187,7.946821684431636,False,S-P Depth Reloc
texnet2022eezp,-104.40179,31.67928,6.002488436370005,False,S-P Depth Reloc
texnet2022eepk,-104.40215,31.67691,6.358499497047334,False,S-P Depth Reloc
texnet2022eeea,-104.49079,31.67026,5.84800803785984,False,S-P Depth Reloc
texnet2022eedo,-104.38748,31.67128,8.280302512269698,False,S-P Depth Reloc
texnet2022edpl,-104.30908,31.65937,7.496758969759415,False,S-P Depth Reloc
texnet2022eddt,-104.30267,31.64222,4.684821942805744,False,S-P Depth Reloc
texnet2022ecfh,-104.32,31.61278,7.575593894027073,False,S-P Depth Reloc
texnet2022drxr,-104.30787,31.69108,8.325961855701422,False,S-P Depth Reloc
texnet2022drwb,-104.4486,31.67213,5.658069339895071,False,S-P Depth Reloc
texnet2022dbkm,-104.38024,31.67359,6.852302522466287,False,S-P Depth Reloc
texnet2022dibu,-104.40084,31.67589,7.625147738775403,False,S-P Depth Reloc
texnet2022dhmc,-104.34306,31.72685,8.454468273877904,False,S-P Depth Reloc
texnet2022dgre,-104.29833,31.69042,7.330657309695489,False,S-P Depth Reloc
texnet2022deme,-104.3903,31.67695,6.733302521644902,False,S-P Depth Reloc
texnet2022deeh,-104.41276,31.67823,7.235852260891401,False,S-P Depth Reloc
texnet2022ddtn,-104.11495,31.61807,10.795838380601188,False,S-P Depth Reloc
texnet2022ddon,-104.47631,31.66877,6.7858432177855645,False,S-P Depth Reloc
texnet2022dcjq,-104.63699,31.70722,8.52287262059431,False,S-P Depth Reloc
texnet2022dccu,-104.3946,31.67419,7.967302512768878,False,S-P Depth Reloc
texnet2022dbwc,-104.39673,31.69797,3.7150489386017314,False,S-P Depth Reloc
texnet2022dbvu,-104.32084,31.65769,7.982759059829769,False,S-P Depth Reloc
texnet2022dbts,-104.38986,31.68097,6.420289439219809,False,S-P Depth Reloc
texnet2022dbtm,-104.38814,31.67291,7.956302515079341,False,S-P Depth Reloc
texnet2022dbsw,-104.38634,31.67839,6.4943025275808095,False,S-P Depth Reloc
texnet2022dbrn,-104.39523,31.67802,8.123291462043538,False,S-P Depth Reloc
texnet2022dbrk,-104.3883,31.67667,6.4623025225964295,False,S-P Depth Reloc
texnet2022dbpz,-104.38167,31.67026,6.505302514614295,False,S-P Depth Reloc
texnet2022dbpy,-104.3936,31.6777,6.894289444789126,False,S-P Depth Reloc
texnet2022dboi,-104.38974,31.67345,7.756302514960065,False,S-P Depth Reloc
texnet2022dbla,-104.37224,31.6736,6.364302528568068,False,S-P Depth Reloc
texnet2022dbkz,-104.37244,31.67314,6.6283025274815275,False,S-P Depth Reloc
texnet2022dbky,-104.37728,31.67757,6.363302532802142,False,S-P Depth Reloc
texnet2022dbkq,-104.37534,31.67001,7.525302518918419,False,S-P Depth Reloc
texnet2022dbkn,-104.37527,31.67075,7.27230252047492,False,S-P Depth Reloc
texnet2022dhwq,-103.89502,31.4422,7.775628060670204,False,S-P Depth Reloc
texnet2022digx,-104.39665,31.6747,7.775609044908337,False,S-P Depth Reloc
texnet2022druw,-104.45102,31.63235,3.292013230355666,False,S-P Depth Reloc
texnet2022djel,-104.27612,31.71887,8.174756678848366,False,S-P Depth Reloc
texnet2022dqah,-104.38428,31.67093,8.086302513991289,False,S-P Depth Reloc
texnet2022dpra,-104.37886,31.65034,8.207416933060369,False,S-P Depth Reloc
texnet2022domp,-104.20037,31.59075,7.877654213454684,False,S-P Depth Reloc
texnet2022dokb,-104.38568,31.67078,8.205302512622296,False,S-P Depth Reloc
texnet2022dohl,-104.38545,31.67191,8.018302515092733,False,S-P Depth Reloc
texnet2022dnvw,-104.3727,31.67388,6.319302528787217,False,S-P Depth Reloc
texnet2022dnoe,-104.51011,31.65388,4.446231155778894,True,S-P Depth Reloc
texnet2022dnnc,-104.38651,31.67169,8.06130251384,False,S-P Depth Reloc
texnet2022dnib,-104.37391,31.67441,6.255302528944121,False,S-P Depth Reloc
texnet2022dngq,-104.37428,31.67598,6.146302531852424,False,S-P Depth Reloc
texnet2022dner,-104.36885,31.6714,6.328302526675746,False,S-P Depth Reloc
texnet2022dndz,-104.36759,31.67134,6.3623025275116785,False,S-P Depth Reloc
texnet2022dmdq,-104.22005,31.646,7.718012799775755,False,S-P Depth Reloc
texnet2022dlub,-104.09986,31.60995,10.725155832646387,False,S-P Depth Reloc
texnet2022dlrf,-104.36421,31.66591,7.407302519050464,False,S-P Depth Reloc
texnet2022dlox,-104.36763,31.66784,7.410302520371218,False,S-P Depth Reloc
texnet2022dlmj,-104.51053,31.65344,5.2984924623115575,True,S-P Depth Reloc
texnet2022dlbn,-104.56682,31.72303,7.571493554614293,False,S-P Depth Reloc
texnet2022dlak,-104.55396,31.66231,7.327226063246345,False,S-P Depth Reloc
texnet2022dkug,-104.14523,31.69831,8.283957181429722,False,S-P Depth Reloc
texnet2022dkoz,-104.48978,31.697,7.1985326547286554,False,S-P Depth Reloc
texnet2022dkfi,-104.39575,31.67386,8.032515577409463,False,S-P Depth Reloc
texnet2022dkfg,-104.39539,31.67316,8.168515576645943,False,S-P Depth Reloc
texnet2022bbrq,-104.36418,31.66333,7.777302513832446,False,S-P Depth Reloc
texnet2022bbqx,-104.3394,31.61978,7.529821649875847,False,S-P Depth Reloc
texnet2022bawg,-104.57075,31.71394,9.50787251004698,False,S-P Depth Reloc
texnet2021zffl,-104.10515,31.61775,9.577838401076768,False,S-P Depth Reloc
texnet2021zdut,-104.36295,31.66232,7.837302512715871,False,S-P Depth Reloc
texnet2021zdcb,-104.17194,31.71134,6.827837146441899,False,S-P Depth Reloc
texnet2021zbug,-104.29509,31.65072,8.016848088844792,False,S-P Depth Reloc
texnet2021zbjh,-104.10154,31.61495,9.785838463177981,False,S-P Depth Reloc
texnet2021zbax,-104.29392,31.65032,8.014848041326099,False,S-P Depth Reloc
texnet2021zaxc,-104.51196,31.71007,7.066145515578706,False,S-P Depth Reloc
texnet2021yzsk,-104.0042,31.59677,9.781863018515029,False,S-P Depth Reloc
texnet2021yzic,-104.21981,31.64693,8.167012687405457,False,S-P Depth Reloc
texnet2021yyvu,-104.41532,31.64201,4.8097427353165,False,S-P Depth Reloc
texnet2021yyuw,-104.17728,31.74904,7.365794236459835,False,S-P Depth Reloc
texnet2021yyak,-104.22107,31.64712,8.196012652112545,False,S-P Depth Reloc
texnet2021yyai,-104.22214,31.64674,8.064012688868681,False,S-P Depth Reloc
texnet2021yxuw,-104.40451,31.67598,7.920874373005443,False,S-P Depth Reloc
texnet2021yxpn,-104.39614,31.67506,7.625637185625858,False,S-P Depth Reloc
texnet2021yxld,-104.39316,31.67417,7.863302513822925,False,S-P Depth Reloc
texnet2021yxkv,-104.394,31.67455,7.819302513956358,False,S-P Depth Reloc
texnet2021ywiw,-104.22107,31.64697,8.187012670601693,False,S-P Depth Reloc
texnet2021yvxu,-104.22901,31.64862,8.066012392395455,False,S-P Depth Reloc
texnet2021yvxt,-104.22951,31.64874,8.127012372891858,False,S-P Depth Reloc
texnet2021yvpp,-104.22559,31.64822,8.197012473930084,False,S-P Depth Reloc
texnet2021yvfs,-104.39799,31.67564,7.501584924801773,False,S-P Depth Reloc
texnet2021yval,-104.22468,31.64801,8.139012508390774,False,S-P Depth Reloc
texnet2021yuzd,-104.51155,31.71057,7.099145530428711,False,S-P Depth Reloc
texnet2021zevb,-104.29447,31.65363,8.52787440258991,False,S-P Depth Reloc
texnet2021zflb,-104.41568,31.65557,6.391931658333721,False,S-P Depth Reloc
texnet2021yuuu,-104.22476,31.64704,7.97401262720092,False,S-P Depth Reloc
texnet2021zflf,-104.2952,31.65429,8.796763833124796,False,S-P Depth Reloc
texnet2021zojf,-104.41365,31.67996,6.2270432105953,False,S-P Depth Reloc
texnet2021zodx,-104.39284,31.67484,7.734302515427338,False,S-P Depth Reloc
texnet2021znxg,-104.34222,31.61927,10.201821624600695,False,S-P Depth Reloc
texnet2021znfv,-104.14071,31.56119,9.075463388509208,False,S-P Depth Reloc
texnet2021zmkv,-104.40624,31.67674,7.5328241205172874,False,S-P Depth Reloc
texnet2021zmkf,-104.10447,31.73584,8.814075208631824,False,S-P Depth Reloc
texnet2021zmip,-104.11021,31.73629,9.085075125615441,False,S-P Depth Reloc
texnet2021zjzt,-104.54162,31.658,6.702226190437818,False,S-P Depth Reloc
texnet2021zjar,-104.10879,31.73549,9.120075146033711,False,S-P Depth Reloc
texnet2021zizv,-104.29588,31.65472,8.823763797484439,False,S-P Depth Reloc
texnet2021ziyr,-104.28707,31.71753,8.86527347728413,False,S-P Depth Reloc
texnet2021zhud,-104.29584,31.65363,8.755259321247816,False,S-P Depth Reloc
texnet2021zhkw,-104.38609,31.67556,6.842302522021372,False,S-P Depth Reloc
texnet2021zgzh,-104.56223,31.72737,5.240525611339606,False,S-P Depth Reloc
texnet2021zgyu,-104.27502,31.69595,6.791035101005355,False,S-P Depth Reloc
texnet2021zgsr,-104.55985,31.72603,5.512525564504923,False,S-P Depth Reloc
texnet2021zgrn,-104.53481,31.71998,3.3045125368773633,False,S-P Depth Reloc
texnet2021zgpi,-104.29921,31.6556,8.608604981803754,False,S-P Depth Reloc
texnet2021zglk,-104.38425,31.67234,6.4653025168785145,False,S-P Depth Reloc
texnet2021zgjz,-104.38321,31.67118,6.460302515312565,False,S-P Depth Reloc
texnet2021zgev,-104.39837,31.67524,7.8666653273847,False,S-P Depth Reloc
texnet2021zfsw,-104.10145,31.61843,9.213838392517188,False,S-P Depth Reloc
texnet2021zfot,-104.29536,31.65457,8.674763818783099,False,S-P Depth Reloc
texnet2021yuvd,-104.22587,31.6475,7.961012560040403,False,S-P Depth Reloc
texnet2021yuit,-104.40499,31.6763,7.317052261024804,False,S-P Depth Reloc
texnet2022bawd,-104.33776,31.61947,7.532821665968751,False,S-P Depth Reloc
texnet2021yfhw,-104.36755,31.66627,7.616302517242755,False,S-P Depth Reloc
texnet2021yfez,-104.36964,31.66546,7.773302514008569,False,S-P Depth Reloc
texnet2021yean,-104.34604,31.69002,8.614302581843853,False,S-P Depth Reloc
texnet2021ydzs,-104.23338,31.64965,8.177012224250143,False,S-P Depth Reloc
texnet2021ydnq,-104.21182,31.64883,6.955012528498116,False,S-P Depth Reloc
texnet2021ydis,-104.39371,31.6533,8.47456300141146,False,S-P Depth Reloc
texnet2021yddt,-104.55617,31.73762,6.653380157156878,False,S-P Depth Reloc
texnet2021yczk,-104.55669,31.72465,5.321873331470971,False,S-P Depth Reloc
texnet2021ycqk,-104.45896,31.6758,5.468688548906297,False,S-P Depth Reloc
texnet2021yccs,-104.29181,31.68712,8.196657289097145,False,S-P Depth Reloc
texnet2021ybra,-104.55416,31.66236,7.319226061588012,False,S-P Depth Reloc
texnet2021ybat,-104.16691,31.64392,7.044013556769599,False,S-P Depth Reloc
texnet2021yanj,-104.37006,31.63145,7.44120511542016,False,S-P Depth Reloc
texnet2021yaha,-104.2781,31.71989,7.867757068732205,False,S-P Depth Reloc
texnet2021yagd,-103.9841,31.60851,11.005584928044954,False,S-P Depth Reloc
texnet2021yafw,-103.98315,31.60782,10.338845225164173,False,S-P Depth Reloc
texnet2021yaew,-104.38499,31.6715,7.971302514609504,False,S-P Depth Reloc
texnet2021xzix,-104.40359,31.6764,7.350091457223642,False,S-P Depth Reloc
texnet2021xziu,-104.40147,31.67492,7.06531758787208,False,S-P Depth Reloc
texnet2021xzfr,-104.52985,31.73282,7.483828146274666,False,S-P Depth Reloc
texnet2021xzau,-104.36641,31.66525,7.693302516037378,False,S-P Depth Reloc
texnet2021xyvq,-104.40216,31.67937,6.056488435827316,False,S-P Depth Reloc
texnet2021xyql,-104.23649,31.6514,8.873011979224419,False,S-P Depth Reloc
texnet2021xypt,-104.21414,31.65241,7.787012065346123,False,S-P Depth Reloc
texnet2021yffi,-104.36646,31.66433,7.803302514130541,False,S-P Depth Reloc
texnet2021yfnt,-104.36491,31.66461,7.677302515877594,False,S-P Depth Reloc
texnet2021yteb,-104.10552,31.61658,9.62383842434921,False,S-P Depth Reloc
texnet2021yfqd,-104.36236,31.66537,7.402302519359863,False,S-P Depth Reloc
texnet2021ytdt,-104.10518,31.61578,9.79083844110691,False,S-P Depth Reloc
texnet2021ysyq,-104.10241,31.61431,9.901838474956353,False,S-P Depth Reloc
texnet2021yrzv,-104.31238,31.65565,7.318759044664741,False,S-P Depth Reloc
texnet2021yppc,-104.42989,31.65792,5.402210051457168,False,S-P Depth Reloc
texnet2021ypia,-104.28777,31.71887,8.471273578375403,False,S-P Depth Reloc
texnet2021ypba,-104.39998,31.67592,6.834015075633977,False,S-P Depth Reloc
texnet2021yopr,-104.02762,31.56334,9.135354427354155,False,S-P Depth Reloc
texnet2021yope,-104.0265,31.56344,9.382354438374621,False,S-P Depth Reloc
texnet2021yofc,-104.29446,31.6835,8.782961804867902,False,S-P Depth Reloc
texnet2021ykiw,-104.3921,31.67462,7.586302515542934,False,S-P Depth Reloc
texnet2021ykgg,-104.39241,31.6737,7.882302513438237,False,S-P Depth Reloc
texnet2021yjtg,-104.57733,31.66818,6.4542258689123955,False,S-P Depth Reloc
texnet2021yjpd,-104.36368,31.66271,7.863302512953137,False,S-P Depth Reloc
texnet2021yjjp,-104.22343,31.64061,7.275013432272728,False,S-P Depth Reloc
texnet2021yjee,-104.42769,31.65681,5.650570845170285,False,S-P Depth Reloc
texnet2021yits,-104.45511,31.65761,5.830525627488267,False,S-P Depth Reloc
texnet2021yifq,-104.10555,31.61654,9.860838425120114,False,S-P Depth Reloc
texnet2021yhjt,-104.20759,31.64614,7.190012899926966,False,S-P Depth Reloc
texnet2021yhie,-104.41966,31.65655,5.447759790354366,False,S-P Depth Reloc
texnet2021yhel,-104.22472,31.64363,7.535013047890023,False,S-P Depth Reloc
texnet2021ygpn,-104.22567,31.64544,7.7120128158415735,False,S-P Depth Reloc
texnet2021ygpd,-104.4192,31.65646,5.260331649744086,False,S-P Depth Reloc
texnet2021ygfk,-104.51152,31.71209,6.811145550888574,False,S-P Depth Reloc
texnet2021zojg,-104.41408,31.68069,5.842992962778794,False,S-P Depth Reloc
texnet2021zokm,-104.41267,31.67894,6.37330653261187,False,S-P Depth Reloc
texnet2021zpem,-104.57975,31.75435,5.456355110210736,False,S-P Depth Reloc
texnet2022aqhj,-104.29647,31.65277,9.025874354542795,False,S-P Depth Reloc
texnet2022apgp,-104.45638,31.71343,10.17789291505133,False,S-P Depth Reloc
texnet2022aorb,-104.3981,31.67574,7.6392522611689975,False,S-P Depth Reloc
texnet2022aoqg,-104.40017,31.67559,7.429947738557075,False,S-P Depth Reloc
texnet2022aoqb,-104.30021,31.65344,9.419763704362047,False,S-P Depth Reloc
texnet2022aoqa,-104.39645,31.67505,7.598852261229041,False,S-P Depth Reloc
texnet2022aopr,-104.39446,31.67472,7.8473025139520365,False,S-P Depth Reloc
texnet2022aoop,-104.13783,31.56173,9.040463366136748,False,S-P Depth Reloc
texnet2022anab,-104.29916,31.65767,7.331085444936393,False,S-P Depth Reloc
texnet2022amhy,-104.4441,31.65827,6.323901457934027,False,S-P Depth Reloc
texnet2022aliv,-104.29748,31.68668,8.86996182525099,False,S-P Depth Reloc
texnet2022akss,-104.41124,31.67736,6.770028140157526,False,S-P Depth Reloc
texnet2022akks,-104.28285,31.64289,7.363444213294315,False,S-P Depth Reloc
texnet2022akgl,-104.39607,31.67411,8.045289446925661,False,S-P Depth Reloc
texnet2022ajwl,-104.40971,31.67678,7.431424120900335,False,S-P Depth Reloc
texnet2022ajuo,-104.45566,31.66947,7.590265324282789,False,S-P Depth Reloc
texnet2022ajpb,-104.39898,31.67532,7.686904522499862,False,S-P Depth Reloc
texnet2022ajom,-104.32935,31.6466,5.405759275848721,False,S-P Depth Reloc
texnet2022ajnu,-104.29018,31.7189,8.49127381824356,False,S-P Depth Reloc
texnet2022ajes,-104.33338,31.60231,8.066593837643737,False,S-P Depth Reloc
texnet2022ajeg,-104.0053,31.59693,9.234505959068292,False,S-P Depth Reloc
texnet2022ajct,-104.41063,31.67831,6.265630145457981,False,S-P Depth Reloc
texnet2022aizl,-104.2975,31.65341,9.45176379032418,False,S-P Depth Reloc
texnet2022aiui,-104.30589,31.65633,8.044758998733315,False,S-P Depth Reloc
texnet2022aqfr,-104.45647,31.67543,5.427529692890896,False,S-P Depth Reloc
texnet2022aqsm,-104.16254,31.56473,8.643006620155232,False,S-P Depth Reloc
texnet2021zpvj,-104.10809,31.61307,10.017838492083317,False,S-P Depth Reloc
texnet2022arih,-104.17608,31.711,7.063837156033008,False,S-P Depth Reloc
texnet2022bawa,-104.10962,31.6175,9.89483839979182,False,S-P Depth Reloc
texnet2022basl,-104.54733,31.71611,6.513949775152037,False,S-P Depth Reloc
texnet2022bapy,-104.09797,31.62051,9.321838355164196,False,S-P Depth Reloc
texnet2022babc,-104.54834,31.66517,7.24422602324391,False,S-P Depth Reloc
texnet2022azrb,-104.40973,31.67774,6.677804016567305,False,S-P Depth Reloc
texnet2022azqf,-104.57308,31.71977,7.570494343665869,False,S-P Depth Reloc
texnet2022azqe,-104.38965,31.67222,8.079302512529697,False,S-P Depth Reloc
texnet2022aykm,-104.02334,31.56756,8.62535462354659,False,S-P Depth Reloc
texnet2022ayel,-104.3735,31.66822,7.597302516680882,False,S-P Depth Reloc
texnet2022auxw,-104.2744,31.62186,6.672922567854705,False,S-P Depth Reloc
texnet2022aulj,-104.4208,31.65514,6.145890450563742,False,S-P Depth Reloc
texnet2022auij,-104.22485,31.6485,8.292012446389915,False,S-P Depth Reloc
texnet2022atzi,-104.38391,31.65185,8.320417229648667,False,S-P Depth Reloc
texnet2022atxu,-104.51744,31.71588,4.039603671945546,False,S-P Depth Reloc
texnet2022asvt,-104.29865,31.687,8.846961827615395,False,S-P Depth Reloc
texnet2022asuq,-104.52477,31.72156,4.100284201882404,False,S-P Depth Reloc
texnet2022asrc,-104.51883,31.71709,3.913735916762262,False,S-P Depth Reloc
texnet2022asqw,-104.52213,31.72124,3.6909902887142123,False,S-P Depth Reloc
texnet2022asqe,-104.52594,31.72166,4.33528438550012,False,S-P Depth Reloc
texnet2022aspv,-104.4042,31.67686,7.081532663219421,False,S-P Depth Reloc
texnet2022aspi,-104.4065,31.67768,6.687986935079365,False,S-P Depth Reloc
texnet2022aspg,-104.40074,31.67815,7.199192966871822,False,S-P Depth Reloc
texnet2022arik,-104.39706,31.67495,7.802624120265501,False,S-P Depth Reloc
texnet2022ahnt,-104.32233,31.65875,7.920759051795335,False,S-P Depth Reloc
texnet2022ahmj,-104.51488,31.71079,5.715099564173599,False,S-P Depth Reloc
texnet2022ahkg,-104.38228,31.66897,8.169302511529999,False,S-P Depth Reloc
texnet2022ahje,-103.93182,31.57372,11.400628122029767,False,S-P Depth Reloc
texnet2022aejt,-104.30658,31.65672,8.120758996553947,False,S-P Depth Reloc
texnet2022aeji,-104.30008,31.65619,8.454604956854705,False,S-P Depth Reloc
texnet2022aejf,-104.3045,31.656,8.141758996162395,False,S-P Depth Reloc
texnet2022aejc,-104.30245,31.65611,8.489604925584704,False,S-P Depth Reloc
texnet2022aeih,-104.3025,31.6559,8.665604929455434,False,S-P Depth Reloc
texnet2022aehv,-104.39878,31.67557,7.152119598012289,False,S-P Depth Reloc
texnet2022aeec,-104.29976,31.65183,7.5152613182463135,False,S-P Depth Reloc
texnet2022aedx,-104.30222,31.65209,8.525763686306327,False,S-P Depth Reloc
texnet2022aebs,-104.29983,31.65176,7.666261316069058,False,S-P Depth Reloc
texnet2022adxi,-104.00974,31.6211,7.699526660195856,False,S-P Depth Reloc
texnet2022adwh,-104.30727,31.65268,7.953604933046133,False,S-P Depth Reloc
texnet2022advm,-104.13914,31.55878,8.577463389436911,False,S-P Depth Reloc
texnet2022adst,-104.30769,31.65179,7.647604946551448,False,S-P Depth Reloc
texnet2022adsb,-104.30412,31.65138,8.036591935844637,False,S-P Depth Reloc
texnet2022adoj,-104.01268,31.61739,9.229733710365398,False,S-P Depth Reloc
texnet2022adld,-104.58129,31.75281,5.624355090940544,False,S-P Depth Reloc
texnet2022adbn,-104.40377,31.63677,5.68367549680472,False,S-P Depth Reloc
texnet2022acwd,-104.58184,31.75367,5.5813551284018885,False,S-P Depth Reloc
texnet2022aceg,-104.57895,31.75551,5.278355131543417,False,S-P Depth Reloc
texnet2022abzt,-104.14212,31.55877,8.413463409922702,False,S-P Depth Reloc
texnet2022aayk,-104.44386,31.65951,6.0029014157648835,False,S-P Depth Reloc
texnet2021zqun,-104.40458,31.63762,5.6616754870626655,False,S-P Depth Reloc
texnet2021zqou,-104.39657,31.67527,7.630504522379398,False,S-P Depth Reloc
texnet2022aejx,-104.30786,31.65732,8.018758994397439,False,S-P Depth Reloc
texnet2022aekf,-104.39737,31.67537,7.406584924402621,False,S-P Depth Reloc
texnet2022aeku,-104.40076,31.67577,6.997147738749291,False,S-P Depth Reloc
texnet2022afaz,-104.29696,31.65537,8.855763741976162,False,S-P Depth Reloc
texnet2022ahie,-103.93126,31.5728,11.361628121417215,False,S-P Depth Reloc
texnet2022ague,-104.30095,31.65332,9.55076368515841,False,S-P Depth Reloc
texnet2022agsu,-104.21732,31.62897,7.18401492438276,False,S-P Depth Reloc
texnet2022agpx,-104.47515,31.66376,7.216080402010049,True,S-P Depth Reloc
texnet2022agkc,-104.48372,31.66786,6.159912563057263,False,S-P Depth Reloc
texnet2022agha,-104.4826,31.6674,6.47035175879397,True,S-P Depth Reloc
texnet2022afzr,-104.30881,31.6592,7.542758970877989,False,S-P Depth Reloc
texnet2022afva,-104.41919,31.67898,6.696775877173487,False,S-P Depth Reloc
texnet2022afum,-104.4565,31.67708,5.432529718992571,False,S-P Depth Reloc
texnet2022afbf,-104.29696,31.65487,8.859763758628828,False,S-P Depth Reloc
texnet2022afaj,-104.3023,31.65396,9.129604974432254,False,S-P Depth Reloc
texnet2022aeme,-104.12895,31.62705,5.079838177979016,False,S-P Depth Reloc
texnet2022aezo,-104.29778,31.65485,8.929763733586556,False,S-P Depth Reloc
texnet2022aexu,-104.30814,31.65795,7.683758986305958,False,S-P Depth Reloc
texnet2022aexp,-104.3025,31.6559,8.636604929455434,False,S-P Depth Reloc
texnet2022aewx,-104.30637,31.65869,7.4427589653068384,False,S-P Depth Reloc
texnet2022aewr,-104.30056,31.65508,8.65360497430967,False,S-P Depth Reloc
texnet2022aeud,-104.40194,31.67573,7.495330653172536,False,S-P Depth Reloc
texnet2022aepx,-104.37416,31.66826,7.714302516260416,False,S-P Depth Reloc
texnet2022aeps,-104.00545,31.62138,7.715046230477725,False,S-P Depth Reloc
texnet2022aepq,-104.00894,31.62024,7.969337688664806,False,S-P Depth Reloc
texnet2022aemp,-104.00894,31.62103,7.7615266569041985,False,S-P Depth Reloc
texnet2022elgj,-104.31325,31.65912,7.552758996416136,False,S-P Depth Reloc
texnet2022elin,-104.39361,31.67348,8.156302512079066,False,S-P Depth Reloc
texnet2021xxvd,-104.41035,31.68155,5.6726773648770195,False,S-P Depth Reloc
texnet2022hxfy,-104.30959,31.6534,7.388759063758641,False,S-P Depth Reloc
texnet2022hwum,-104.3013,31.68898,8.074683458693952,False,S-P Depth Reloc
texnet2022hwui,-104.30129,31.68914,8.179683459450818,False,S-P Depth Reloc
texnet2022hwob,-104.30339,31.68921,8.318961842736636,False,S-P Depth Reloc
texnet2022hwly,-104.30373,31.68895,8.4549618412823,False,S-P Depth Reloc
texnet2022hwkx,-104.30846,31.66933,6.326758814186887,False,S-P Depth Reloc
texnet2022hwkt,-104.30423,31.69011,7.970803057285606,False,S-P Depth Reloc
texnet2022hwiq,-104.2125,31.64642,7.837012819150003,False,S-P Depth Reloc
texnet2022hvwu,-104.29386,31.65501,8.550763851156377,False,S-P Depth Reloc
texnet2022hvoq,-104.19947,31.62496,6.856015586680686,False,S-P Depth Reloc
texnet2022hvoe,-104.19954,31.62532,6.8400155416607085,False,S-P Depth Reloc
texnet2022hvdy,-104.35301,31.72252,7.007473392380863,False,S-P Depth Reloc
texnet2022huse,-104.4129,31.67872,6.900558793251899,False,S-P Depth Reloc
texnet2022hulj,-104.4497,31.66315,3.969688404959706,False,S-P Depth Reloc
texnet2022hugx,-104.39461,31.67421,7.967302512801908,False,S-P Depth Reloc
texnet2022hugo,-104.29276,31.65309,8.909459205405174,False,S-P Depth Reloc
texnet2022hugk,-104.29424,31.65403,8.48487442801925,False,S-P Depth Reloc
texnet2022hufp,-104.45137,31.67029,7.526693465470609,False,S-P Depth Reloc
texnet2022hrud,-104.24357,31.59146,7.556338017988072,False,S-P Depth Reloc
texnet2022hrjz,-104.57381,31.75282,5.417354949609945,False,S-P Depth Reloc
texnet2022hrid,-104.20026,31.62589,6.767015464640837,False,S-P Depth Reloc
