ev_id,longitude,latitude,depth,S-P,Author
texnet2023ujmz,-104.40571,31.67729,6.556,True,TexNet HighRes
texnet2023uivl,-104.45833,31.66958,7.442,True,TexNet HighRes
texnet2023ukwa,-104.45387,31.67228,6.275,True,TexNet HighRes
texnet2023ulrs,-104.50368,31.61739,8.16,False,TexNet HighRes
texnet2023uims,-103.97123,31.60407,9.572,False,TexNet HighRes
texnet2023ultc,-104.50074,31.61895,7.879,False,TexNet HighRes
texnet2023upvu,-104.1906,31.67053,5.998,False,TexNet HighRes
texnet2023upib,-104.2041,31.60336,7.471,False,TexNet HighRes
texnet2023uolw,-104.1275,31.53995,6.899,False,TexNet HighRes
texnet2023uofb,-104.65469,31.65468,5.54,False,TexNet HighRes
texnet2023uock,-104.38296,31.66872,7.935,False,TexNet HighRes
texnet2023unyg,-104.31584,31.65486,6.24,False,TexNet HighRes
texnet2023unuu,-104.3196,31.65696,6.373,False,TexNet HighRes
texnet2023unts,-104.38365,31.6698,7.686,False,TexNet HighRes
texnet2023untf,-104.31937,31.65559,6.298,False,TexNet HighRes
texnet2023unng,-104.00177,31.71684,7.416,False,TexNet HighRes
texnet2023unmv,-104.31814,31.65572,6.383,False,TexNet HighRes
texnet2023unky,-104.00244,31.7162,7.43,False,TexNet HighRes
texnet2023unjm,-104.61836,31.72622,4.975,False,TexNet HighRes
texnet2023unby,-104.00739,31.51629,6.965,False,TexNet HighRes
texnet2023umwl,-104.50345,31.61661,8.388,False,TexNet HighRes
texnet2023umus,-104.37506,31.67443,5.955,False,TexNet HighRes
texnet2023umqi,-103.94294,31.4831,5.44,False,TexNet HighRes
texnet2023umpf,-104.53947,31.58994,8.455,False,TexNet HighRes
texnet2023umka,-104.33826,31.66,6.968,False,TexNet HighRes
texnet2023umjx,-104.33807,31.6599,6.967,False,TexNet HighRes
texnet2023umju,-104.41006,31.65538,7.015,True,TexNet HighRes
texnet2023umfj,-104.50185,31.61721,8.282,False,TexNet HighRes
texnet2023umeh,-104.37519,31.66223,8.765,False,TexNet HighRes
texnet2023uivg,-104.40123,31.67652,6.551,True,TexNet HighRes
texnet2023uigg,-104.29592,31.64022,3.806,False,TexNet HighRes
texnet2023vmyc,-104.3015,31.6561,7.176,False,TexNet HighRes
texnet2023tzip,-104.29082,31.66232,7.76,False,TexNet HighRes
texnet2023tzgt,-104.28839,31.6615,7.816,True,TexNet HighRes
texnet2023tyzi,-104.38692,31.61721,7.498,False,TexNet HighRes
texnet2023txwf,-104.492,31.66111,6.092,True,TexNet HighRes
texnet2023txnt,-104.19385,31.75321,7.09,False,TexNet HighRes
texnet2023txmw,-104.42975,31.67511,7.933,True,TexNet HighRes
texnet2023tvza,-103.99578,31.64587,7.01,False,TexNet HighRes
texnet2023tvke,-103.99608,31.64576,6.878,False,TexNet HighRes
texnet2023tvgk,-104.00188,31.61245,8.485,True,TexNet HighRes
texnet2023tvgf,-104.48339,31.66113,6.594,True,TexNet HighRes
texnet2023tvgd,-104.41809,31.67728,7.126,True,TexNet HighRes
texnet2023tvfd,-103.99541,31.64475,6.785,False,TexNet HighRes
texnet2023tued,-104.27199,31.61394,6.612,False,TexNet HighRes
texnet2023ttyk,-103.99023,31.62561,6.648,True,TexNet HighRes
texnet2023ttyk,-103.99023,31.62561,6.648,True,TexNet HighRes
texnet2023ttxf,-103.99098,31.62411,6.773,True,TexNet HighRes
texnet2023ttxe,-104.21104,31.64567,6.967,False,TexNet HighRes
texnet2023ttpl,-104.21239,31.64633,6.859,False,TexNet HighRes
texnet2023ttma,-104.2122,31.64563,6.797,False,TexNet HighRes
texnet2023ttee,-104.27046,31.61379,6.891,False,TexNet HighRes
texnet2023ttco,-104.27176,31.61391,6.779,False,TexNet HighRes
texnet2023ttaq,-104.27049,31.6138,6.838,False,TexNet HighRes
texnet2023tsqp,-104.32935,31.64617,4.403,False,TexNet HighRes
texnet2023tsom,-104.48486,31.66067,6.405,True,TexNet HighRes
texnet2023tzhx,-104.15295,31.54454,6.994,False,TexNet HighRes
texnet2023tzmr,-104.29196,31.66267,7.731,True,TexNet HighRes
texnet2023uibg,-104.40003,31.67597,6.774,True,TexNet HighRes
texnet2023tzxz,-104.09912,31.61151,7.084,False,TexNet HighRes
texnet2023uhgm,-103.97366,31.62172,5.714,False,TexNet HighRes
texnet2023uhfr,-103.97437,31.62283,5.705,False,TexNet HighRes
texnet2023uhcq,-104.37434,31.66622,7.645,False,TexNet HighRes
texnet2023ugtg,-104.42948,31.67805,7.393,True,TexNet HighRes
texnet2023ugtg,-104.42948,31.67805,7.393,True,TexNet HighRes
texnet2023ugrg,-104.21657,31.60309,3.225,False,TexNet HighRes
texnet2023ugqb,-103.9794,31.63086,5.939,False,TexNet HighRes
texnet2023ugma,-103.97652,31.62723,6.057,True,TexNet HighRes
texnet2023uglz,-103.97639,31.62715,5.998,True,TexNet HighRes
texnet2023uggp,-104.43096,31.67621,7.786,True,TexNet HighRes
texnet2023uggp,-104.43096,31.67621,7.786,True,TexNet HighRes
texnet2023uggn,-104.42999,31.67665,7.665,True,TexNet HighRes
texnet2023uggn,-104.42999,31.67665,7.665,True,TexNet HighRes
texnet2023ufiq,-104.02194,31.56032,8.158,False,TexNet HighRes
texnet2023ueya,-104.36042,31.68899,7.557,False,TexNet HighRes
texnet2023uemm,-104.01015,31.5157,7.626,False,TexNet HighRes
texnet2023udqp,-104.47111,31.67505,6.205,True,TexNet HighRes
texnet2023ucmt,-104.35819,31.62107,7.449,False,TexNet HighRes
texnet2023ubyt,-104.1925,31.6723,5.711,False,TexNet HighRes
texnet2023ubsm,-104.53836,31.71222,6.383,True,TexNet HighRes
texnet2023ubox,-104.19104,31.67243,5.603,False,TexNet HighRes
texnet2023ublc,-104.34895,31.72281,6.005,False,TexNet HighRes
texnet2023uakj,-104.30953,31.65276,7.517,False,TexNet HighRes
texnet2023upyp,-103.99975,31.71894,7.233,False,TexNet HighRes
texnet2023upza,-103.99818,31.71958,7.284,False,TexNet HighRes
texnet2023uqak,-104.29817,31.68633,7.93,False,TexNet HighRes
texnet2023vlso,-104.27251,31.61384,7.703,False,TexNet HighRes
texnet2023vlpf,-104.29234,31.71973,6.817,False,TexNet HighRes
texnet2023vljz,-104.29596,31.65617,6.433,False,TexNet HighRes
texnet2023vljx,-104.29616,31.65629,6.601,False,TexNet HighRes
texnet2023vlcq,-104.29842,31.65644,6.56,False,TexNet HighRes
texnet2023vlcp,-104.29854,31.65659,6.485,False,TexNet HighRes
texnet2023vkwq,-104.29322,31.72029,6.664,False,TexNet HighRes
texnet2023vjss,-104.17893,31.63838,6.091,False,TexNet HighRes
texnet2023vjqx,-104.17936,31.63848,6.03,False,TexNet HighRes
texnet2023vjph,-104.17916,31.63782,6.09,False,TexNet HighRes
texnet2023vjpd,-104.17985,31.63782,6.078,False,TexNet HighRes
texnet2023vjpc,-104.15718,31.56151,6.881,False,TexNet HighRes
texnet2023vjku,-104.39327,31.75775,5.856,False,TexNet HighRes
texnet2023vjhr,-103.95184,31.60427,8.188,False,TexNet HighRes
texnet2023vjbf,-103.98811,31.61367,7.229,True,TexNet HighRes
texnet2023vjbf,-103.98811,31.61367,7.229,True,TexNet HighRes
texnet2023viyx,-104.1636,31.68817,7.196,False,TexNet HighRes
texnet2023viuy,-103.98494,31.61541,7.068,False,TexNet HighRes
texnet2023viuv,-103.99281,31.62482,9.885,True,TexNet HighRes
texnet2023vikb,-104.15294,31.54794,8.339,False,TexNet HighRes
texnet2023vihj,-104.41246,31.6562,6.527,True,TexNet HighRes
texnet2023vieg,-104.45119,31.67023,6.205,False,TexNet HighRes
texnet2023vhxc,-104.17523,31.74765,6.676,False,TexNet HighRes
texnet2023vhhi,-103.97981,31.60774,7.683,True,TexNet HighRes
texnet2023vlpj,-104.29302,31.71983,6.783,False,TexNet HighRes
texnet2023vlyn,-104.30858,31.67338,8.841,False,TexNet HighRes
texnet2023uqcn,-104.51077,31.67631,7.011,True,TexNet HighRes
texnet2023vlyp,-104.18755,31.67064,5.873,False,TexNet HighRes
texnet2023vmuw,-104.29944,31.65587,7.211,False,TexNet HighRes
texnet2023vmtu,-104.2948,31.65452,7.052,False,TexNet HighRes
texnet2023vmsb,-104.30022,31.65593,7.293,False,TexNet HighRes
texnet2023vmsa,-104.2993,31.65577,7.159,False,TexNet HighRes
texnet2023vmrz,-104.29848,31.65572,7.099,False,TexNet HighRes
texnet2023vmry,-104.29781,31.65468,7.381,False,TexNet HighRes
texnet2023vmrw,-104.29669,31.65496,7.155,False,TexNet HighRes
texnet2023vmri,-104.29599,31.65481,7.153,False,TexNet HighRes
texnet2023vmrg,-104.28916,31.64937,8.397,False,TexNet HighRes
texnet2023vmqu,-104.46173,31.65227,7.238,True,TexNet HighRes
texnet2023vmqg,-104.40107,31.67531,7.579,True,TexNet HighRes
texnet2023vmqf,-104.401,31.67515,7.624,True,TexNet HighRes
texnet2023vmov,-104.40053,31.67498,7.717,True,TexNet HighRes
texnet2023vmox,-104.40106,31.67477,7.748,True,TexNet HighRes
texnet2023vmlu,-104.39966,31.67479,7.788,True,TexNet HighRes
texnet2023vmhm,-104.27876,31.6204,7.072,False,TexNet HighRes
texnet2023vmfw,-104.37902,31.64385,6.774,False,TexNet HighRes
texnet2023vmft,-104.39734,31.67432,7.718,True,TexNet HighRes
texnet2023vmfs,-104.39569,31.67393,7.754,True,TexNet HighRes
texnet2023vmes,-104.39389,31.67358,7.743,False,TexNet HighRes
texnet2023vmel,-104.39678,31.67429,7.775,False,TexNet HighRes
texnet2023vmej,-104.3969,31.67414,7.857,True,TexNet HighRes
texnet2023vmdn,-104.39495,31.67378,7.813,False,TexNet HighRes
texnet2023vgvc,-104.17839,31.57049,7.445,False,TexNet HighRes
texnet2023vgqc,-104.50365,31.6165,8.42,False,TexNet HighRes
texnet2023vgno,-104.47468,31.71284,2.584,False,TexNet HighRes
texnet2023vglb,-104.4295,31.67418,8.16,True,TexNet HighRes
texnet2023utrt,-104.48953,31.65994,6.268,True,TexNet HighRes
texnet2023utqe,-104.35742,31.66732,6.563,False,TexNet HighRes
texnet2023utpj,-104.36253,31.66534,6.793,False,TexNet HighRes
texnet2023utox,-104.41559,31.67668,8.608,False,TexNet HighRes
texnet2023utlg,-104.01536,31.71277,7.126,False,TexNet HighRes
texnet2023usyg,-104.01397,31.71535,6.222,False,TexNet HighRes
texnet2023usxs,-104.01635,31.71402,6.18,False,TexNet HighRes
texnet2023usxi,-104.01685,31.71444,5.854,False,TexNet HighRes
texnet2023uswy,-104.01685,31.71444,5.868,False,TexNet HighRes
texnet2023uswp,-104.01635,31.71402,6.18,False,TexNet HighRes
texnet2023usvk,-104.18564,31.66776,6.428,False,TexNet HighRes
texnet2023usqd,-104.41569,31.67733,7.145,True,TexNet HighRes
texnet2023usqd,-104.41569,31.67733,7.145,True,TexNet HighRes
texnet2023usox,-104.18786,31.66741,6.921,False,TexNet HighRes
texnet2023usgg,-104.01124,31.71629,6.319,False,TexNet HighRes
texnet2023usci,-104.50288,31.61938,7.717,False,TexNet HighRes
texnet2023usbd,-104.00754,31.71835,6.301,False,TexNet HighRes
texnet2023urrv,-104.5019,31.62014,7.542,False,TexNet HighRes
texnet2023urot,-104.37332,31.66412,8.03,False,TexNet HighRes
texnet2023uqxv,-104.48418,31.66776,6.157,True,TexNet HighRes
texnet2023uqvw,-103.99693,31.71979,7.373,False,TexNet HighRes
texnet2023uqvs,-104.0013,31.71783,7.281,False,TexNet HighRes
texnet2023uqcy,-104.51142,31.6762,7.023,True,TexNet HighRes
texnet2023utsg,-104.51315,31.67647,7.029,True,TexNet HighRes
texnet2023uuef,-104.53205,31.59189,8.602,False,TexNet HighRes
texnet2023uugg,-104.38047,31.63131,6.691,False,TexNet HighRes
texnet2023vdsz,-104.33313,31.66253,6.143,False,TexNet HighRes
texnet2023vgjl,-104.18451,31.672,5.485,False,TexNet HighRes
texnet2023vftk,-104.44219,31.66883,7.604,False,TexNet HighRes
texnet2023vftb,-104.4299,31.67444,8.133,True,TexNet HighRes
texnet2023vftb,-104.4299,31.67444,8.133,True,TexNet HighRes
texnet2023vfpq,-103.96339,31.60333,8.379,True,TexNet HighRes
texnet2023vfjo,-103.97583,31.61475,6.653,False,TexNet HighRes
texnet2023vekd,-104.36708,31.63198,6.569,False,TexNet HighRes
texnet2023vejd,-104.27241,31.61306,6.427,False,TexNet HighRes
texnet2023vede,-104.27418,31.61361,6.291,False,TexNet HighRes
texnet2023vebn,-104.18949,31.66934,6.303,False,TexNet HighRes
texnet2023vdif,-104.33209,31.66165,6.42,False,TexNet HighRes
texnet2023uuws,-104.25925,31.71288,7.489,False,TexNet HighRes
texnet2023vczt,-104.52976,31.59121,8.843,False,TexNet HighRes
texnet2023vcpc,-104.424,31.67816,6.742,True,TexNet HighRes
texnet2023vcak,-104.51473,31.61881,7.691,False,TexNet HighRes
texnet2023vatq,-103.97372,31.60597,9.043,True,TexNet HighRes
texnet2023uzig,-103.98409,31.60833,7.257,False,TexNet HighRes
texnet2023uxks,-104.51295,31.67582,7.354,True,TexNet HighRes
texnet2023uxbe,-104.01316,31.71356,7.102,False,TexNet HighRes
texnet2023uwem,-104.16352,31.56497,7.238,False,TexNet HighRes
texnet2023uvrr,-104.00343,31.71704,7.219,False,TexNet HighRes
texnet2023uvhk,-104.01313,31.51793,7.475,False,TexNet HighRes
texnet2023ylgg,-104.49111,31.63184,3.458,False,TexNet HighRes
texnet2023ylgt,-104.10543,31.73653,6.034,False,TexNet HighRes
texnet2023ylgu,-104.10465,31.73574,6.552,False,TexNet HighRes
texnet2024eioa,-104.21531,31.63676,6.348,False,TexNet HighRes
texnet2024eini,-104.2148,31.63752,6.466,False,TexNet HighRes
texnet2024eihz,-103.98431,31.61188,7.503,True,TexNet HighRes
texnet2024eihw,-103.98504,31.61177,7.596,True,TexNet HighRes
texnet2024ehwb,-104.21373,31.67031,7.074,False,TexNet HighRes
texnet2024ehvi,-104.45461,31.65341,6.556,True,TexNet HighRes
texnet2024ehfh,-104.19471,31.66733,7.176,False,TexNet HighRes
texnet2024ehch,-104.09834,31.61256,7.029,False,TexNet HighRes
texnet2024egzn,-104.09718,31.61204,6.974,False,TexNet HighRes
texnet2024egyb,-104.37621,31.6661,6.217,False,TexNet HighRes
texnet2024egxj,-104.10109,31.60772,7.685,False,TexNet HighRes
texnet2024egsz,-104.1014,31.61013,7.157,False,TexNet HighRes
texnet2024egqa,-104.39942,31.67432,7.919,False,TexNet HighRes
texnet2024egpz,-104.402,31.67508,7.659,False,TexNet HighRes
texnet2024eglk,-104.21314,31.63237,6.039,False,TexNet HighRes
texnet2024egjy,-104.49481,31.6782,7.395,True,TexNet HighRes
texnet2024eghl,-104.2032,31.64098,7.238,False,TexNet HighRes
texnet2024egcg,-104.40114,31.6748,7.726,False,TexNet HighRes
texnet2024egbp,-104.19008,31.66963,6.227,False,TexNet HighRes
texnet2024egbm,-104.19043,31.67159,5.948,False,TexNet HighRes
texnet2024egaq,-104.19053,31.67105,5.737,False,TexNet HighRes
texnet2024eflf,-104.53374,31.6374,7.002,False,TexNet HighRes
texnet2024eezl,-104.1232,31.56179,7.069,False,TexNet HighRes
texnet2024eejn,-104.11224,31.61895,6.623,False,TexNet HighRes
texnet2024einl,-104.41129,31.67811,6.651,False,TexNet HighRes
texnet2024eipp,-104.19238,31.7522,7.253,False,TexNet HighRes
texnet2024eedg,-104.46369,31.65229,7.214,False,TexNet HighRes
texnet2024eiqr,-104.19421,31.75265,7.359,False,TexNet HighRes
texnet2024ekak,-103.98856,31.61633,7.036,True,TexNet HighRes
texnet2024ekak,-103.98856,31.61633,7.036,True,TexNet HighRes
texnet2024ekai,-103.9857,31.61111,7.767,True,TexNet HighRes
texnet2024ekap,-103.98032,31.61087,7.662,True,TexNet HighRes
texnet2024ejzx,-103.97929,31.61106,7.602,True,TexNet HighRes
texnet2024ejzv,-103.99762,31.61066,8.307,True,TexNet HighRes
texnet2024ejzv,-103.99762,31.61066,8.307,True,TexNet HighRes
texnet2024ejzu,-103.97979,31.61111,7.613,True,TexNet HighRes
texnet2024ejzt,-103.98971,31.61227,7.586,True,TexNet HighRes
texnet2024ejzt,-103.98971,31.61227,7.586,True,TexNet HighRes
texnet2024ejzs,-103.98361,31.61024,7.963,True,TexNet HighRes
texnet2024ejzq,-103.98147,31.61274,7.142,True,TexNet HighRes
texnet2024ejzp,-104.01038,31.59263,6.929,False,TexNet HighRes
texnet2024ejzn,-103.98184,31.61221,7.255,True,TexNet HighRes
texnet2024ejzm,-103.99362,31.61073,8.189,True,TexNet HighRes
texnet2024ejzm,-103.99362,31.61073,8.189,True,TexNet HighRes
texnet2024ejhe,-104.42917,31.67458,8.047,True,TexNet HighRes
texnet2024ejgu,-104.22625,31.63982,6.118,False,TexNet HighRes
texnet2024eize,-104.21885,31.63822,6.456,False,TexNet HighRes
texnet2024eivi,-104.21346,31.63692,6.562,False,TexNet HighRes
texnet2024eivd,-104.21732,31.63555,6.206,False,TexNet HighRes
texnet2024eiva,-104.21279,31.63638,6.604,False,TexNet HighRes
texnet2024eiqx,-104.21662,31.63974,6.695,False,TexNet HighRes
texnet2024eehc,-103.96387,31.60346,9.108,False,TexNet HighRes
texnet2024eecd,-104.37478,31.66541,7.883,False,TexNet HighRes
texnet2024ekan,-103.99981,31.61087,8.059,True,TexNet HighRes
texnet2024dxwp,-104.48491,31.62337,7.391,False,TexNet HighRes
texnet2024dxwg,-104.16736,31.70271,7.982,False,TexNet HighRes
texnet2024dxuq,-104.54227,31.61451,8.344,False,TexNet HighRes
texnet2024dxcv,-104.5405,31.61579,8.295,False,TexNet HighRes
texnet2024dxci,-104.54009,31.61476,8.375,False,TexNet HighRes
texnet2024dxcg,-104.54153,31.61506,8.382,False,TexNet HighRes
texnet2024dxbl,-104.45162,31.65471,6.277,True,TexNet HighRes
texnet2024dxbj,-104.1886,31.61995,2.71,False,TexNet HighRes
texnet2024dxac,-104.47328,31.70665,5.613,False,TexNet HighRes
texnet2024dwly,-104.20013,31.67439,5.798,False,TexNet HighRes
texnet2024dwkq,-103.96116,31.60281,9.178,True,TexNet HighRes
texnet2024dwfj,-104.25872,31.5983,5.408,False,TexNet HighRes
texnet2024dwcz,-104.16952,31.70288,8.078,False,TexNet HighRes
texnet2024dwbn,-103.96334,31.60348,9.195,False,TexNet HighRes
texnet2024dwah,-104.25264,31.59535,5.796,False,TexNet HighRes
texnet2024dvzz,-104.19805,31.67367,5.624,False,TexNet HighRes
texnet2024dvxh,-104.19781,31.67413,5.499,False,TexNet HighRes
texnet2024dvge,-104.19475,31.67294,5.473,False,TexNet HighRes
texnet2024dvdo,-103.93168,31.47403,2.537,False,TexNet HighRes
texnet2024dupk,-104.45123,31.65368,6.547,True,TexNet HighRes
texnet2024duhl,-104.31119,31.65573,7.87,False,TexNet HighRes
texnet2024ducp,-104.43189,31.67731,7.608,True,TexNet HighRes
texnet2024dubb,-104.17703,31.56907,7.275,False,TexNet HighRes
texnet2024duas,-104.51191,31.61528,8.5,False,TexNet HighRes
texnet2024dxwm,-104.55502,31.59545,8.161,False,TexNet HighRes
texnet2024dybs,-104.45848,31.65601,5.673,True,TexNet HighRes
texnet2024edyb,-104.19327,31.66851,6.81,False,TexNet HighRes
texnet2024dycf,-104.45654,31.65623,5.731,True,TexNet HighRes
texnet2024edug,-104.41801,31.67782,6.767,True,TexNet HighRes
texnet2024edsw,-104.37664,31.67043,7.045,False,TexNet HighRes
texnet2024edpp,-104.19227,31.668,6.941,False,TexNet HighRes
texnet2024edja,-104.12422,31.74135,6.487,False,TexNet HighRes
texnet2024edht,-104.41825,31.67717,7.124,True,TexNet HighRes
texnet2024edcn,-104.11507,31.55587,3.075,False,TexNet HighRes
texnet2024ecws,-103.97244,31.60535,9.383,True,TexNet HighRes
texnet2024ecvr,-104.12105,31.73929,6.938,False,TexNet HighRes
texnet2024ecju,-104.48995,31.68773,7.397,True,TexNet HighRes
texnet2024ecjg,-104.11605,31.73374,8.281,False,TexNet HighRes
texnet2024eccz,-104.29479,31.71933,7.064,False,TexNet HighRes
texnet2024ecce,-104.12449,31.74111,6.633,False,TexNet HighRes
texnet2024ebte,-104.11901,31.64926,2.264,False,TexNet HighRes
texnet2024eawg,-104.40357,31.67531,7.892,False,TexNet HighRes
texnet2024eaoz,-104.36447,31.66721,6.518,False,TexNet HighRes
texnet2024eaid,-104.01626,31.55449,8.374,False,TexNet HighRes
texnet2024eaen,-104.1127,31.73274,8.455,False,TexNet HighRes
texnet2024eabm,-104.19843,31.56144,8.397,False,TexNet HighRes
texnet2024dzzb,-104.18773,31.66739,6.923,False,TexNet HighRes
texnet2024dzmw,-104.18683,31.66781,6.6,False,TexNet HighRes
texnet2024dzmq,-104.17366,31.56875,7.012,False,TexNet HighRes
texnet2024dzgb,-104.1981,31.5612,8.384,False,TexNet HighRes
texnet2024dygy,-104.53972,31.61669,8.162,False,TexNet HighRes
texnet2024ekan,-103.99981,31.61087,8.059,True,TexNet HighRes
texnet2024ekar,-103.99269,31.61148,7.972,True,TexNet HighRes
texnet2024exfo,-104.40859,31.65584,6.792,True,TexNet HighRes
texnet2024esit,-104.19452,31.75324,7.166,False,TexNet HighRes
texnet2024erwo,-104.20817,31.6364,7.32,False,TexNet HighRes
texnet2024ervw,-104.37426,31.62802,6.899,False,TexNet HighRes
texnet2024ervh,-104.3745,31.62799,6.941,False,TexNet HighRes
texnet2024erqu,-104.21102,31.637,7.034,False,TexNet HighRes
texnet2024ermk,-104.37441,31.66134,9.013,False,TexNet HighRes
texnet2024erkj,-103.85512,31.47039,4.644,False,TexNet HighRes
texnet2024eqpw,-104.30194,31.68769,7.688,False,TexNet HighRes
texnet2024eqpe,-104.3012,31.68788,7.538,False,TexNet HighRes
texnet2024eqni,-104.47706,31.64962,7.871,False,TexNet HighRes
texnet2024eqhp,-104.29758,31.68508,8.256,False,TexNet HighRes
texnet2024eqhl,-104.1147,31.73336,8.219,False,TexNet HighRes
texnet2024eqca,-104.39401,31.67378,7.641,False,TexNet HighRes
texnet2024epys,-104.022,31.56089,8.301,False,TexNet HighRes
texnet2024epta,-104.21799,31.64247,7.093,False,TexNet HighRes
texnet2024eprl,-104.22856,31.6376,3.075,False,TexNet HighRes
texnet2024epmg,-104.11403,31.73381,7.7,False,TexNet HighRes
texnet2024ephh,-104.20856,31.63618,7.257,False,TexNet HighRes
texnet2024epgk,-104.22417,31.64232,6.477,False,TexNet HighRes
texnet2024epcn,-104.37413,31.66341,8.243,False,TexNet HighRes
texnet2024eozr,-104.44995,31.65435,6.281,True,TexNet HighRes
texnet2024eozq,-104.42476,31.67361,7.949,True,TexNet HighRes
texnet2024eozi,-104.20366,31.62941,6.611,False,TexNet HighRes
texnet2024eoze,-104.41159,31.67802,6.066,False,TexNet HighRes
texnet2024esew,-104.39616,31.65307,5.543,False,TexNet HighRes
texnet2024esve,-104.20589,31.635,7.298,False,TexNet HighRes
texnet2024eoww,-104.22381,31.64118,6.356,False,TexNet HighRes
texnet2024etfb,-104.40367,31.67562,7.403,False,TexNet HighRes
texnet2024exbf,-104.01448,31.51754,7.938,False,TexNet HighRes
texnet2024exbb,-104.16291,31.74527,6.085,False,TexNet HighRes
texnet2024ewzz,-104.01427,31.51754,7.831,False,TexNet HighRes
texnet2024ewmx,-104.12122,31.73896,7.077,False,TexNet HighRes
texnet2024ewhr,-104.60806,31.68365,3.394,False,TexNet HighRes
texnet2024evyk,-104.19525,31.55916,8.489,False,TexNet HighRes
texnet2024evxi,-104.10531,31.61555,7.108,False,TexNet HighRes
texnet2024evrj,-104.1857,31.62201,2.741,False,TexNet HighRes
texnet2024evlb,-104.19666,31.75337,7.226,False,TexNet HighRes
texnet2024evaj,-104.37047,31.62746,6.741,False,TexNet HighRes
texnet2024euxa,-104.17744,31.56969,7.453,False,TexNet HighRes
texnet2024euvp,-104.15979,31.74476,6.296,False,TexNet HighRes
texnet2024eusl,-104.20736,31.63635,7.384,False,TexNet HighRes
texnet2024euni,-104.49602,31.62508,6.559,False,TexNet HighRes
texnet2024eukg,-104.37227,31.62783,6.924,False,TexNet HighRes
texnet2024euiq,-104.19188,31.66948,6.387,False,TexNet HighRes
texnet2024euif,-104.1916,31.66837,6.771,False,TexNet HighRes
texnet2024eugz,-104.19245,31.66999,6.28,False,TexNet HighRes
texnet2024eugx,-104.19395,31.66971,6.443,False,TexNet HighRes
texnet2024eugs,-104.19916,31.66624,10.56,False,TexNet HighRes
texnet2024eugq,-104.19055,31.66901,6.509,False,TexNet HighRes
texnet2024etsv,-104.19443,31.66976,6.353,False,TexNet HighRes
texnet2024etof,-104.12912,31.53992,6.812,False,TexNet HighRes
texnet2024eoyp,-104.42069,31.67844,6.435,True,TexNet HighRes
texnet2024eova,-104.42166,31.67821,6.563,True,TexNet HighRes
texnet2024ekar,-103.99269,31.61148,7.972,True,TexNet HighRes
texnet2024emhb,-104.40192,31.67572,7.364,False,TexNet HighRes
texnet2024emfy,-104.40072,31.66564,9.022,False,TexNet HighRes
texnet2024emfr,-104.19068,31.75205,7.164,False,TexNet HighRes
texnet2024elxz,-103.99835,31.61189,8.864,True,TexNet HighRes
texnet2024elxz,-103.99835,31.61189,8.864,True,TexNet HighRes
texnet2024elxl,-104.42499,31.67834,6.969,True,TexNet HighRes
texnet2024elsp,-104.42704,31.67895,6.864,True,TexNet HighRes
texnet2024elrd,-104.00298,31.61092,7.958,True,TexNet HighRes
texnet2024elpn,-104.26875,31.6518,7.318,True,TexNet HighRes
texnet2024elog,-104.39935,31.67511,7.432,False,TexNet HighRes
texnet2024elkz,-103.99691,31.61011,8.636,True,TexNet HighRes
texnet2024elkz,-103.99691,31.61011,8.636,True,TexNet HighRes
texnet2024elkd,-104.52659,31.65478,7.048,True,TexNet HighRes
texnet2024eljv,-104.50328,31.67544,7.112,True,TexNet HighRes
texnet2024elhc,-104.4571,31.65278,6.336,True,TexNet HighRes
texnet2024ekyy,-103.999,31.61141,8.623,True,TexNet HighRes
texnet2024ekyy,-103.999,31.61141,8.623,True,TexNet HighRes
texnet2024ekyo,-104.19052,31.75135,7.347,False,TexNet HighRes
texnet2024ekmc,-104.4192,31.67798,6.67,True,TexNet HighRes
texnet2024ekkj,-103.9966,31.61008,8.633,True,TexNet HighRes
texnet2024ekja,-103.99711,31.61043,8.457,True,TexNet HighRes
texnet2024ekja,-103.99711,31.61043,8.457,True,TexNet HighRes
texnet2024ekex,-103.98094,31.61121,7.555,True,TexNet HighRes
texnet2024ekdj,-103.98081,31.6108,7.76,True,TexNet HighRes
texnet2024emgw,-104.10279,31.60978,7.015,False,TexNet HighRes
texnet2024emkl,-104.24458,31.60904,6.029,False,TexNet HighRes
texnet2024eosl,-104.20988,31.63698,7.188,False,TexNet HighRes
texnet2024emsb,-104.4004,31.67585,7.189,False,TexNet HighRes
texnet2024eorp,-104.11385,31.73426,7.554,False,TexNet HighRes
texnet2024eork,-104.42071,31.67756,6.797,True,TexNet HighRes
texnet2024eoqo,-104.42175,31.67786,6.635,True,TexNet HighRes
texnet2024eoqn,-104.42132,31.67752,6.75,True,TexNet HighRes
texnet2024eoqc,-104.49695,31.62528,6.486,False,TexNet HighRes
texnet2024eopy,-104.42181,31.67844,6.561,True,TexNet HighRes
texnet2024eokl,-104.37671,31.66615,6.24,False,TexNet HighRes
texnet2024eokh,-104.11714,31.61825,7.828,False,TexNet HighRes
texnet2024enwh,-104.197,31.55933,8.251,False,TexNet HighRes
texnet2024ensi,-104.41107,31.67798,6.286,False,TexNet HighRes
texnet2024enrl,-104.45485,31.65512,6.036,True,TexNet HighRes
texnet2024enoz,-104.45687,31.6531,6.736,True,TexNet HighRes
texnet2024enlu,-104.18553,31.6724,5.42,False,TexNet HighRes
