Longitude,Latitude,Elevation
-104.8,31.51236111110734,1122.5000000358368
-104.79799599198397,31.51236111110734,1123.0
-104.79599198396794,31.51236111110734,1121.9288576796457
-104.79398797595191,31.51236111110734,1126.1432865372954
-104.79198396793586,31.51236111110734,1123.3577153950403
-104.78997995991983,31.51236111110734,1135.5721442527413
-104.7879759519038,31.51236111110734,1133.0
-104.78597194388777,31.51236111110734,1134.0010019682234
-104.78396793587174,31.51236111110734,1137.7845691741338
-104.78196392785571,31.51236111110734,1138.289579050658
-104.77995991983968,31.51236111110734,1139.6442885412864
-104.77795591182364,31.51236111110734,1141.1412826009139
-104.77595190380761,31.51236111110734,1147.0
-104.77394789579158,31.51236111110734,1142.7124248855848
-104.77194388777555,31.51236111110734,1145.5020039721562
-104.76993987975952,31.51236111110734,1145.7164328298977
-104.76793587174349,31.51236111110734,1148.9308616875692
-104.76593186372745,31.51236111110734,1150.1452905453139
-104.76392785571142,31.51236111110734,1152.0
-104.76192384769539,31.51236111110734,1155.5741482607602
-104.75991983967936,31.51236111110734,1160.7885771184758
-104.75791583166333,31.51236111110734,1163.99398804772
-104.7559118236473,31.51236111110734,1166.782565166115
-104.75390781563127,31.51236111110734,1166.136272616843
-104.75190380761522,31.51236111110734,1167.0
-104.74989979959919,31.51236111110734,1170.139278592983
-104.74789579158316,31.51236111110734,1174.075150264762
-104.74589178356713,31.51236111110734,1180.0
-104.7438877755511,31.51236111110734,1183.4959920198503
-104.74188376753507,31.51236111110734,1190.7184368378798
-104.73987975951904,31.51236111110734,1191.0
-104.737875751503,31.51236111110734,1196.0
-104.73587174348697,31.51236111110734,1199.0
-104.73386773547094,31.51236111110734,1198.0
-104.73186372745491,31.51236111110734,1203.2094188735055
-104.72985971943888,31.51236111110734,1205.0
-104.72785571142285,31.51236111110734,1208.7805611581477
-104.72585170340682,31.51236111110734,1211.4338676995394
-104.72384769539077,31.51236111110734,1211.7034068853159
-104.72184368737474,31.51236111110734,1214.7254508301457
-104.71983967935871,31.51236111110734,1218.154308545459
-104.71783567134268,31.51236111110734,1221.291583130402
-104.71583166332665,31.51236111110734,1218.0
-104.71382765531062,31.51236111110734,1225.0
-104.71182364729458,31.51236111110734,1235.0
-104.70981963927855,31.51236111110734,1235.850701438605
-104.70781563126252,31.51236111110734,1244.0
-104.70581162324649,31.51236111110734,1252.1563125534935
-104.70380761523046,31.51236111110734,1273.17034053773
-104.70180360721443,31.51236111110734,1278.0070139922277
-104.6997995991984,31.51236111110734,1268.0
-104.69779559118236,31.51236111110734,1262.1282565847682
-104.69579158316633,31.51236111110734,1261.0
-104.6937875751503,31.51236111110734,1267.8647294230918
-104.69178356713427,31.51236111110734,1268.0
-104.68977955911824,31.51236111110734,1275.5871742768836
-104.6877755511022,31.51236111110734,1280.5080159961362
-104.68577154308618,31.51236111110734,1283.0
-104.68376753507013,31.51236111110734,1290.06312628833
-104.6817635270541,31.51236111110734,1287.0
-104.67975951903807,31.51236111110734,1298.0971942809967
-104.67775551102204,31.51236111110734,1313.4198397152425
-104.67575150300601,31.51236111110734,1312.2054108575187
-104.67374749498998,31.51236111110734,1314.9819639997102
-104.67174348697395,31.51236111110734,1309.4468937156207
-104.66973947895791,31.51236111110734,1317.0
-104.66773547094188,31.51236111110734,1325.9569137200851
-104.66573146292585,31.51236111110734,1327.7334668620438
-104.66372745490982,31.51236111110734,1340.1623245774315
-104.66172344689379,31.51236111110734,1351.0691380252238
-104.65971943887776,31.51236111110734,1380.5701400290795
-104.65771543086171,31.51236111110734,1369.3777556905752
-104.65571142284568,31.51236111110734,1353.2444891214366
-104.65370741482965,31.51236111110734,1363.3066131547619
-104.65170340681362,31.51236111110734,1378.1032063050939
-104.6496993987976,31.51236111110734,1381.7464928782003
-104.64769539078156,31.51236111110734,1404.4068136990809
-104.64569138276553,31.51236111110734,1423.0
-104.64368737474949,31.51236111110734,1431.6763525977253
-104.64168336673346,31.51236111110734,1441.319639170788
-104.63967935871743,31.51236111110734,1468.5430858132931
-104.6376753507014,31.51236111110734,1462.0
-104.63567134268537,31.51236111110734,1481.1663325934687
-104.63366733466934,31.51236111110734,1494.3807612354246
-104.63166332665331,31.51236111110734,1527.4879759878768
-104.62965931863727,31.51236111110734,1569.53807582926
-104.62765531062124,31.51236111110734,1664.5270538208679
-104.6256513026052,31.51152777777401,1654.223447073474
-104.62364729458918,31.51152777777401,1620.1513027845886
-104.62164328657315,31.51152777777401,1613.336673202975
-104.61963927855712,31.51152777777401,1632.0070142076602
-104.61763527054109,31.50569444444067,1664.091182112918
-104.61563126252504,31.50569444444067,1650.9529061343
-104.61362725450901,31.50569444444067,1659.2324650735168
-104.61162324649298,31.50569444444067,1622.374749642678
-104.60961923847695,31.50569444444067,1608.3877756588417
-104.60761523046092,31.50569444444067,1612.0
-104.60561122244489,31.50569444444067,1608.8987974873405
-104.60360721442885,31.50569444444067,1587.4579159394207
-104.60160320641282,31.50569444444067,1578.6292587325477
-104.59959919839679,31.50569444444067,1581.2284570572979
-104.59759519038076,31.50569444444067,1563.4719437799718
-104.59559118236473,31.50569444444067,1573.5130261959298
-104.5935871743487,31.50569444444067,1555.82765538256
-104.59158316633267,31.50569444444067,1579.2024046658244
-104.58957915831662,31.50569444444067,1573.8947898302404
-104.5875751503006,31.50569444444067,1564.1472944094735
-104.58557114228456,31.50569444444067,1580.0
-104.58356713426853,31.50569444444067,1588.341683402667
-104.5815631262525,31.50569444444067,1553.872745455065
