Latitude,Longitude,Elevation
32.063389978670926,-103.59858930297948,5.068824
32.0637735200054,-103.58802911685065,5.0773582
32.064156185480755,-103.57746872996363,5.0861974
32.06453797503948,-103.56690814277395,5.094732
32.06491888862415,-103.55634735573723,5.1035714
32.065298926177505,-103.54578636930913,5.1127152
32.06567808764238,-103.53522518394536,5.121859
32.066056372961796,-103.52466380010166,5.130698
31.992107505970562,-105.07422838357394,0.6352032
31.992612864484,-105.06370178617502,0.6382512
31.993117356757917,-105.05317492493046,0.6409944
31.993620982716955,-105.04264780028699,0.6434328
31.994123742285847,-105.03212041269136,0.64008
31.994625635389472,-105.02159276259043,0.6327648
31.99512666195283,-105.01106485043113,0.62484
31.99562682190104,-105.00053667666046,0.6153912
31.99612611515935,-104.99000824172545,0.6096
31.996624541653155,-104.97947954607328,0.6096
31.997122101307934,-104.96895059015111,0.6096
31.997618794049313,-104.95842137440623,0.6096
31.99811461980307,-104.94789189928598,0.6096
31.998609578495056,-104.93736216523776,0.6096
31.999103670051312,-104.92683217270904,0.6096
31.999596894397936,-104.91630192214735,0.6096
32.000089251461205,-104.90577141400034,0.6096
32.00058074116749,-104.89524064871567,0.6096
32.001071363443316,-104.8847096267411,0.6096
32.001561118215314,-104.87417834852442,0.6096
32.00205000541024,-104.86364681451354,0.6236208
32.002538024955,-104.85311502515643,0.679704
32.00302517677659,-104.84258298090107,0.7373112
32.00351146080216,-104.83205068219556,0.7946136
32.00399687695898,-104.82151812948807,0.8510016
32.004481425174426,-104.81098532322682,0.9061704
32.00496510537606,-104.8004522638601,0.966216
32.00544791749149,-104.78991895183626,1.0433304
32.0059298614485,-104.77938538760372,1.1164824
32.006410937175005,-104.768851571611,1.1823192
32.006891144599,-104.75831750430663,1.2490704
32.007370483648685,-104.74778318613926,1.3149072
32.007848954252296,-104.73724861755757,1.3606272
32.008326556338254,-104.72671379901031,1.3895832
32.0088032898351,-104.71617873094633,1.4246352
32.00927915467148,-104.7056434138145,1.4697456
32.009754150776196,-104.69510784806378,1.5142463
32.01022827807814,-104.6845720341432,1.5602711
32.010701536506375,-104.67403597250185,1.6072104
32.01117392599006,-104.66349966358888,1.6553688
32.01164544645848,-104.65296310785351,1.703832
32.01211609784105,-104.64242630574505,1.7532096
32.01258588006734,-104.63188925771283,1.802892
32.013054793067006,-104.62135196420627,1.8528792
32.01352283676985,-104.61081442567485,1.9028664
32.013990011105804,-104.60027664256813,1.9531584
32.014456316004924,-104.5897386153357,2.0034504
32.01492175139739,-104.57920034442728,2.0537424
32.0153863172135,-104.56866183029258,2.1043391
32.0158500133837,-104.55812307338142,2.1552408
32.01631283983856,-104.54758407414367,2.2064471
32.01677479650877,-104.53704483302926,2.2579584
32.01723588332512,-104.52650535048821,2.3097744
32.017696100218586,-104.51596562697056,2.3625047
32.018155447120215,-104.50542566292646,2.4161496
32.01861392396123,-104.49488545880607,2.471928
32.019071530672946,-104.48434501505969,2.52984
32.01952826718681,-104.47380433213763,2.5901904
32.0199841334344,-104.46326341049027,2.6529791
32.02043912934742,-104.45272225056804,2.7200353
32.020893254857725,-104.4421808528215,2.7907488
32.02134650989728,-104.43163921770116,2.8672535
32.02179889439815,-104.42109734565771,2.9434536
32.022250408292564,-104.41055523714184,3.0111191
32.022701051512875,-104.40001289260431,3.0604968
32.023150823991536,-104.38947031249592,3.096768
32.02359972566117,-104.3789274972676,3.1522417
32.02404775645449,-104.3683844473703,3.2573977
32.024494916304356,-104.357841163255,3.1863792
32.02494120514374,-104.34729764537282,3.3089087
32.02538662290578,-104.33675389417488,3.3820608
32.02583116952366,-104.32620991011237,3.43662
32.02627484493081,-104.31566569363657,3.4844737
32.026717649060686,-104.30512124519882,3.5256217
32.02715958184692,-104.29457656525047,3.5634167
32.027600643223245,-104.28403165424298,3.6024313
32.028040833123555,-104.2734865126279,3.642665
32.028480151481844,-104.26294114085674,3.6832032
32.02891859823225,-104.2523955393812,3.7240465
32.02935617330903,-104.24184970865291,3.7648897
32.029792876646574,-104.23130364912369,3.805428
32.03022870817941,-104.2207573612453,3.8459663
32.03066366784216,-104.21021084546965,3.886505
32.031097755569604,-104.19966410224868,3.9267385
32.03153097129664,-104.18911713203437,3.9666672
32.031963314958304,-104.17856993527879,4.0062914
32.03239478648974,-104.16802251243406,4.0456104
32.032825385826236,-104.15747486395237,4.0849295
32.03325511290321,-104.14692699028596,4.123639
32.03368396765621,-104.13637889188712,4.1623487
32.03411195002088,-104.12583056920819,4.2007537
32.03453905993303,-104.11528202270165,4.237025
32.03496529732859,-104.10473325281993,4.271467
32.035390662143605,-104.0941842600156,4.304081
32.03581515431425,-104.08363504474123,4.3351703
32.036238773776844,-104.0730856074495,4.3653455
32.03666152046783,-104.06253594859312,4.3943014
32.037083394323766,-104.05198606862487,4.4223433
32.037504395281346,-104.04143596799759,4.449775
32.037924523277404,-104.03088564716417,4.476598
32.03834377824887,-104.02033510657758,4.5028105
32.03876216013285,-104.0097843466908,4.528414
32.039179668866524,-103.99923336795692,4.553712
32.03959630438725,-103.9886821708291,4.578706
32.04001206663248,-103.97813075576046,4.60309
32.04042695553982,-103.9675791232043,4.626864
32.04084097104698,-103.95702727361392,4.6503334
32.04125411309183,-103.94647520744265,4.6731935
32.04166638161233,-103.93592292514396,4.695444
32.04207777654659,-103.92537042717126,4.717085
32.042488297832854,-103.91481771397815,4.737811
32.04289794540949,-103.90426478601819,4.757623
32.04330671921499,-103.89371164374504,4.7765207
32.04371461918797,-103.88315828761242,4.794504
32.04412164526719,-103.87260471807406,4.811573
32.04452779739152,-103.8620509355838,4.8274226
32.04493307549999,-103.85149694059554,4.8426623
32.04533747953172,-103.84094273356318,4.857598
32.04574100942597,-103.83038831494073,4.872228
32.046143665122166,-103.81983368518225,4.8868585
32.0465454465598,-103.80927884474183,4.901184
32.04694635367855,-103.79872379407364,4.9158144
32.047346386418184,-103.78816853363188,4.9298353
32.04774554471862,-103.77761306387085,4.943856
32.0481438285199,-103.76705738524484,4.9578767
32.048541237762194,-103.75650149820828,4.971288
32.0489377723858,-103.74594540321559,4.9846992
32.049333432331146,-103.73538910072126,4.9978056
32.04972821753878,-103.72483259117988,5.0106072
32.050122127949415,-103.71427587504601,5.022799
32.05051516350383,-103.70371895277435,5.0349913
32.05090732414299,-103.69316182481958,5.0465736
32.05129860980798,-103.68260449163651,5.058156
32.05168902043997,-103.67204695367995,5.069129
32.05207855598033,-103.66148921140478,5.0801015
32.052467216370495,-103.65093126526597,5.09077
32.05285500155207,-103.64037311571846,5.1014376
32.053241911466756,-103.62981476321734,5.1118007
32.05362794605643,-103.61925620821769,5.121859
32.05401310526305,-103.60869745117468,5.132222
32.05439738902873,-103.59813849254351,5.1425858
32.05478079729572,-103.58757933277943,5.1532536
32.055163330006366,-103.57701997233777,5.164531
32.055544987103175,-103.5664604116739,5.175809
32.05592576852878,-103.55590065124326,5.1873913
32.056305674225925,-103.54534069150131,5.198669
32.05668470413751,-103.53478053290358,5.209032
32.05706285820653,-103.52422017590565,5.2190905
31.9831364978688,-105.07363502560013,0.659892
31.983641681257247,-105.0631094410733,0.6650736
31.984145998704474,-105.05258359280614,0.6693408
31.984649450135134,-105.04205748124527,0.6729984
31.98515203547403,-105.03153110683722,0.672084
31.98565375464605,-105.02100447002874,0.6638544
31.986154607576243,-105.01047757126653,0.6541008
31.986654594189773,-104.99995041099744,0.6422136
31.987153714411896,-104.98942298966834,0.6281928
31.98765196816806,-104.9788953077262,0.6102096
31.98814935538378,-104.96836736561802,0.6096
31.988645875984712,-104.95783916379092,0.6096
31.989141529896678,-104.94731070269206,0.6096
31.98963631704556,-104.93678198276866,0.6096
31.99013023735741,-104.92625300446805,0.6096
31.9906232907584,-104.91572376823757,0.6096
31.991115477174823,-104.90519427452467,0.6096
31.99160679653309,-104.89466452377685,0.6096
31.992097248759755,-104.8841345164417,0.6096
31.992586833781477,-104.87360425296684,0.6096
31.99307555152508,-104.86307373380001,0.6269736
31.993563401917452,-104.85254295938896,0.6848856
31.994050384885675,-104.84201193018156,0.742188
31.994536500356897,-104.8314806466257,0.7988808
31.99502174825844,-104.82094910916938,0.8552688
31.995506128517732,-104.81041731826063,0.9101328
31.995989641062323,-104.7998852743476,0.9835896
31.99647228581989,-104.78935297787844,1.05918
31.996954062718245,-104.7788204293014,1.1311128
31.997434971685333,-104.76828762906483,1.2045696
31.997915012649205,-104.75775457761708,1.2758929
31.998394185538032,-104.74722127540663,1.3466064
31.998872490280156,-104.73668772288195,1.3941551
31.999349926804,-104.72615392049167,1.429512
31.99982649503814,-104.71561986868444,1.4654784
32.000302194911264,-104.70508556790895,1.5017496
32.00077702635219,-104.69455101861399,1.5398496
32.001250989289865,-104.68401622124841,1.5806928
32.001724083653386,-104.67348117626113,1.6212312
32.00219630937191,-104.66294588410113,1.6620744
32.0026676663748,-104.65241034521745,1.7041368
32.00313815459149,-104.64187456005921,1.7458944
32.00360777395156,-104.63133852907556,1.7873472
32.00407652438473,-104.62080225271578,1.8284951
32.00454440582082,-104.61026573142915,1.8778728
32.00501141818981,-104.59972896566507,1.92786
32.00547756142178,-104.58919195587293,1.978152
32.00594283544694,-104.57865470250229,2.0290537
32.00640724019563,-104.56811720600268,2.0805647
32.006870775598316,-104.55757946682374,2.131771
32.00733344158561,-104.54704148541516,2.1811488
32.00779523808821,-104.53650326222672,2.231136
32.00825616503699,-104.52596479770824,2.2838664
32.00871622236293,-104.51542609230958,2.345436
32.0091754099971,-104.50488714648074,2.4127967
32.00963372787076,-104.4943479606717,2.4859488
32.010091175915264,-104.48380853533256,2.5642824
32.0105477540621,-104.47326887091344,2.647493
32.011003462242854,-104.46272896786458,2.7346656
32.01145830038931,-104.45218882663625,2.820924
32.011912268433306,-104.44164844767876,2.901696
32.01236536630685,-104.43110783144252,2.9766767
32.01281759394205,-104.420566978378,3.0287976
32.013268951271165,-104.4100258889357,3.0562296
32.01371943822657,-104.39948456356626,3.0720792
32.014169054740776,-104.38894300272028,3.1080456
32.01461780074641,-104.37840120684851,3.1747968
32.015065676176235,-104.36785917640168,3.2927544
32.01551268096312,-104.35731691183067,3.106217
32.01595881504011,-104.34677441358635,3.258312
32.01640407834031,-104.3362316821197,3.4186368
32.01684847079702,-104.32568871788175,3.503676
32.01729199234363,-104.31514552132359,3.5603688
32.01773464291365,-104.30460209289633,3.6063936
32.01817642244075,-104.29405843305122,3.6496751
32.01861733085872,-104.28351454223954,3.6935663
32.019057368101436,-104.27297042091259,3.7371528
32.01949653410294,-104.26242606952178,3.7773864
32.01993482879743,-104.25188148851855,3.8154864
32.02037225211916,-104.24133667835446,3.852672
32.020808804002556,-104.23079163948104,3.8901625
32.02124448438218,-104.22024637234996,3.9285672
32.0216792931927,-104.20970087741291,3.9672768
32.02211323036891,-104.19915515512167,4.005986
32.022546295845736,-104.18860920592803,4.044696
32.02297848955827,-104.1780630302839,4.083101
32.02340981144166,-104.1675166286412,4.1215057
32.023840261431246,-104.15697000145194,4.159301
32.02426983946246,-104.1464231491682,4.197096
32.02469854547087,-104.13587607224208,4.2342815
32.02512637939219,-104.12532877112578,4.2711625
32.02555334116224,-104.11478124627152,4.3077383
32.02597943071696,-104.10423349813162,4.3440094
32.02640464799246,-104.09368552715844,4.379671
32.02682899292491,-104.08313733380442,4.4131994
32.0272524654507,-104.07258891852202,4.4433746
32.027675065506266,-104.06204028176376,4.4711113
32.02809679302821,-104.05149142398227,4.4976287
32.028517647953265,-104.0409423456302,4.523232
32.028937630218294,-104.03039304716027,4.5482254
32.029356739760246,-104.01984352902525,4.5729146
32.02977497651625,-104.00929379167798,4.5972986
32.03019234042355,-103.99874383557136,4.6213775
32.0306088314195,-103.9881936611583,4.645457
32.031024449441595,-103.97764326889187,4.6689262
32.03143919442747,-103.96709265922509,4.6917863
32.031853066314866,-103.95654183261111,4.713732
32.03226606504167,-103.9459907895031,4.734763
32.03267819054589,-103.93543953035433,4.75488
32.033089442765665,-103.92488805561806,4.774082
32.03349982163925,-103.91433636574766,4.7920656
32.03390932710505,-103.90378446119657,4.809439
32.0343179591016,-103.89323234241822,4.8262033
32.03472571756753,-103.88268000986616,4.842967
32.035132602441635,-103.87212746399399,4.8594265
32.03553861366282,-103.86157470525532,4.875581
32.03594375117012,-103.85102173410388,4.8914304
32.0363480149027,-103.8404685509934,4.90728
32.03675140479987,-103.82991515637774,4.9231296
32.03715392080105,-103.81936155071071,4.9386744
32.03755556284579,-103.80880773444626,4.953914
32.037956330873776,-103.7982537080384,4.9691544
32.03835622482482,-103.78769947194111,4.9840894
32.03875524463884,-103.77714502660855,4.999025
32.03915339025595,-103.76659037249482,5.01396
32.0395506616163,-103.75603551005415,5.02859
32.03994705866026,-103.74548043974079,5.042916
32.040342581328254,-103.73492516200908,5.0572414
32.04073722956089,-103.72436967731338,5.071567
32.04113100329887,-103.7138139861081,5.0852833
32.04152390248304,-103.70325808884775,5.0986943
32.04191592705437,-103.69270198598684,5.1118007
32.04230707695396,-103.68214567798,5.124907
32.04269735212306,-103.67158916528186,5.137404
32.043086752503015,-103.66103244834711,5.149596
32.04347527803531,-103.65047552763055,5.1614833
32.043862928661575,-103.63991840358695,5.173675
32.04424970432355,-103.62936107667119,5.1855626
32.04463560496311,-103.61880354733819,5.1977544
32.04502063052227,-103.60824581604292,5.2102513
32.045404780943166,-103.59768788324044,5.223053
32.045788056168064,-103.5871297493858,5.2361593
32.04617045613934,-103.57657141493414,5.2492657
32.04655198079955,-103.56601288034065,5.2620673
32.04693263009131,-103.55545414606061,5.274564
32.047312403957434,-103.54489521254926,5.2870607
32.04769130234083,-103.53433608026201,5.298948
32.04806932518453,-103.52377674965423,5.31053
31.974165467221184,-105.07304193181311,0.6861048
31.974670475517804,-105.06251735971185,0.69342
31.975174618171472,-105.05199252397558,0.699516
31.975677895106838,-105.0414674250507,0.7037832
31.97618030624874,-105.03094206338359,0.7031736
31.976681851522134,-105.02041643942077,0.6952488
31.977182530852065,-105.00989055360886,0.6839712
31.977682344163753,-104.99936440639446,0.67056
31.9781812913825,-104.98883799822428,0.6544056
31.978679372433756,-104.97831132954515,0.6364224
31.979176587243106,-104.96778440080386,0.6153912
31.97967293573625,-104.95725721244739,0.6102096
31.980168417838982,-104.9467297649227,0.6099048
31.98066303347728,-104.93620205867684,0.6096
31.98115678257721,-104.92567409415695,0.6096
31.981649665064985,-104.91514587181021,0.6096
31.982141680866906,-104.90461739208392,0.6096
31.982632829909463,-104.89408865542539,0.6096
31.98312311211922,-104.88355966228201,0.6096
31.983612527422874,-104.87303041310126,0.6096
31.984101075747272,-104.86250090833069,0.6300216
31.984588757019367,-104.85197114841787,0.6891528
31.985075571166234,-104.8414411338105,0.7479792
31.985561518115105,-104.83091086495631,0.8074152
31.986046597793294,-104.82038034230311,0.867156
31.986530810128283,-104.80984956629877,0.9299448
31.987014155047646,-104.79931853739122,1.0030968
31.98749663247911,-104.78878725602848,1.0802112
31.987978242350515,-104.77825572265864,1.159764
31.988458984589833,-104.76772393772983,1.2414504
31.98893885912514,-104.75719190169025,1.313688
31.989417865884683,-104.74665961498818,1.3752576
31.98989600479679,-104.73612707807197,1.4039088
31.99037327578995,-104.72559429139002,1.4420089
31.99084967879276,-104.71506125539081,1.481328
31.991325213733933,-104.70452797052286,1.5175992
31.99179988054234,-104.69399443723482,1.5572232
31.992273679146944,-104.68346065597534,1.5980664
31.99274660947688,-104.67292662719315,1.6389096
31.993218671461367,-104.66239235133708,1.6800576
31.993689865029765,-104.65185782885595,1.7239488
31.99416019011155,-104.64132306019874,1.7672304
31.994629646636348,-104.63078804581446,1.8099024
31.9950982345339,-104.62025278615215,1.8550128
31.995565953734072,-104.60971728166093,1.9040856
31.996032804166862,-104.59918153279003,1.953768
31.996498785762377,-104.5886455399887,2.003755
31.99696389845088,-104.57810930370627,2.054047
31.997428142162743,-104.56757282439212,2.1055584
31.997891516828457,-104.5570361024957,2.1558504
31.998354022378674,-104.54649913846656,2.2043135
31.998815658744117,-104.53596193275425,2.2533865
31.999276425855694,-104.52542448580844,2.305812
31.999736323644417,-104.51488679807883,2.3661623
32.000195352041395,-104.50434887001522,2.4301703
32.00065351097791,-104.49381070206742,2.50698
32.00111080038537,-104.48327229468538,2.5871425
32.00156722019527,-104.47273364831901,2.6773632
32.00202277033926,-104.4621947634184,2.7672791
32.00247745074912,-104.45165564043359,2.8550615
32.002931261356736,-104.44111627981476,2.9303472
32.003384202094146,-104.43057668201216,2.9952695
32.0038362728935,-104.42003684747606,3.0446472
32.0042874736871,-104.40949677665677,3.050743
32.00473780440732,-104.39895647000475,3.0620208
32.005187264986716,-104.38841592797047,3.0995111
32.00563585535795,-104.37787515100443,3.1693103
32.00608357545381,-104.36733413955726,3.275076
32.006530425207224,-104.35679289407962,3.1293817
32.00697640455123,-104.34625141502222,3.1525464
32.00742151341901,-104.33570970283584,3.3473136
32.00786575174385,-104.32516775797137,3.5289743
32.00830911945919,-104.31462558087966,3.6630864
32.008751616498586,-104.30408317201174,3.68808
32.00919324279572,-104.29354053181859,3.7219129
32.0096339982844,-104.28299766075135,3.7615368
32.01007388289857,-104.27245455926115,3.8075616
32.01051289657231,-104.26191122779922,3.8551104
32.010951039239785,-104.25136766681682,3.9005256
32.01138831083534,-104.24082387676532,3.945331
32.01182471129341,-104.23027985809608,3.9910512
32.012260240548585,-104.21973561126062,4.0358567
32.01269489853559,-104.20919113671042,4.0776143
32.013128685189216,-104.19864643489706,4.116934
32.01356160044446,-104.18810150627222,4.1550336
32.013993644236386,-104.17755635128758,4.1919146
32.014424816500224,-104.1670109703949,4.227881
32.01485511717133,-104.15646536404601,4.2623234
32.01528454618515,-104.14591953269282,4.2964606
32.01571310347731,-104.13537347678724,4.3302937
32.01614078898353,-104.12482719678128,4.363517
32.016567602639675,-104.11428069312704,4.3964353
32.01699354438171,-104.10373396627661,4.428439
32.017418614145775,-104.09318701668218,4.4598336
32.017842811868114,-104.082639844796,4.490618
32.018266137485064,-104.07209245107036,4.5204887
32.01868859093314,-104.06154483595765,4.5500546
32.01911017214898,-104.05099699991025,4.5790105
32.01953088106932,-104.0404489433807,4.6012607
32.01995071763106,-104.02990066682148,4.6213775
32.02036968177121,-104.01935217068521,4.642409
32.0207877734269,-104.00880345542453,4.6625257
32.021204992535395,-103.99825452149219,4.6820326
32.021621339034105,-103.98770536934093,4.7012353
32.02203681286055,-103.9771559994236,4.7204375
32.02245141395238,-103.96660641219309,4.739945
32.02286514224738,-103.95605660810234,4.7597566
32.02327799768346,-103.94550658760436,4.779264
32.023689980198654,-103.9349563511522,4.798466
32.02410108973113,-103.92440589919899,4.817669
32.02451132621919,-103.9138552321979,4.836871
32.02492068960124,-103.90330435060218,4.855464
32.02532917981586,-103.89275325486511,4.873752
32.02573679680172,-103.88220194544006,4.891735
32.02614354049763,-103.8716504227804,4.909414
32.02654941084253,-103.86109868733963,4.9267874
32.02695440777546,-103.85054673957127,4.943856
32.02735853123566,-103.83999457992887,4.96062
32.02776178116244,-103.82944220886608,4.977384
32.02816415749525,-103.8188896268366,4.993843
32.028565660173655,-103.80833683429415,5.0099974
32.0289662891374,-103.79778383169256,5.026152
32.029366044326316,-103.78723061948568,5.041697
32.02976492568035,-103.77667719812742,5.0575466
32.03016293313961,-103.76612356807176,5.073091
32.030560066644334,-103.75556972977272,5.088636
32.03095632613488,-103.74501568368439,5.104181
32.031351711551714,-103.7344614302609,5.1197257
32.03174622283547,-103.72390696995645,5.1352706
32.03213985992687,-103.71335230322528,5.1505103
32.0325326227668,-103.7027974305217,5.1657505
32.03292451129626,-103.69224235230007,5.180381
32.03331552545637,-103.68168706901481,5.195011
32.03370566518842,-103.67113158112038,5.2093368
32.03409493043376,-103.6605758890713,5.2236624
32.03448332113392,-103.65001999332216,5.237988
32.03487083723054,-103.63946389432759,5.2523136
32.035257478665415,-103.62890759254226,5.266944
32.03564324538045,-103.61835108842095,5.2812696
32.03602813731764,-103.60779438241842,5.2952905
32.0364121544192,-103.59723747498953,5.3093114
32.036795296627396,-103.58668036658918,5.323027
32.03717756388465,-103.57612305767233,5.337048
32.03755895613352,-103.565565548694,5.350764
32.0379394733167,-103.55500784010924,5.36448
32.038319115376964,-103.54444993237317,5.378196
32.038697882257274,-103.53389182594097,5.391912
32.0390757739007,-103.52333352126786,5.405323
31.965194414034926,-105.0724491021074,0.7138416
31.965699247272916,-105.06192554198545,0.7232904
31.96620321516611,-105.0514017183337,0.7306056
31.966706317639236,-105.04087763159833,0.7357872
31.967208554617155,-105.03035328222565,0.7351776
31.967709926024845,-105.01982867066195,0.7266432
31.968210431787412,-105.00930379735365,0.7138416
31.968710071830095,-104.99877866274724,0.6986016
31.96920884607824,-104.98825326728922,0.6800088
31.96970675445733,-104.97772761142623,0.6586728
31.970203796892978,-104.96720169560493,0.633984
31.970699973310914,-104.95667552027207,0.6129528
31.971195283636995,-104.94614908587448,0.6105144
31.971689727797212,-104.93562239285905,0.6096
31.972183305717678,-104.92509544167268,0.6096
31.97267601732462,-104.91456823276245,0.6096
31.97316786254442,-104.90404076657543,0.6096
31.97365884130354,-104.89351304355877,0.6096
31.974148953528612,-104.88298506415971,0.6096
31.97463819914638,-104.87245682882553,0.6096
31.975126578083707,-104.86192833800361,0.6300216
31.975614090267577,-104.85139959214136,0.6909816
31.976100735625117,-104.84087059168628,0.7522464
31.976586514083582,-104.83034133708595,0.8135112
31.977071425570326,-104.81981182878799,0.874776
