n_event,n_origin,event_id,pick_id,phasehint,arrival_time,probability,snr,detection_probability,network,station,location,channel,picker,evaluation_mode,preferred_origin
178,0,ESG2024vnjr,20250114155300.980103.4608,P,2024-11-02 03:54:40.502515,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155300.980103.4608,P,2024-11-02 03:54:40.502515,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155416.248245.4617,P,2024-11-02 03:54:40.589646,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155416.248245.4617,P,2024-11-02 03:54:40.589646,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155300.981219.4612,P,2024-11-02 03:54:40.661081,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155300.981219.4612,P,2024-11-02 03:54:40.661081,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155300.980826.4610,P,2024-11-02 03:54:40.677139,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155300.980826.4610,P,2024-11-02 03:54:40.677139,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155416.24933.4619,P,2024-11-02 03:54:40.736497,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155416.24933.4619,P,2024-11-02 03:54:40.736497,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155416.248566.4618,S,2024-11-02 03:54:41.954968,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155416.248566.4618,S,2024-11-02 03:54:41.954968,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155300.980634.4609,S,2024-11-02 03:54:41.967502,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155300.980634.4609,S,2024-11-02 03:54:41.967502,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155300.981383.4613,S,2024-11-02 03:54:42.113802,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155300.981383.4613,S,2024-11-02 03:54:42.113802,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155300.980993.4611,S,2024-11-02 03:54:42.260759,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155300.980993.4611,S,2024-11-02 03:54:42.260759,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
178,0,ESG2024vnjr,20250114155416.249523.4620,S,2024-11-02 03:54:42.578094,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,True
178,1,ESG2024vnjr,20250114155416.249523.4620,S,2024-11-02 03:54:42.578094,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.588207.5130,P,2024-11-02 07:51:49.993702,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.588207.5130,P,2024-11-02 07:51:49.993702,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.588207.5130,P,2024-11-02 07:51:49.993702,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.28479.4713,P,2024-11-02 07:51:49.997348,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.28479.4713,P,2024-11-02 07:51:49.997348,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.588668.5132,P,2024-11-02 07:51:50.018542,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.588668.5132,P,2024-11-02 07:51:50.018542,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.588668.5132,P,2024-11-02 07:51:50.018542,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.284277.4711,P,2024-11-02 07:51:50.020394,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.284277.4711,P,2024-11-02 07:51:50.020394,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075150.03-P-EY.POZ1.00.HH,P,2024-11-02 07:51:50.030000,,,,EY,POZ1,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075150.03-P-EY.POZ1.00.HH,P,2024-11-02 07:51:50.030000,,,,EY,POZ1,00,HHZ,EQTransformer,automatic,False
177,0,ESG2024vnrn,20241102.075150.13-P-EY.POZ2.00.HH,P,2024-11-02 07:51:50.130000,,,,EY,POZ2,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075150.13-P-EY.POZ2.00.HH,P,2024-11-02 07:51:50.130000,,,,EY,POZ2,00,HHZ,EQTransformer,automatic,False
177,4,ESG2024vnrn,20250114155812.285892.4719,P,2024-11-02 07:51:50.139019,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.285892.4719,P,2024-11-02 07:51:50.139019,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.589296.5136,P,2024-11-02 07:51:50.140610,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.589296.5136,P,2024-11-02 07:51:50.140610,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.589296.5136,P,2024-11-02 07:51:50.140610,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.285511.4717,P,2024-11-02 07:51:50.147646,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.285511.4717,P,2024-11-02 07:51:50.147646,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.588961.5134,P,2024-11-02 07:51:50.172459,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.588961.5134,P,2024-11-02 07:51:50.172459,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.588961.5134,P,2024-11-02 07:51:50.172459,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.286271.4721,P,2024-11-02 07:51:50.215781,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.286271.4721,P,2024-11-02 07:51:50.215781,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.589603.5138,P,2024-11-02 07:51:50.216419,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.589603.5138,P,2024-11-02 07:51:50.216419,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.589603.5138,P,2024-11-02 07:51:50.216419,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.286598.4723,P,2024-11-02 07:51:50.253247,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.286598.4723,P,2024-11-02 07:51:50.253247,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075150.27-P-EY.ECO2.00.HH,P,2024-11-02 07:51:50.270000,,,,EY,ECO2,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075150.27-P-EY.ECO2.00.HH,P,2024-11-02 07:51:50.270000,,,,EY,ECO2,00,HHZ,EQTransformer,automatic,False
177,4,ESG2024vnrn,20250114155812.285171.4715,P,2024-11-02 07:51:50.289929,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.285171.4715,P,2024-11-02 07:51:50.289929,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.589882.5140,P,2024-11-02 07:51:50.290883,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.589882.5140,P,2024-11-02 07:51:50.290883,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.589882.5140,P,2024-11-02 07:51:50.290883,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.590222.5142,P,2024-11-02 07:51:50.543432,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.590222.5142,P,2024-11-02 07:51:50.543432,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.590222.5142,P,2024-11-02 07:51:50.543432,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075150.56-P-EY.POZ4.00.HH,P,2024-11-02 07:51:50.560000,,,,EY,POZ4,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075150.56-P-EY.POZ4.00.HH,P,2024-11-02 07:51:50.560000,,,,EY,POZ4,00,HHZ,EQTransformer,automatic,False
177,2,ESG2024vnrn,20250113214148.588815.5133,S,2024-11-02 07:51:51.735297,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.588815.5133,S,2024-11-02 07:51:51.735297,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.588815.5133,S,2024-11-02 07:51:51.735297,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.284966.4714,S,2024-11-02 07:51:51.764871,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.284966.4714,S,2024-11-02 07:51:51.764871,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.284609.4712,S,2024-11-02 07:51:51.772888,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.284609.4712,S,2024-11-02 07:51:51.772888,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.588503.5131,S,2024-11-02 07:51:51.818059,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.588503.5131,S,2024-11-02 07:51:51.818059,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.588503.5131,S,2024-11-02 07:51:51.818059,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075151.92-S-EY.POZ1.00.HH,S,2024-11-02 07:51:51.920000,,,,EY,POZ1,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075151.92-S-EY.POZ1.00.HH,S,2024-11-02 07:51:51.920000,,,,EY,POZ1,00,HHZ,EQTransformer,automatic,False
177,2,ESG2024vnrn,20250113214148.589455.5137,S,2024-11-02 07:51:51.921904,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.589455.5137,S,2024-11-02 07:51:51.921904,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.589455.5137,S,2024-11-02 07:51:51.921904,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.286097.4720,S,2024-11-02 07:51:51.988706,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.286097.4720,S,2024-11-02 07:51:51.988706,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075152.03-S-EY.POZ2.00.HH,S,2024-11-02 07:51:52.030000,,,,EY,POZ2,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075152.03-S-EY.POZ2.00.HH,S,2024-11-02 07:51:52.030000,,,,EY,POZ2,00,HHZ,EQTransformer,automatic,False
177,4,ESG2024vnrn,20250114155812.286431.4722,S,2024-11-02 07:51:52.061461,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.286431.4722,S,2024-11-02 07:51:52.061461,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.589743.5139,S,2024-11-02 07:51:52.095951,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.589743.5139,S,2024-11-02 07:51:52.095951,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.589743.5139,S,2024-11-02 07:51:52.095951,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.285717.4718,S,2024-11-02 07:51:52.113565,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.285717.4718,S,2024-11-02 07:51:52.113565,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.589137.5135,S,2024-11-02 07:51:52.151575,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.589137.5135,S,2024-11-02 07:51:52.151575,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.589137.5135,S,2024-11-02 07:51:52.151575,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.285337.4716,S,2024-11-02 07:51:52.245828,,,,EY,POZ3,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.285337.4716,S,2024-11-02 07:51:52.245828,,,,EY,POZ3,00,HHN,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075152.28-S-EY.ECO2.00.HH,S,2024-11-02 07:51:52.280000,,,,EY,ECO2,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075152.28-S-EY.ECO2.00.HH,S,2024-11-02 07:51:52.280000,,,,EY,ECO2,00,HHZ,EQTransformer,automatic,False
177,2,ESG2024vnrn,20250113214148.590026.5141,S,2024-11-02 07:51:52.406366,,,,EY,POZ3,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.590026.5141,S,2024-11-02 07:51:52.406366,,,,EY,POZ3,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.590026.5141,S,2024-11-02 07:51:52.406366,,,,EY,POZ3,00,HHN,eguzmanv@proc1,manual,False
177,2,ESG2024vnrn,20250113214148.590395.5143,S,2024-11-02 07:51:52.534659,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
177,3,ESG2024vnrn,20250113214148.590395.5143,S,2024-11-02 07:51:52.534659,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
177,5,ESG2024vnrn,20250113214148.590395.5143,S,2024-11-02 07:51:52.534659,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
177,4,ESG2024vnrn,20250114155812.286746.4724,S,2024-11-02 07:51:52.613952,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,True
177,6,ESG2024vnrn,20250114155812.286746.4724,S,2024-11-02 07:51:52.613952,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
177,0,ESG2024vnrn,20241102.075152.72-S-EY.POZ4.00.HH,S,2024-11-02 07:51:52.720000,,,,EY,POZ4,00,HHZ,EQTransformer,automatic,False
177,1,ESG2024vnrn,20241102.075152.72-S-EY.POZ4.00.HH,S,2024-11-02 07:51:52.720000,,,,EY,POZ4,00,HHZ,EQTransformer,automatic,False
176,0,ESG2024vnro,20250122212924.10872.6514,P,2024-11-02 07:53:49.338778,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.10872.6514,P,2024-11-02 07:53:49.338778,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.108232.6511,P,2024-11-02 07:53:49.437854,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.108232.6511,P,2024-11-02 07:53:49.437854,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.108551.6513,P,2024-11-02 07:53:49.540127,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.108551.6513,P,2024-11-02 07:53:49.540127,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.107709.6509,P,2024-11-02 07:53:49.696733,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.107709.6509,P,2024-11-02 07:53:49.696733,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.109081.6516,P,2024-11-02 07:53:49.984374,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.109081.6516,P,2024-11-02 07:53:49.984374,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.108878.6515,S,2024-11-02 07:53:51.198863,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,True
176,0,ESG2024vnro,20250122212924.108392.6512,S,2024-11-02 07:53:51.198863,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.108392.6512,S,2024-11-02 07:53:51.198863,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
176,1,ESG2024vnro,20250122212924.108878.6515,S,2024-11-02 07:53:51.198863,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.10802.6510,S,2024-11-02 07:53:51.454545,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.10802.6510,S,2024-11-02 07:53:51.454545,,,,EY,ECO2,00,HHN,eguzmanv@proc1,manual,False
176,0,ESG2024vnro,20250122212924.109243.6517,S,2024-11-02 07:53:52.071377,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,True
176,1,ESG2024vnro,20250122212924.109243.6517,S,2024-11-02 07:53:52.071377,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.347218.6596,P,2024-11-02 07:53:52.405541,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.347218.6596,P,2024-11-02 07:53:52.405541,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.347718.6598,P,2024-11-02 07:53:52.411933,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.347718.6598,P,2024-11-02 07:53:52.411933,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.348088.6600,P,2024-11-02 07:53:52.558950,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.348088.6600,P,2024-11-02 07:53:52.558950,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.348438.6602,P,2024-11-02 07:53:52.916905,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.348438.6602,P,2024-11-02 07:53:52.916905,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.347883.6599,S,2024-11-02 07:53:54.204902,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.347883.6599,S,2024-11-02 07:53:54.204902,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.347546.6597,S,2024-11-02 07:53:54.291194,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.347546.6597,S,2024-11-02 07:53:54.291194,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.348257.6601,S,2024-11-02 07:53:54.406251,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.348257.6601,S,2024-11-02 07:53:54.406251,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
175,0,ESG2024vnrp,20250122213154.348598.6603,S,2024-11-02 07:53:55.026280,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,True
175,1,ESG2024vnrp,20250122213154.348598.6603,S,2024-11-02 07:53:55.026280,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213702.439632.6676,P,2024-11-02 07:55:18.447086,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213702.439632.6676,P,2024-11-02 07:55:18.447086,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213702.440238.6678,P,2024-11-02 07:55:18.491830,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213702.440238.6678,P,2024-11-02 07:55:18.491830,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213702.440643.6680,P,2024-11-02 07:55:18.632455,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213702.440643.6680,P,2024-11-02 07:55:18.632455,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213737.912184.6685,P,2024-11-02 07:55:19.540635,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213737.912184.6685,P,2024-11-02 07:55:19.540635,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213702.439979.6677,S,2024-11-02 07:55:20.268819,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213702.439979.6677,S,2024-11-02 07:55:20.268819,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213702.440438.6679,S,2024-11-02 07:55:20.287995,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213702.440438.6679,S,2024-11-02 07:55:20.287995,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213702.44085.6681,S,2024-11-02 07:55:20.578833,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213702.44085.6681,S,2024-11-02 07:55:20.578833,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
174,0,ESG2024vnrq,20250122213737.912436.6686,S,2024-11-02 07:55:21.103490,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,True
174,1,ESG2024vnrq,20250122213737.912436.6686,S,2024-11-02 07:55:21.103490,,,,EY,POZ4,00,HHN,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.934092.4997,P,2024-11-02 08:30:14.799150,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.934092.4997,P,2024-11-02 08:30:14.799150,,,,EY,ECO1,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.933489.4995,P,2024-11-02 08:30:14.799860,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.933489.4995,P,2024-11-02 08:30:14.799860,,,,EY,POZ1,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.93447.4999,P,2024-11-02 08:30:14.940646,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.93447.4999,P,2024-11-02 08:30:14.940646,,,,EY,POZ2,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.935218.5003,P,2024-11-02 08:30:14.951717,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.935218.5003,P,2024-11-02 08:30:14.951717,,,,EY,ECO4,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.935587.5005,P,2024-11-02 08:30:15.040684,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.935587.5005,P,2024-11-02 08:30:15.040684,,,,EY,POZ3,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.934822.5001,P,2024-11-02 08:30:15.080509,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.934822.5001,P,2024-11-02 08:30:15.080509,,,,EY,ECO2,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.93594.5007,P,2024-11-02 08:30:15.338953,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.93594.5007,P,2024-11-02 08:30:15.338953,,,,EY,POZ4,00,HHZ,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.934271.4998,S,2024-11-02 08:30:16.582442,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.934271.4998,S,2024-11-02 08:30:16.582442,,,,EY,ECO1,00,HHN,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.933848.4996,S,2024-11-02 08:30:16.608695,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.933848.4996,S,2024-11-02 08:30:16.608695,,,,EY,POZ1,00,HHN,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.934645.5000,S,2024-11-02 08:30:16.785381,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.934645.5000,S,2024-11-02 08:30:16.785381,,,,EY,POZ2,00,HHN,eguzmanv@proc1,manual,False
173,0,ESG2024vnst,20250114164314.935412.5004,S,2024-11-02 08:30:16.920799,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,True
173,1,ESG2024vnst,20250114164314.935412.5004,S,2024-11-02 08:30:16.920799,,,,EY,ECO4,00,HHN,eguzmanv@proc1,manual,False
