OBJECTID,yr,mon,day,hr,min_,sec,evid,latitude,longitude,depth,magnitude,qID,cID,nbranch,qnpair,qndiffP,qndiffS,rmsP,rmsS,eh,ez,et,latC,lonC,depC,ev_id,EventDate,Shape,origin_time,x[km],y[km],z[km]
16264,2018,6,18,9,20,18.834,330168019,31.66298,-104.33132,4.684,1.7,16264,2,1064,21,92,75,0.01,0.01,-1,-1,-1.0,31.6507,-104.34654,3.986,texnet2018lvra,1529313619000,,2018-06-18 09:20:18.833999,-11614.109416190078,3719.152363959576,4.684
10998,2018,6,24,11,2,56.157,330692576,31.66341,-104.33501,4.936,1.86,10998,2,1064,29,125,95,0.01,0.01,-1,-1,-1.0,31.65253,-104.35082,4.328,texnet2018mgtk,1529838176000,,2018-06-24 11:02:56.156999,-11614.520185111105,3719.208602538568,4.936
7542,2018,6,26,9,8,17.101,330858497,31.66272,-104.33452,4.75,2.61,7542,2,1064,23,116,85,0.01,0.01,-1,-1,-1.0,31.66168,-104.3594,5.013,texnet2018mkgq,1530004097000,,2018-06-26 09:08:17.100999,-11614.465638560618,3719.1183593636715,4.75
4289,2018,6,26,9,15,58.831,330858958,31.66348,-104.33385,4.764,1.95,4289,2,1064,31,154,103,0.01,0.02,-1,-1,-1.0,31.64978,-104.34332,5.429,texnet2018mkgw,1530004559000,,2018-06-26 09:15:58.831000,-11614.391054501786,3719.217757680715,4.764
8742,2018,6,29,6,25,50.124,331107950,31.66369,-104.33447,4.944,1.8,8742,2,1064,15,60,45,0.01,0.01,-1,-1,-1.0,31.65344,-104.35618,3.766,texnet2018mpnu,1530253550000,,2018-06-29 06:25:50.124000,-11614.460072586078,3719.245223148544,4.944
1379,2018,7,1,6,20,4.311,331280404,31.66301,-104.33277,4.872,1.42,1379,2,1064,23,94,79,0.01,0.01,-1,-1,-1.0,31.65253,-104.34654,4.769,texnet2018mtep,1530426004000,,2018-07-01 06:20:04.310999,-11614.270829451729,3719.15628757292,4.872
1275,2018,7,7,12,43,10.292,331821790,31.60449,-104.12812,6.157,1.55,1275,955,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.60449,-104.12812,6.157,texnet2018neqh,1530967390000,,2018-07-07 12:43:10.291999,-11591.489295660886,3711.5050327486297,6.157
18732,2018,7,18,17,34,59.831,332789699,31.66298,-104.33108,4.927,2.52,18732,2,1064,23,115,82,0.01,0.01,-1,-1,-1.0,31.65436,-104.35297,3.644,texnet2018nzck,1531935300000,,2018-07-18 17:34:59.831000,-11614.08269951229,3719.152363959576,4.927
11522,2018,7,19,9,43,27.447,332847807,31.66119,-104.33125,4.733,1.92,11522,2,1064,11,45,33,0.01,0.01,-1,-1,-1.0,31.65619,-104.35726,4.573,texnet2018oaii,1531993407000,,2018-07-19 09:43:27.446999,-11614.101623825723,3718.918257323125,4.733
2734,2018,7,21,2,15,29.655,332993729,31.56281,-104.17719,7.214,1.82,2734,1785,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.56281,-104.17719,7.214,texnet2018odko,1532139330000,,2018-07-21 02:15:29.655000,-11596.951743074113,3706.05847216666,7.214
18291,2018,7,26,20,13,39.464,333490419,31.65985,-104.34011,5.013,1.56,18291,1552,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65985,-104.34011,5.013,texnet2018onxr,1532636019000,,2018-07-26 20:13:39.463999,-11615.087914514152,3718.7430072623474,5.013
17097,2018,7,31,18,2,15.344,333914535,31.64316,-104.24072,5.255,1.57,17097,74,21,7,24,23,0.0,0.0,-1,-1,-1.0,31.6452,-104.24364,6.089,texnet2018owwv,1533060135000,,2018-07-31 18:02:15.343999,-11604.023870324207,3716.5604402462563,5.255
8788,2018,8,1,0,38,52.391,333938332,31.6452,-104.2415,10.882,1.65,8788,1525,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6452,-104.2415,10.882,texnet2018oxjy,1533083932000,,2018-08-01 00:38:52.390999,-11604.110699527027,3716.827191945193,10.882
93,2018,8,1,7,16,40.597,333962200,31.64316,-104.24121,5.088,1.49,93,74,21,6,22,18,0.0,0.01,-1,-1,-1.0,31.63788,-104.2415,5.013,texnet2018oxxb,1533107801000,,2018-08-01 07:16:40.597000,-11604.078416874696,3716.5604402462563,5.088
9055,2018,8,1,9,38,34.701,333970714,31.64368,-104.24156,4.823,1.43,9055,74,21,7,25,21,0.0,0.01,-1,-1,-1.0,31.63605,-104.22863,3.057,texnet2018oybs,1533116315000,,2018-08-01 09:38:34.701000,-11604.117378696475,3716.628435221535,4.823
3108,2018,8,1,11,47,49.17,333978469,31.64353,-104.24176,4.883,1.65,3108,74,21,9,34,32,0.01,0.0,-1,-1,-1.0,31.64337,-104.24793,4.524,texnet2018oyfz,1533124069000,,2018-08-01 11:47:49.170000,-11604.139642594633,3716.6088212473305,4.883
12480,2018,8,1,12,51,17.573,333982277,31.643,-104.24067,5.237,1.83,12480,74,21,11,45,39,0.01,0.0,-1,-1,-1.0,31.64703,-104.25007,3.79,texnet2018oyid,1533127878000,,2018-08-01 12:51:17.573000,-11604.018304349669,3716.53951879191,5.237
6202,2018,8,2,1,24,14.806,334027454,31.66293,-104.33058,4.824,2.64,6202,2,1064,27,126,92,0.02,0.03,-1,-1,-1.0,31.65802,-104.35082,3.937,texnet2018ozgw,1533173055000,,2018-08-02 01:24:14.805999,-11614.02703976689,3719.1458246068187,4.824
6694,2018,8,2,7,21,45.749,334048905,31.62689,-104.22006,6.383,1.34,6694,2799,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.62689,-104.22006,6.383,texnet2018ozss,1533194506000,,2018-08-02 07:21:45.749000,-11601.724009644418,3714.433174119482,6.383
7098,2018,8,5,0,35,48.827,334283748,31.65253,-104.2415,4.915,1.53,7098,1423,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65253,-104.2415,4.915,texnet2018peru,1533429349000,,2018-08-05 00:35:48.826999,-11604.110699527027,3717.78571571805,4.915
1388,2018,8,5,1,15,40.815,334286140,31.64353,-104.24194,4.872,1.51,1388,74,21,7,22,25,0.0,0.0,-1,-1,-1.0,31.64703,-104.2415,4.28,texnet2018petc,1533431741000,,2018-08-05 01:15:40.814999,-11604.159680102975,3716.6088212473305,4.872
6320,2018,8,5,7,50,58.415,334309858,31.64369,-104.24202,4.945,1.55,6320,74,21,9,37,23,0.01,0.0,-1,-1,-1.0,31.63788,-104.22863,6.676,texnet2018pfgf,1533455458000,,2018-08-05 07:50:58.414999,-11604.16858566224,3716.6297428209396,4.945
10072,2018,8,5,21,24,59.61,334358699,31.64333,-104.23996,4.853,1.93,10072,74,21,5,18,23,0.01,0.0,-1,-1,-1.0,31.64886,-104.23721,4.28,texnet2018pghc,1533504300000,,2018-08-05 21:24:59.609999,-11603.939267511205,3716.582669330949,4.853
9476,2018,8,5,23,50,17.675,334367417,31.64236,-104.23882,5.344,1.71,9476,74,21,5,17,19,0.0,0.01,-1,-1,-1.0,31.64154,-104.24364,4.328,texnet2018pglw,1533513018000,,2018-08-05 23:50:17.675000,-11603.812363291701,3716.4558333345467,5.344
19443,2018,8,7,19,46,24.437,334525584,31.64318,-104.24024,5.309,1.66,19443,74,21,7,26,19,0.01,0.0,-1,-1,-1.0,31.64612,-104.249,3.962,texnet2018pjuu,1533671184000,,2018-08-07 19:46:24.437000,-11603.970436968626,3716.5630554305817,5.309
800,2018,8,8,17,5,31.117,334602331,31.60858,-104.26936,5.307,1.82,800,1342,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.60858,-104.26936,5.307,texnet2018plkz,1533747931000,,2018-08-08 17:05:31.117000,-11607.212060540527,3712.0396274079662,5.307
4191,2018,8,8,21,44,38.572,334619078,31.64346,-104.23993,4.886,1.81,4191,74,21,7,22,28,0.01,0.01,-1,-1,-1.0,31.63971,-104.24578,3.546,texnet2018plud,1533764679000,,2018-08-08 21:44:38.572000,-11603.935927926483,3716.5996680701983,4.886
4697,2018,8,9,7,41,26.704,334654886,31.66387,-104.32752,5.545,1.53,4697,2,1064,7,24,21,0.02,0.05,-1,-1,-1.0,31.6571,-104.33903,4.157,texnet2018pmnx,1533800487000,,2018-08-09 07:41:26.704000,-11613.686402125066,3719.2687650275266,5.545
7371,2018,8,10,1,26,32.339,334718792,31.64253,-104.23899,5.326,1.72,7371,74,21,5,20,17,0.0,0.01,-1,-1,-1.0,31.64337,-104.23935,4.231,texnet2018pnwz,1533864392000,,2018-08-10 01:26:32.338999,-11603.831287605137,3716.478062227976,5.326
5168,2018,8,10,4,45,40.136,334730740,31.6404,-104.20361,9.962,1.49,5168,2583,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6404,-104.20361,9.962,texnet2018podq,1533876340000,,2018-08-10 04:45:40.136000,-11599.892804020868,3716.1995502045997,9.962
4204,2018,8,10,6,41,31.225,334737691,31.64309,-104.24,5.246,1.73,4204,74,21,11,46,37,0.01,0.0,-1,-1,-1.0,31.64429,-104.24686,4.597,texnet2018pohl,1533883291000,,2018-08-10 06:41:31.225000,-11603.943720290836,3716.55128710555,5.246
9297,2018,8,15,5,54,41.586,335166881,31.66463,-104.32709,4.585,1.49,9297,2,1064,5,14,19,0.02,0.04,-1,-1,-1.0,31.65344,-104.33903,4.353,texnet2018pxjk,1534312482000,,2018-08-15 05:54:41.585999,-11613.638534744025,3719.368164575,4.585
9483,2018,8,18,6,33,17.908,335428397,31.64154,-104.24578,10.344,1.79,9483,3767,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.64154,-104.24578,10.344,texnet2018qcxe,1534573998000,,2018-08-18 06:33:17.908000,-11604.587146947622,3716.348612184121,10.344
15694,2018,8,18,17,7,26.267,335466446,31.66496,-104.33479,5.026,1.85,15694,2,1064,23,93,77,0.01,0.01,-1,-1,-1.0,31.65161,-104.34975,4.402,texnet2018qdsc,1534612046000,,2018-08-18 17:07:26.266999,-11614.49569482313,3719.4113251580297,5.026
3940,2018,9,6,6,49,21.473,337070961,31.60309,-104.35297,4.377,1.7,3940,3324,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.60309,-104.35297,4.377,texnet2018rlqg,1536216561000,,2018-09-06 06:49:21.472999,-11616.519483165752,3711.3220473062347,4.377
15373,2018,9,6,14,0,7.587,337096807,31.64353,-104.24174,4.926,1.75,15373,74,21,2,6,6,0.0,0.0,-1,-1,-1.0,31.62781,-104.22756,5.038,texnet2018rmem,1536242408000,,2018-09-06 14:00:07.586999,-11604.137416204816,3716.6088212473305,4.926
5336,2018,9,7,5,36,30.235,337152990,31.64358,-104.23966,4.917,2.12,5336,74,21,6,17,27,0.0,0.0,-1,-1,-1.0,31.64886,-104.2415,7.361,texnet2018rnjj,1536298590000,,2018-09-07 05:36:30.234999,-11603.905871663967,3716.615359235216,4.917
2501,2018,9,7,13,2,24.842,337179744,31.65802,-104.34723,9.122,1.38,2501,967,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65802,-104.34723,9.122,texnet2018rnyc,1536325345000,,2018-09-07 13:02:24.841999,-11615.8805092886,3718.5036773067486,9.122
3278,2018,9,7,13,22,13.421,337180933,31.64318,-104.24025,5.254,1.88,3278,74,21,5,17,18,0.0,0.0,-1,-1,-1.0,31.64154,-104.23507,7.508,texnet2018rnyt,1536326533000,,2018-09-07 13:22:13.420999,-11603.971550163535,3716.5630554305817,5.254
9395,2018,9,8,18,26,41.149,337285601,31.64221,-104.23578,5.875,2.1,9395,74,21,2,10,9,0.01,0.01,-1,-1,-1.0,31.6452,-104.23507,5.649,texnet2018rqef,1536431201000,,2018-09-08 18:26:41.149000,-11603.47395203969,3716.436219638803,5.875
237,2018,9,10,1,34,41.961,337397681,31.64246,-104.23896,5.365,1.87,237,74,21,9,40,30,0.01,0.01,-1,-1,-1.0,31.64795,-104.24257,7.239,texnet2018rsnx,1536543282000,,2018-09-10 01:34:41.960999,-11603.827948020411,3716.4689091492887,5.365
8922,2018,9,10,2,48,38.16,337402118,31.63559,-104.24341,6.575,1.63,8922,543,2,1,1,5,0.01,0.0,-1,-1,-1.0,31.62506,-104.25007,7.019,texnet2018rsqi,1536547718000,,2018-09-10 02:48:38.159999,-11604.323319754441,3715.5706333768157,6.575
9507,2018,9,13,11,1,36.491,337690896,31.64344,-104.24053,4.925,1.44,9507,74,21,6,15,23,0.0,0.0,-1,-1,-1.0,31.63971,-104.23507,6.04,texnet2018rytc,1536836496000,,2018-09-13 11:01:36.490999,-11604.002719620958,3716.5970528779976,4.925
9345,2018,9,16,8,24,28.035,337940667,31.64221,-104.23641,5.954,2.21,9345,74,21,1,5,6,0.01,0.01,-1,-1,-1.0,31.64886,-104.24364,4.622,texnet2018seal,1537086268000,,2018-09-16 08:24:28.035000,-11603.54408331889,3716.436219638803,5.954
4325,2018,9,16,22,0,49.27,337989649,31.643,-104.24025,5.272,1.87,4325,74,21,9,36,35,0.0,0.0,-1,-1,-1.0,31.64703,-104.23721,6.725,texnet2018sfbj,1537135249000,,2018-09-16 22:00:49.270000,-11603.971550163535,3716.53951879191,5.272
18991,2018,9,20,17,26,45.915,338318805,31.63559,-104.2428,6.656,1.84,18991,543,2,1,1,5,0.01,0.0,-1,-1,-1.0,31.64612,-104.23614,6.212,texnet2018smai,1537464406000,,2018-09-20 17:26:45.914999,-11604.255414865058,3715.5706333768157,6.656
10772,2018,10,9,11,48,45.893,339940125,31.65802,-104.32296,5.209,2.01,10772,2692,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65802,-104.32296,5.209,texnet2018tuht,1539085726000,,2018-10-09 11:48:45.893000,-11613.178785247046,3718.5036773067486,5.209
3294,2018,10,17,14,42,28.498,340641748,31.64246,-104.34332,2.494,1.41,3294,1393,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.64246,-104.34332,2.494,texnet2018ujdm,1539787348000,,2018-10-17 14:42:28.498000,-11615.445250079598,3716.4689091492887,2.494
3362,2018,10,21,11,40,45.354,340976445,31.64703,-104.34225,5.551,1.56,3362,3193,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.64703,-104.34225,5.551,texnet2018uqfn,1540122045000,,2018-10-21 11:40:45.353999,-11615.326138224451,3717.0664888909537,5.551
7749,2018,10,22,4,2,17.094,341035337,31.66519,-104.33646,4.996,2.4,7749,2,1064,23,107,85,0.01,0.12,-1,-1,-1.0,31.65894,-104.35833,4.011,texnet2018urlx,1540180937000,,2018-10-22 04:02:17.094000,-11614.681598372757,3719.4414068671736,4.996
15464,2018,10,23,11,23,15.514,341148195,31.65253,-104.35082,5.698,1.57,15464,3036,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65253,-104.35082,5.698,texnet2018utvy,1540293796000,,2018-10-23 11:23:15.513999,-11616.280146260546,3717.78571571805,5.698
14377,2018,10,25,7,47,58.485,341308078,31.6452,-104.35082,2.959,1.73,14377,1429,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6452,-104.35082,2.959,texnet2018uxfw,1540453678000,,2018-10-25 07:47:58.484999,-11616.280146260546,3716.827191945193,2.959
6833,2018,10,25,7,54,17.15,341308457,31.66524,-104.33513,4.961,2.11,6833,2,1064,23,113,82,0.01,0.01,-1,-1,-1.0,31.65802,-104.35511,4.377,texnet2018uxgb,1540454057000,,2018-10-25 07:54:17.149999,-11614.533543450001,3719.447946379018,4.961
9084,2018,10,31,9,0,28.772,341830829,31.66083,-104.31606,4.239,1.57,9084,2,1064,21,65,80,0.03,0.05,-1,-1,-1.0,31.65436,-104.32724,5.796,texnet2018vihg,1540976429000,,2018-10-31 09:00:28.771999,-11612.410680760571,3718.8711749689437,4.239
14550,2018,10,31,9,55,32.013,341834132,31.66191,-104.31721,5.046,1.53,14550,2,1064,12,41,41,0.03,0.04,-1,-1,-1.0,31.6507,-104.32724,5.649,texnet2018vijb,1540979732000,,2018-10-31 09:55:32.012999,-11612.538698174987,3719.0124225787813,5.046
2939,2018,11,9,19,1,59.086,342644519,31.66503,-104.33583,4.619,1.92,2939,2,1064,12,57,43,0.01,0.01,-1,-1,-1.0,31.6507,-104.35511,5.943,texnet2018vzmq,1541790119000,,2018-11-09 19:01:59.085999,-11614.611467093555,3719.4204804529277,4.619
1636,2018,11,10,11,4,55.322,342702295,31.66464,-104.33834,4.877,1.78,1636,2,1064,14,68,54,0.01,0.01,-1,-1,-1.0,31.65619,-104.35511,4.72,texnet2018wask,1541847895000,,2018-11-10 11:04:55.322000,-11614.890879015447,3719.3694724692023,4.877
13924,2018,11,12,9,17,38.04,342868658,31.6615,-104.32148,6.989,1.74,13924,2,1064,2,8,5,0.03,0.06,-1,-1,-1.0,31.65436,-104.33796,5.16,texnet2018wefw,1542014258000,,2018-11-12 09:17:38.039999,-11613.014032400673,3718.958800607631,6.989
941,2018,11,21,10,27,30.924,343650450,31.67816,-104.30795,5.649,1.89,941,3205,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67816,-104.30795,5.649,texnet2018wuts,1542796051000,,2018-11-21 10:27:30.923999,-11611.507879690242,3721.137874229206,5.649
5329,2018,11,23,4,3,9.761,343800189,31.6634,-104.32191,6.252,1.97,5329,2,1064,7,20,31,0.07,0.07,-1,-1,-1.0,31.65344,-104.33903,5.918,texnet2018wxya,1542945790000,,2018-11-23 04:03:09.760999,-11613.061899781715,3719.207294661682,6.252
8263,2018,11,23,5,18,4.263,343804684,31.63879,-104.32188,4.157,1.89,8263,1227,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.63879,-104.32188,4.157,texnet2018wyam,1542950284000,,2018-11-23 05:18:04.262999,-11613.058560196989,3715.9890359604688,4.157
4445,2018,11,23,6,5,13.172,343807513,31.66318,-104.32255,5.989,1.97,4445,2,1064,5,12,24,0.02,0.07,-1,-1,-1.0,31.64886,-104.33582,4.524,texnet2018wycb,1542953113000,,2018-11-23 06:05:13.172000,-11613.133144255822,3719.1785214057977,5.989
8988,2018,11,23,6,38,48.812,343809528,31.66141,-104.33455,4.893,2.31,8988,2,1064,30,89,145,0.11,0.11,-1,-1,-1.0,31.6507,-104.35726,5.6,texnet2018wyde,1542955129000,,2018-11-23 06:38:48.811999,-11614.46897814534,3718.947029962709,4.893
17300,2018,11,23,6,43,28.614,343809808,31.66123,-104.33437,4.819,1.81,17300,2,1064,12,35,54,0.02,0.06,-1,-1,-1.0,31.6507,-104.35511,2.47,texnet2018wydi,1542955409000,,2018-11-23 06:43:28.614000,-11614.448940637,3718.9234887070725,4.819
3894,2018,11,23,7,12,28.681,343811548,31.66223,-104.33445,5.231,1.9,3894,2,1064,22,71,101,0.05,0.14,-1,-1,-1.0,31.65802,-104.35297,4.866,texnet2018wyeg,1542957149000,,2018-11-23 07:12:28.681000,-11614.457846196263,3719.054274037756,5.231
13722,2018,11,23,8,5,35.369,343814735,31.66033,-104.33471,4.757,1.71,13722,2,1064,4,11,16,0.01,0.06,-1,-1,-1.0,31.65344,-104.35618,3.766,texnet2018wyga,1542960335000,,2018-11-23 08:05:35.368999,-11614.486789263867,3718.8057831129945,4.757
15960,2018,11,23,8,42,34.57,343816954,31.66191,-104.33306,5.019,1.97,15960,2,1064,34,125,133,0.02,0.13,-1,-1,-1.0,31.65619,-104.35511,5.209,texnet2018wyhg,1542962555000,,2018-11-23 08:42:34.570000,-11614.303112104059,3719.0124225787813,5.019
5611,2018,11,23,17,33,46.141,343848826,31.65253,-104.35726,5.453,1.61,5611,2529,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65253,-104.35726,5.453,texnet2018wyyt,1542994426000,,2018-11-23 17:33:46.140999,-11616.997043781257,3717.78571571805,5.453
11214,2018,11,24,4,40,6.202,343888806,31.6601,-104.33254,3.952,1.71,11214,2,1064,14,39,55,0.02,0.17,-1,-1,-1.0,31.64337,-104.34868,3.888,texnet2018wzut,1543034406000,,2018-11-24 04:40:06.201999,-11614.245225968845,3718.775702977426,3.952
5596,2018,11,24,7,8,25.696,343897705,31.664,-104.32463,6.178,1.86,5596,2,1064,1,2,4,0.01,0.0,-1,-1,-1.0,31.64886,-104.3251,4.769,texnet2018wzzq,1543043306000,,2018-11-24 07:08:25.696000,-11613.364688796672,3719.2857675240493,6.178
18596,2018,11,25,20,38,42.577,344032722,31.6452,-104.18147,5.6,1.79,18596,4169,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6452,-104.18147,5.6,texnet2018xcvw,1543178323000,,2018-11-25 20:38:42.576999,-11597.428190494707,3716.827191945193,5.6
17720,2018,11,27,5,53,38.725,344152418,31.66248,-104.31365,6.271,1.99,17720,2,1064,12,33,51,0.03,0.03,-1,-1,-1.0,31.65253,-104.32724,5.551,texnet2018xfjr,1543298019000,,2018-11-27 05:53:38.725000,-11612.142400787761,3719.086970590379,6.271
6155,2018,11,28,0,20,34.729,344218834,31.66194,-104.316,6.355,1.93,6155,2,1064,26,107,113,0.09,0.14,-1,-1,-1.0,31.65619,-104.33367,5.062,texnet2018xguf,1543364435000,,2018-11-28 00:20:34.728999,-11612.404001591127,3719.016346146937,6.355
15110,2018,12,1,22,45,35.691,344558735,31.66144,-104.33606,5.475,2.25,15110,2,1064,27,62,150,0.02,0.04,-1,-1,-1.0,31.65985,-104.34868,5.551,texnet2018xnzb,1543704336000,,2018-12-01 22:45:35.691000,-11614.637070576438,3718.9509535097495,5.475
12384,2018,12,2,5,24,38.077,344582678,31.66361,-104.32203,6.12,1.99,12384,2,1064,20,56,91,0.11,0.12,-1,-1,-1.0,31.65985,-104.33796,6.236,texnet2018xomg,1543728278000,,2018-12-02 05:24:38.076999,-11613.075258120609,3719.2347601058596,6.12
16100,2018,12,7,21,32,35.262,345072755,31.64154,-104.26508,4.035,1.18,16100,4483,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.64154,-104.26508,4.035,texnet2018xyvr,1544218355000,,2018-12-07 21:32:35.262000,-11606.735613119932,3716.348612184121,4.035
11838,2018,12,9,16,58,53.891,345229133,31.64326,-104.26463,5.63,1.92,11838,27,109,5,11,21,0.01,0.02,-1,-1,-1.0,31.64337,-104.26722,5.062,texnet2018ycdr,1544374734000,,2018-12-09 16:58:53.890999,-11606.685519349076,3716.573516173506,5.63
7606,2018,12,10,15,14,22.202,345309262,31.62872,-104.33367,5.013,1.5,7606,2043,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.62872,-104.33367,5.013,texnet2018ydvt,1544454862000,,2018-12-10 15:14:22.202000,-11614.371016993442,3714.672423955919,5.013
14608,2018,12,12,4,34,45.057,345443685,31.66411,-104.32402,6.113,1.71,14608,2,1064,5,10,24,0.01,0.07,-1,-1,-1.0,31.65985,-104.34439,5.502,texnet2018ygrq,1544589285000,,2018-12-12 04:34:45.057000,-11613.296783907288,3719.3001542704583,6.113
