ev_id,origin_time,eq_latitude,eq_longitude,magnitude,v_ij
texnet2021fdmn,2021-03-15 01:24:54.335999,31.70374,-104.15471,1.74,1.6645426355834434
texnet2021fflx,2021-03-16 03:23:01.616000,31.51908,-104.01361,1.61,1.6882427056991944
texnet2021fguo,2021-03-16 20:53:41.344999,31.51913,-104.0132,1.94,1.6937357695810562
texnet2021fhea,2021-03-17 01:40:04.128999,31.51955,-104.0122,1.6,1.7138191023641638
texnet2021fhig,2021-03-17 03:48:08.698999,31.51927,-104.01231,1.95,1.6796208537481154
texnet2021fhke,2021-03-17 04:46:18.740999,31.52006,-104.01364,1.8,1.6612897703989447
texnet2021fhpc,2021-03-17 07:16:43.268999,31.51887,-104.01267,2.34,1.676767701641358
texnet2021fhps,2021-03-17 07:33:58.881999,31.51862,-104.01189,1.66,1.5942551029832825
texnet2021fihn,2021-03-17 16:34:19.993999,31.51651,-104.00905,1.62,1.6483922882223894
texnet2021fime,2021-03-17 18:55:22.437000,31.51819,-104.01186,2.07,1.6911765121158469
texnet2021fjzu,2021-03-18 14:56:11.577999,31.51824,-104.01038,2.31,1.6768559150050384
texnet2021flbz,2021-03-19 05:10:25.646000,31.51764,-104.00943,1.64,1.7211536374907281
texnet2021fldh,2021-03-19 05:50:10.561000,31.61504,-104.10246,1.79,1.7092517665279257
texnet2021flti,2021-03-19 13:56:52.133000,31.51933,-104.01394,2.44,1.6944970565105162
texnet2021flwp,2021-03-19 15:34:57.247999,31.61354,-103.97722,1.51,1.9356115374174085
texnet2021flyf,2021-03-19 16:23:59.877000,31.51867,-104.01201,1.97,1.6890127917747968
texnet2021flzu,2021-03-19 17:12:48.612999,31.51867,-104.01289,1.68,1.67973158489021
texnet2021fmmf,2021-03-19 23:28:47.140999,31.51748,-104.00654,1.97,1.6823205927609441
texnet2021fmqm,2021-03-20 01:38:34.804000,31.51689,-104.00997,2.17,1.6667237955127951
texnet2021fmwr,2021-03-20 04:45:36.860999,31.61207,-104.09826,1.73,1.6961138028979474
texnet2021foiz,2021-03-21 00:06:56.712000,31.521,-104.01577,1.93,1.6656438311776738
texnet2021foxm,2021-03-21 07:27:10.523999,31.73081,-104.08654,1.91,1.7654681382880912
texnet2021fpii,2021-03-21 12:55:50.442999,31.61436,-104.09617,1.72,1.854356079309858
texnet2021frme,2021-03-22 17:09:00.740000,31.51712,-104.00486,1.51,1.6619719250843297
texnet2021fsaj,2021-03-23 00:18:57.530000,31.51766,-104.00545,2.04,1.6658054339538664
texnet2021ftgf,2021-03-23 16:23:04.466999,31.49136,-103.99784,1.64,1.6236546254707083
texnet2021fwhi,2021-03-25 08:22:22.917999,31.51375,-104.02173,1.67,1.5594942829451088
texnet2021fxzh,2021-03-26 06:35:33.951999,31.61447,-104.09589,1.77,1.7239413914071635
texnet2021fzyd,2021-03-27 08:16:13.433999,31.48386,-103.95179,1.66,1.547017620370696
texnet2021gahx,2021-03-27 13:15:14.169999,31.61555,-104.09916,1.86,1.8666683491911265
texnet2021garh,2021-03-27 17:57:25.931000,31.5016,-104.00621,1.62,1.816742191771731
texnet2021gcix,2021-03-28 15:59:14.717000,31.6164,-104.09543,1.55,2.689538299110708
texnet2021gcyb,2021-03-28 23:39:13.098000,31.51645,-104.00309,1.8,1.6701247795217575
texnet2021gdtn,2021-03-29 10:29:50.051000,31.48884,-103.96158,1.77,1.6199586318620074
texnet2021gfne,2021-03-30 09:32:40.481000,31.51748,-104.02805,1.8,1.5907992876454362
texnet2021gfud,2021-03-30 13:04:34.375999,31.51625,-104.00351,1.94,1.6641503721352209
texnet2021gghj,2021-03-30 19:45:09.627000,31.70116,-104.14682,2.01,1.6041659881110406
texnet2021ggpy,2021-03-31 00:04:41.369999,31.70201,-104.14988,1.96,1.6509354908280436
texnet2021ggzq,2021-03-31 04:58:58.173999,31.61583,-104.09801,1.63,1.510345755193465
texnet2021ghlk,2021-03-31 10:55:55.322000,31.73766,-104.11135,1.91,1.9406042780936053
texnet2021ghvw,2021-03-31 16:12:07.216999,31.73747,-104.11175,2.1,1.6698896889628532
texnet2021gkec,2021-04-01 22:38:12.877000,31.61702,-104.1,1.55,1.4094682140630392
texnet2021glgu,2021-04-02 13:07:02.789000,31.51568,-104.00224,1.71,1.699292111544087
texnet2021gmfy,2021-04-03 01:50:45.771000,31.73656,-104.11024,2.12,1.7041427501574022
texnet2021gpjr,2021-04-04 19:09:01.028999,31.61923,-104.10198,1.67,1.5514056738562132
texnet2021gqae,2021-04-05 03:28:11.586999,31.49681,-103.99518,1.59,1.4278229560916789
texnet2021grlv,2021-04-05 22:30:34.039000,31.54756,-104.04757,1.57,1.6506104116906635
texnet2021grrl,2021-04-06 01:19:51.235999,31.59825,-103.99381,1.59,1.5724704982430473
texnet2021grxa,2021-04-06 04:08:56.127000,31.73216,-104.10261,1.56,1.641972013245489
texnet2021gupx,2021-04-07 15:58:21.321000,31.61779,-104.10093,1.93,1.4831598554073213
texnet2021gutq,2021-04-07 17:50:57.957000,31.61694,-104.09985,1.63,1.7444881766515552
texnet2021gxgn,2021-04-09 02:37:48.895000,31.50755,-104.01376,1.68,1.5948798173333403
texnet2021gykt,2021-04-09 17:54:08.256999,31.61142,-104.09819,1.66,1.5783778323672712
texnet2021gzci,2021-04-10 02:47:48.792000,31.61683,-104.10314,1.6,1.868715029314073
texnet2021hitr,2021-04-15 09:47:04.767999,31.61404,-104.09665,1.61,1.877702307825437
texnet2021hjvp,2021-04-15 23:53:33.609000,31.5154,-104.00187,1.63,1.7094327609396813
texnet2021hmwg,2021-04-17 15:37:32.228999,31.71022,-104.01977,1.69,1.6311912439839984
texnet2021hnma,2021-04-17 23:35:15.269999,31.71037,-104.01956,2.23,1.6450108451545262
texnet2021hntv,2021-04-18 03:32:06.509999,31.71025,-104.01951,2.03,1.6326505739338208
texnet2021hnzt,2021-04-18 06:31:55.371000,31.73414,-103.95249,1.63,1.6281053678097708
texnet2021hobc,2021-04-18 07:11:38.646999,31.73476,-103.9477,1.95,1.732234008589548
texnet2021hrdv,2021-04-19 23:59:32.494999,31.73014,-103.93842,1.9,1.8150804314838205
texnet2021hsgh,2021-04-20 14:23:01.122000,31.61513,-104.0977,1.76,2.6045079477412303
texnet2021htbe,2021-04-21 00:55:07.634000,31.69766,-104.13968,2.12,1.6614596685052414
texnet2021htqz,2021-04-21 08:55:05.658999,31.6985,-104.13983,1.65,1.6062836095714825
texnet2021htrp,2021-04-21 09:13:47.000000,31.69808,-104.13958,1.95,1.6370157848384257
texnet2021hvcm,2021-04-22 03:51:04.360000,31.70208,-104.15267,1.82,1.5646416606785178
texnet2021hvfg,2021-04-22 05:15:22.658000,31.61518,-104.09956,1.56,1.6793469482613368
texnet2021hwlt,2021-04-22 21:40:40.106000,31.61338,-104.10002,1.77,1.5748827404715442
texnet2021hzdk,2021-04-24 08:52:13.875000,31.56334,-104.02787,1.68,1.6812152605159012
texnet2021hzlf,2021-04-24 12:48:40.962000,31.73119,-104.09332,1.73,1.6767545613721309
texnet2021hzpv,2021-04-24 15:08:32.698999,31.75104,-104.09873,2.04,1.6076172920546434
texnet2021iasp,2021-04-25 05:40:27.879000,31.72954,-103.94183,2.29,1.8652736787557853
texnet2021ibrk,2021-04-25 18:13:19.553000,31.61735,-104.09367,2.27,1.5759238057669578
texnet2021ictv,2021-04-26 08:34:03.605000,31.72954,-103.94107,1.97,1.709696990456291
texnet2021iczr,2021-04-26 11:31:12.647999,31.61662,-104.09391,2.31,1.4278637008717816
texnet2021ijni,2021-04-30 01:14:45.442999,31.61855,-104.10039,1.79,1.927007005952843
texnet2021ijug,2021-04-30 04:44:47.829000,31.51607,-104.00891,1.64,1.5731555680797478
texnet2021ikfa,2021-04-30 10:11:24.867999,31.57404,-104.00831,2.05,1.695806115603747
texnet2021ilfe,2021-04-30 23:24:21.730000,31.57454,-104.00875,1.56,1.692035673141466
texnet2021iljl,2021-05-01 01:32:38.468000,31.57443,-104.00753,1.54,1.654272512580512
texnet2021injc,2021-05-02 03:38:57.784999,31.69895,-104.13848,2.55,1.6197260313784496
texnet2021inkn,2021-05-02 04:19:39.887999,31.70059,-104.14046,2.17,1.7121011787620615
texnet2021inkq,2021-05-02 04:23:10.673000,31.6994,-104.14077,2.13,1.5180791513771679
texnet2021inkz,2021-05-02 04:36:24.271000,31.48961,-103.99648,1.88,1.3958612575009752
texnet2021inmb,2021-05-02 05:08:20.865999,31.70065,-104.13923,1.89,1.7591872928053773
texnet2021iojd,2021-05-02 16:47:54.002000,31.49306,-103.98396,2.0,1.369585129108033
texnet2021ipte,2021-05-03 11:01:11.134000,31.70028,-104.14177,2.25,1.6028011646333744
texnet2021ivrb,2021-05-06 16:45:18.373999,31.61701,-104.10287,1.84,1.735442277474813
texnet2021izay,2021-05-08 13:09:12.457000,31.72908,-103.94049,1.57,1.7330406358299353
texnet2021jbtg,2021-05-10 00:41:31.086999,31.70036,-104.14671,1.73,1.7585965939105621
texnet2021jcly,2021-05-10 10:07:57.817000,31.70166,-104.15171,2.58,1.504953959120517
texnet2021jdmu,2021-05-10 23:41:58.180999,31.62297,-104.05979,1.73,1.0967753065011394
texnet2021jekb,2021-05-11 11:26:53.203000,31.48164,-103.92339,1.76,1.5655192850704382
texnet2021jfzm,2021-05-12 08:22:39.597999,31.51333,-104.0017,1.57,1.66225132223604
texnet2021jhdt,2021-05-12 23:40:17.295000,31.48592,-103.95746,2.19,5.107140869027369
texnet2021jjcp,2021-05-14 01:21:51.030000,31.69832,-104.13324,1.65,1.5867930569069963
texnet2021jjgq,2021-05-14 03:23:23.547000,31.69871,-104.14438,1.59,1.6358345635046065
texnet2021jjuw,2021-05-14 10:35:15.698000,31.61152,-104.09919,1.51,1.770418065762437
texnet2021jlso,2021-05-15 11:41:57.219000,31.4844,-103.92286,1.71,1.1805555555555554
texnet2021jlss,2021-05-15 11:42:18.428999,31.48137,-103.9376,2.28,1.4821734881237714
texnet2021jlsr,2021-05-15 11:44:34.415999,31.48152,-103.93906,2.5,1.641300643115366
texnet2021jltq,2021-05-15 12:14:41.612999,31.48159,-103.93843,1.9,1.5206101904475728
texnet2021jmhc,2021-05-15 19:02:34.807000,31.48293,-103.94812,1.64,7.525921853856564
texnet2021jsdc,2021-05-18 23:49:39.984000,31.6149,-104.10148,2.03,1.840083707845895
texnet2021jtve,2021-05-19 22:06:34.581000,31.58116,-104.01735,1.83,1.5657487749141212
texnet2021jtvr,2021-05-19 22:21:31.315999,31.50503,-104.01026,1.74,1.4424773101447343
texnet2021jtxk,2021-05-19 23:14:28.629000,31.51565,-104.00766,1.73,1.6810288171158805
texnet2021jvyu,2021-05-21 02:12:14.948000,31.61666,-104.10304,1.54,1.5069094396802616
texnet2021karq,2021-05-23 16:15:45.460000,31.61141,-104.09865,2.22,1.5973357019916945
texnet2021kbca,2021-05-23 21:30:20.012000,31.58127,-104.01768,1.56,1.7236169740057763
texnet2021kcii,2021-05-24 13:50:08.842000,31.58175,-104.01852,2.1,1.71916825506811
texnet2021kcis,2021-05-24 14:01:23.396999,31.58164,-104.01873,1.88,1.6554056181898344
texnet2021kczp,2021-05-24 22:34:01.980000,31.49494,-104.00376,1.82,1.4932693486645914
texnet2021kdta,2021-05-25 08:22:36.581000,31.58134,-104.01736,1.6,1.5922275119379914
texnet2021keuu,2021-05-25 22:23:52.548999,31.72777,-103.94344,1.6,1.8082076368702373
texnet2021kiem,2021-05-27 18:43:08.255000,31.61464,-104.09543,1.55,1.593552623473578
texnet2021kimb,2021-05-27 22:32:20.402999,31.61547,-104.09698,1.52,1.6718350507476563
texnet2021kivj,2021-05-28 03:13:58.387000,31.71255,-103.99949,1.54,1.701935700845459
texnet2021kjrp,2021-05-28 14:28:57.520000,31.61692,-104.10295,1.86,1.765971212088318
texnet2021kniw,2021-05-30 14:36:44.710000,31.58119,-104.01464,1.82,1.8526853590913643
texnet2021kodd,2021-05-31 00:50:59.161000,31.61555,-104.09911,1.65,1.4437871908578797
texnet2021kpak,2021-05-31 12:36:23.902000,31.61711,-104.10216,1.55,1.5277762981980496
texnet2021kqgg,2021-06-01 04:41:06.519999,31.59992,-103.99529,1.81,1.7411117264711224
texnet2021krab,2021-06-01 14:42:10.547000,31.59922,-103.99476,2.12,1.6946618730280667
texnet2021kriq,2021-06-01 19:02:09.984000,31.59959,-103.99588,1.7,1.6995314573009275
texnet2021krju,2021-06-01 19:37:29.553000,31.51563,-104.00916,1.73,1.709504965557682
texnet2021ksbs,2021-06-02 04:39:52.094000,31.61387,-104.10134,1.57,1.6865674420553018
texnet2021kskt,2021-06-02 09:13:23.542000,31.69838,-104.14261,2.29,1.642689767854927
texnet2021kxqc,2021-06-05 05:37:23.891999,31.48946,-103.96342,1.95,1.489149915647711
texnet2021kykw,2021-06-05 16:06:33.719000,31.69954,-104.14463,1.56,1.5853766378025966
texnet2021kzez,2021-06-06 02:16:29.303999,31.61667,-104.09623,1.53,2.176469377947537
texnet2021lggx,2021-06-09 23:11:47.313000,31.61681,-104.09456,1.96,1.6666753203455278
texnet2021liif,2021-06-11 02:07:40.283000,31.61599,-104.09872,1.62,1.6406389232814553
texnet2021lmoc,2021-06-13 09:38:29.943999,31.61672,-104.09472,1.98,1.758620552783905
texnet2021ltuo,2021-06-17 08:51:22.687999,31.61506,-104.10115,1.64,1.707061904902569
texnet2021lvai,2021-06-18 00:54:31.446999,31.61437,-104.09537,1.51,1.7160741655024616
texnet2021lvpo,2021-06-18 08:36:53.786000,31.61383,-104.09657,1.54,1.8514275350854514
texnet2021lxcd,2021-06-19 04:05:47.381999,31.58122,-104.01759,1.58,1.6423619362017652
texnet2021lzjt,2021-06-20 10:12:31.478000,31.61192,-104.09776,1.64,1.7248675015457202
texnet2021lzzg,2021-06-20 18:02:44.767000,31.61614,-104.09648,1.78,1.4719816026790054
texnet2021mces,2021-06-21 23:05:18.445000,31.6165,-104.10139,1.69,1.5454966303738191
texnet2021mdmr,2021-06-22 16:13:38.158999,31.59456,-103.98918,1.67,1.5056632825029097
texnet2021mhak,2021-06-24 14:36:49.051999,31.59824,-103.99641,3.35,1.5533265557135802
texnet2021mhfe,2021-06-24 16:59:09.247999,31.59936,-103.99333,1.78,1.6563590258156338
texnet2021mhvl,2021-06-25 01:12:51.728999,31.59985,-103.99618,2.87,1.827118475470249
texnet2021mivy,2021-06-25 14:38:22.914999,31.59835,-103.99255,1.51,1.4632920365072557
texnet2021mjlh,2021-06-25 22:21:41.863999,31.598,-103.99273,1.67,1.607344592459715
texnet2021mkae,2021-06-26 05:52:29.135999,31.60698,-103.96266,1.73,1.6373610988680496
texnet2021mkfp,2021-06-26 08:36:54.076999,31.60687,-103.96198,2.03,1.4753638726445746
texnet2021mklo,2021-06-26 11:37:31.001000,31.60655,-103.96201,1.77,1.5444420124344402
texnet2021mkmg,2021-06-26 11:58:17.775999,31.60751,-103.96343,2.43,1.5586828157005936
texnet2021mkmj,2021-06-26 12:02:10.019999,31.60728,-103.96251,2.6,1.5107904524898985
texnet2021mkml,2021-06-26 12:04:25.585999,31.60739,-103.9616,2.0,1.5034018681445405
texnet2021mlgv,2021-06-26 22:22:24.859000,31.58174,-103.91045,1.59,1.7031769611571994
texnet2021mlha,2021-06-26 22:28:22.463999,31.5813,-103.91016,1.73,1.5836211883176163
texnet2021mlhg,2021-06-26 22:34:17.469000,31.58097,-103.90934,1.61,1.7376308700851832
texnet2021mlim,2021-06-26 23:13:15.150999,31.58175,-103.91094,1.84,1.7608691673145151
texnet2021mliu,2021-06-26 23:19:07.190999,31.58185,-103.91066,1.82,1.781580427780793
texnet2021mlis,2021-06-26 23:19:27.295999,31.60615,-103.96198,2.56,1.595240013591954
texnet2021mllf,2021-06-27 00:35:43.932999,31.58183,-103.91132,1.92,1.601449039320932
texnet2021mllp,2021-06-27 00:46:41.228000,31.58167,-103.91085,1.57,1.7027025947434054
texnet2021mllt,2021-06-27 00:51:32.575000,31.58241,-103.91187,1.74,1.7234045957184392
texnet2021mloa,2021-06-27 02:00:26.681000,31.58219,-103.91177,1.93,1.5088858727671852
texnet2021mmqd,2021-06-27 16:13:18.550000,31.49167,-103.96822,1.73,1.5777601442911062
texnet2021mned,2021-06-27 23:17:25.012000,31.59775,-103.99627,2.12,1.657620823206451
texnet2021mnee,2021-06-27 23:18:09.567000,31.59788,-103.99678,2.96,1.711240835751375
texnet2021mnyu,2021-06-28 09:43:16.295999,31.59774,-103.99629,2.44,1.7101348682048068
texnet2021mosv,2021-06-28 19:50:21.759000,31.6141,-104.09997,1.57,1.497266864317157
texnet2021mouc,2021-06-28 20:29:02.462000,31.49328,-103.9729,1.93,1.6416515256765996
texnet2021mozd,2021-06-28 23:01:35.045000,31.58345,-103.91447,2.19,1.6930363182652095
texnet2021moze,2021-06-28 23:03:11.948999,31.58353,-103.9143,1.66,1.7477054467456181
texnet2021mozg,2021-06-28 23:05:09.930999,31.58366,-103.9154,1.58,1.678794121540598
texnet2021mozh,2021-06-28 23:06:45.676000,31.58393,-103.91557,2.17,1.7170466335027004
texnet2021mozq,2021-06-28 23:16:23.750000,31.58319,-103.91324,1.75,1.7758376059542849
texnet2021mpam,2021-06-28 23:42:25.850000,31.58433,-103.91603,2.06,1.6390845483145504
texnet2021mpaq,2021-06-28 23:47:16.079000,31.58427,-103.91632,2.43,1.8733169789751039
texnet2021mpbg,2021-06-29 00:06:31.245999,31.58464,-103.91729,1.85,1.8538336392027899
texnet2021mpbv,2021-06-29 00:23:39.014000,31.58458,-103.9165,2.04,1.711442161732048
texnet2021mrvx,2021-06-30 12:48:42.436999,31.61653,-104.10022,1.62,1.4392798082072327
texnet2021mrwi,2021-06-30 13:01:38.387000,31.7015,-104.14911,1.71,1.6439553300954945
texnet2021mrwo,2021-06-30 13:08:11.772000,31.61593,-104.09973,2.01,1.545454414468414
texnet2021msla,2021-06-30 20:27:12.188000,31.60703,-103.96269,1.7,1.5982136640254008
texnet2021msrn,2021-06-30 23:43:40.588999,31.61845,-104.09685,1.58,1.672810474289282
texnet2021mujt,2021-07-01 22:04:40.244999,31.58083,-104.01936,1.92,1.7708119693712359
texnet2021mxxz,2021-07-03 20:40:11.150000,31.62093,-104.00496,2.0,1.9233950040854444
texnet2021mxyd,2021-07-03 20:44:39.557000,31.62116,-104.04179,1.73,1.9097097307949213
texnet2021mxyf,2021-07-03 20:47:58.018999,31.6184,-104.00504,1.8,1.8813529350057692
texnet2021mxyj,2021-07-03 20:52:50.265000,31.62137,-104.00549,1.72,1.8547868550975188
texnet2021mxzk,2021-07-03 21:24:04.839999,31.62186,-104.00664,2.14,1.6013925643707112
texnet2021myen,2021-07-03 23:58:40.670000,31.62214,-104.04334,1.87,1.9554473617223787
texnet2021mzdv,2021-07-04 12:45:36.348999,31.63041,-103.97462,1.68,1.2615683467525052
texnet2021nfbf,2021-07-07 18:15:53.487000,31.61504,-104.1016,1.98,1.526254391326591
texnet2021nftp,2021-07-08 03:32:39.479999,31.73261,-104.10427,1.77,1.7362745118050609
texnet2021ngio,2021-07-08 11:06:50.439000,31.61986,-104.00842,1.83,1.7862396891527883
texnet2021npft,2021-07-13 07:54:45.770000,31.70175,-104.13666,1.65,1.5935909223544178
texnet2021nppe,2021-07-13 12:40:29.853999,31.70168,-104.13917,2.53,1.7555473592942563
texnet2021npqu,2021-07-13 13:28:47.841000,31.70334,-104.1438,1.98,1.7788774133355978
texnet2021nprz,2021-07-13 14:05:00.862000,31.70127,-104.13881,1.72,1.600812087931264
texnet2021nptb,2021-07-13 14:38:41.210999,31.72422,-104.13932,1.92,1.4012767737505123
texnet2021nurv,2021-07-16 07:41:52.930999,31.61226,-104.09876,1.61,1.719416810693762
texnet2021nwnz,2021-07-17 08:00:37.758000,31.59883,-103.98977,1.67,1.511178031079859
texnet2021nwvx,2021-07-17 12:01:06.911999,31.59795,-103.99092,1.81,1.61611805909263
texnet2021nxnc,2021-07-17 20:41:03.870000,31.61509,-104.09472,1.64,1.6317974402906685
texnet2021nxwv,2021-07-18 01:38:02.591000,31.61561,-104.09693,1.79,1.7125545644817919
texnet2021nyvh,2021-07-18 13:57:55.709000,31.6144,-104.09671,1.59,1.655302794176385
texnet2021nzjz,2021-07-18 21:23:57.496999,31.73291,-104.10472,1.68,1.6657573820747782
texnet2021nzqv,2021-07-19 00:52:02.623000,31.61433,-104.09814,1.66,1.7735616618243568
texnet2021obvv,2021-07-20 05:40:02.412999,31.61097,-103.98482,1.85,1.4980305732017667
texnet2021ocah,2021-07-20 07:54:37.786999,31.61039,-103.98493,1.96,1.8999990839470893
texnet2021ocam,2021-07-20 08:00:19.690999,31.61109,-103.98604,1.96,1.7331668961708255
texnet2021ocqi,2021-07-20 16:00:57.950000,31.61058,-103.98499,1.71,1.914180684907011
texnet2021odty,2021-07-21 06:59:24.173999,31.61084,-103.9858,2.07,1.1662171245610764
texnet2021odur,2021-07-21 07:21:37.078000,31.61032,-103.98348,1.66,1.6754394734424565
texnet2021odva,2021-07-21 07:31:03.209000,31.61183,-103.98738,1.71,1.877553000925974
texnet2021odvc,2021-07-21 07:31:38.796999,31.61169,-103.98649,1.68,1.8424009148859715
texnet2021odvw,2021-07-21 07:57:31.603999,31.61158,-103.98709,2.23,1.8403371298253457
texnet2021oeer,2021-07-21 12:24:15.525000,31.61179,-103.98738,1.68,1.8434351239413986
texnet2021oeex,2021-07-21 12:30:35.502000,31.61197,-103.9875,2.11,1.8069380112348477
texnet2021oeev,2021-07-21 12:31:01.474000,31.61177,-103.98571,2.3,1.4002061471722955
texnet2021oeey,2021-07-21 12:31:14.448999,31.60852,-103.98655,2.52,1.8750293253825663
texnet2021oefa,2021-07-21 12:33:46.896000,31.61088,-103.98485,1.83,1.4908507597563028
texnet2021oefc,2021-07-21 12:36:25.192000,31.61072,-103.98609,2.1,2.0269258962380303
texnet2021oeff,2021-07-21 12:40:28.702000,31.61122,-103.98505,1.97,1.8913045138915414
texnet2021oega,2021-07-21 13:05:10.669999,31.61057,-103.98616,1.98,1.7755177544863925
texnet2021oege,2021-07-21 13:10:07.283999,31.6108,-103.98669,2.2,1.64834980137505
texnet2021oegh,2021-07-21 13:12:27.460999,31.61204,-103.98619,2.35,1.901958913571955
texnet2021oego,2021-07-21 13:21:12.458000,31.61226,-103.98729,2.05,1.8586866360976
texnet2021oekp,2021-07-21 15:23:00.147000,31.6116,-103.98488,1.71,1.730638393060668
texnet2021oerq,2021-07-21 18:56:57.988999,31.61196,-103.98702,1.96,1.9110596374937585
texnet2021oewp,2021-07-21 21:27:19.817000,31.59941,-104.01652,1.51,1.8550005560704357
texnet2021ofdl,2021-07-22 00:54:57.195999,31.61169,-103.98762,1.7,1.8190081616993201
texnet2021ofej,2021-07-22 01:23:28.245999,31.61057,-103.98671,2.38,1.9856449955339117
texnet2021ogyu,2021-07-23 00:50:56.874000,31.49843,-103.98906,1.74,1.44422593646058
texnet2021ohdi,2021-07-23 03:07:06.174000,31.60987,-103.98342,1.94,1.933333953938672
texnet2021ohfp,2021-07-23 04:17:02.427000,31.61029,-103.98378,1.76,1.9019630102214578
texnet2021ohfu,2021-07-23 04:22:47.848999,31.61039,-103.98493,2.4,1.9134704294523996
texnet2021ohgj,2021-07-23 04:39:43.927999,31.61067,-103.98602,1.76,1.873239611740619
texnet2021oimq,2021-07-23 20:58:11.827999,31.61276,-103.98616,1.93,1.8371167997406903
texnet2021oimv,2021-07-23 21:03:45.692000,31.61263,-103.98672,1.61,1.8314595583347615
texnet2021oitd,2021-07-24 00:16:03.468000,31.69603,-104.13503,2.15,1.7550397692154052
texnet2021oivz,2021-07-24 01:41:23.379999,31.61291,-103.98592,2.16,1.8654726960519479
texnet2021ojgy,2021-07-24 07:14:25.780999,31.61153,-103.98635,2.16,1.6741986961248485
texnet2021okpf,2021-07-25 00:32:58.963999,31.61258,-103.9865,2.03,2.041328819379954
texnet2021onyh,2021-07-26 20:31:11.664999,31.61669,-104.10307,1.89,1.7891857308670795
texnet2021oygv,2021-08-01 12:13:20.542000,31.61057,-104.09865,1.51,1.7377678401887764
texnet2021pvmz,2021-08-14 05:27:24.556000,31.5994,-103.99977,2.13,1.72525899588283
texnet2021qauj,2021-08-17 02:50:07.049000,31.61658,-104.09667,1.82,1.6264361269818586
texnet2021qjhz,2021-08-21 18:50:07.960000,31.49502,-103.9812,1.56,1.5385674522943975
