OBJECTID,yr,mon,day,hr,min_,sec,evid,latitude,longitude,depth,magnitude,qID,cID,nbranch,qnpair,qndiffP,qndiffS,rmsP,rmsS,eh,ez,et,latC,lonC,depC,ev_id,EventDate,Shape,origin_time,x[km],y[km],z[km]
9876,2018,2,3,7,59,25.465,318499165,31.64843,-104.5213,5.867,1.82,9876,457,2,1,5,2,0.0,0.0,-1,-1,-1.0,31.65802,-104.53518,5.649,texnet2018cixk,1517644765000,,2018-02-03 07:59:25.464999,-11635.257893050986,3717.249560773037,5.867
12341,2018,2,3,12,49,50.672,318516590,31.64886,-104.50731,9.562,1.53,12341,2741,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.64886,-104.50731,9.562,texnet2018cjgz,1517662191000,,2018-02-03 12:49:50.671999,-11633.700533374786,3717.305790547437,9.562
16702,2018,2,5,8,41,14.932,318674474,31.65802,-104.52661,9.366,1.24,16702,3511,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65802,-104.52661,9.366,texnet2018cmpt,1517820075000,,2018-02-05 08:41:14.932000,-11635.848999547097,3718.5036773067486,9.366
4611,2018,3,15,17,10,35.477,321988235,31.70197,-104.53732,3.399,1.63,4611,3512,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.70197,-104.53732,3.399,texnet2018ferr,1521133835000,,2018-03-15 17:10:35.476999,-11637.041231293491,3724.252823362165,3.399
5248,2018,3,27,6,7,8.485,322985228,31.63879,-104.51053,2.592,1.88,5248,783,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.63879,-104.51053,2.592,texnet2018fztv,1522130828000,,2018-03-27 06:07:08.484999,-11634.05898213514,3715.9890359604688,2.592
8935,2018,3,30,4,21,49.689,323238109,31.65619,-104.47516,3.399,1.54,8935,3681,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65619,-104.47516,3.399,texnet2018gfcx,1522383710000,,2018-03-30 04:21:49.689000,-11630.121611745783,3718.2643520644515,3.399
7597,2018,4,8,5,45,16.218,324020716,31.69098,-104.53732,3.057,1.76,7597,711,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.69098,-104.53732,3.057,texnet2018gvre,1523166316000,,2018-04-08 05:45:16.217999,-11637.041231293491,3722.8149545899737,3.057
242,2018,4,11,1,5,16.211,324263116,31.71478,-104.50088,4.377,1.75,242,4553,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.71478,-104.50088,4.377,texnet2018haul,1523408716000,,2018-04-11 01:05:16.210999,-11632.984749048985,3725.929025552008,4.377
5816,2018,4,24,3,11,16.492,325393876,31.71459,-104.52582,2.761,1.51,5816,570,2,1,4,2,0.01,0.0,-1,-1,-1.0,31.70929,-104.52875,2.861,texnet2018hyse,1524539476000,,2018-04-24 03:11:16.492000,-11635.76105714937,3725.904162157192,2.761
7867,2018,4,24,13,49,43.865,325432183,31.71753,-104.5384,6.945,1.53,7867,3321,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.71753,-104.5384,6.945,texnet2018hzng,1524577784000,,2018-04-24 13:49:43.865000,-11637.161456343549,3726.2888961828344,6.945
13550,2018,4,24,14,57,31.551,325436251,31.71498,-104.52525,2.961,1.44,13550,570,2,1,4,2,0.01,0.0,-1,-1,-1.0,31.72028,-104.52232,2.861,texnet2018hzpl,1524581852000,,2018-04-24 14:57:31.550999,-11635.697605039617,3725.955197601598,2.961
5137,2018,4,29,21,57,37.93,325893457,31.7368,-104.55922,10.013,1.05,5137,3754,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.7368,-104.55922,10.013,texnet2018ijgv,1525039058000,,2018-04-29 21:57:37.929999,-11639.479128141866,3728.8109074100275,10.013
15711,2018,5,5,19,53,22.522,326404402,31.71478,-104.52446,5.6,1.38,15711,2933,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.71478,-104.52446,5.6,texnet2018iubu,1525550003000,,2018-05-05 19:53:22.521999,-11635.609662641893,3725.929025552008,5.6
8913,2018,5,6,8,27,54.211,326449674,31.68365,-104.52232,11.861,1.16,8913,3091,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.68365,-104.52232,11.861,texnet2018ivao,1525595274000,,2018-05-06 08:27:54.210999,-11635.371438931594,3721.8560339533115,11.861
19485,2018,5,12,7,18,23.799,326963903,31.68382,-104.50536,4.753,1.47,19485,18,173,18,63,51,0.06,0.02,-1,-1,-1.0,31.67999,-104.52232,3.399,texnet2018jfxj,1526109504000,,2018-05-12 07:18:23.798999,-11633.48346036774,3721.878272728329,4.753
9662,2018,5,13,10,29,15.883,327061755,31.69428,-104.50253,8.677,1.41,9662,4047,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.69428,-104.50253,8.677,texnet2018jhzf,1526207356000,,2018-05-13 10:29:15.882999,-11633.168426208795,3723.246689832856,8.677
12976,2018,5,13,13,35,2.136,327072902,31.68345,-104.5051,4.426,1.85,12976,18,173,23,100,58,0.01,0.02,-1,-1,-1.0,31.67267,-104.51589,6.187,texnet2018jifh,1526218502000,,2018-05-13 13:35:02.136000,-11633.454517300135,3721.8298707407257,4.426
10982,2018,5,13,16,51,55.751,327084715,31.6556,-104.47764,7.854,1.35,10982,1780,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6556,-104.47764,7.854,texnet2018jilu,1526230316000,,2018-05-13 16:51:55.750999,-11630.39768408295,3718.18719356479,7.854
15637,2018,5,13,19,30,26.849,327094226,31.68293,-104.50545,5.397,1.56,15637,18,173,12,44,33,0.04,0.02,-1,-1,-1.0,31.67267,-104.51374,4.084,texnet2018jiqz,1526239827000,,2018-05-13 19:30:26.849000,-11633.493479121911,3721.7618466518034,5.397
9451,2018,5,13,19,43,53.687,327095033,31.68342,-104.50557,5.238,1.7,9451,18,173,11,38,33,0.02,0.02,-1,-1,-1.0,31.6745,-104.52017,3.595,texnet2018jirn,1526240634000,,2018-05-13 19:43:53.686999,-11633.506837460807,3721.825946263699,5.238
6182,2018,5,15,10,22,31.888,327234151,31.67816,-104.51572,1.715,1.37,6182,409,2,1,3,3,0.0,0.0,-1,-1,-1.0,31.68182,-104.51803,0.024,texnet2018jlqa,1526379752000,,2018-05-15 10:22:31.888000,-11634.636730292359,3721.137874229206,1.715
6596,2018,5,15,13,36,22.507,327245782,31.67816,-104.50946,2.274,1.82,6596,1062,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67816,-104.50946,2.274,texnet2018jlwj,1526391383000,,2018-05-15 13:36:22.507000,-11633.939870279992,3721.137874229206,2.274
14535,2018,5,15,15,59,47.838,327254388,31.68425,-104.50445,4.098,1.91,14535,18,173,5,24,10,0.01,0.02,-1,-1,-1.0,31.67908,-104.5191,2.69,texnet2018jmbb,1526399988000,,2018-05-15 15:59:47.838000,-11633.382159631119,3721.9345239292825,4.098
14103,2018,5,15,16,1,14.374,327254474,31.68438,-104.50449,4.365,1.86,14103,18,173,3,12,6,0.01,0.02,-1,-1,-1.0,31.67267,-104.5116,2.568,texnet2018jmbd,1526400074000,,2018-05-15 16:01:14.374000,-11633.38661241075,3721.9515301576116,4.365
18917,2018,5,15,16,43,14.296,327256994,31.6745,-104.50731,3.155,1.45,18917,3130,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6745,-104.50731,3.155,texnet2018jmcn,1526402594000,,2018-05-15 16:43:14.295999,-11633.700533374786,3720.6591246706967,3.155
9197,2018,5,15,16,49,12.531,327257352,31.68416,-104.50378,4.231,2.02,9197,18,173,9,38,18,0.01,0.01,-1,-1,-1.0,31.67816,-104.51589,2.959,texnet2018jmcs,1526402953000,,2018-05-15 16:49:12.531000,-11633.307575572288,3721.922750400545,4.231
7440,2018,5,16,0,47,10.603,327286030,31.68403,-104.50568,4.134,1.56,7440,18,173,3,9,9,0.02,0.02,-1,-1,-1.0,31.67816,-104.52232,3.155,texnet2018jmsl,1526431631000,,2018-05-16 00:47:10.602999,-11633.519082604795,3721.905744212521,4.134
11432,2018,5,16,6,27,32.415,327306452,31.68436,-104.50555,4.216,1.8,11432,18,173,9,34,25,0.02,0.02,-1,-1,-1.0,31.67267,-104.50946,3.839,texnet2018jnds,1526452052000,,2018-05-16 06:27:32.414999,-11633.50461107099,3721.9489138132417,4.216
11155,2018,5,16,12,17,37.011,327327457,31.71566,-104.51545,6.469,1.29,11155,304,3,1,4,2,0.0,0.0,-1,-1,-1.0,31.7196,-104.53264,6.157,texnet2018jnpg,1526473057000,,2018-05-16 12:17:37.011000,-11634.606674029845,3726.0441829925,6.469
10439,2018,5,16,15,38,48.796,327339528,31.68477,-104.50378,4.237,2.28,10439,18,173,15,53,41,0.01,0.02,-1,-1,-1.0,31.66901,-104.50731,1.492,texnet2018jnvw,1526485129000,,2018-05-16 15:38:48.795999,-11633.307575572288,3722.0025489855,4.237
17087,2018,5,18,1,12,52.792,327460372,31.67816,-104.51605,1.61,1.32,17087,409,2,1,3,3,0.0,0.0,-1,-1,-1.0,31.6745,-104.51374,3.301,texnet2018jqki,1526605973000,,2018-05-18 01:12:52.792000,-11634.673465724321,3721.137874229206,1.61
17775,2018,5,18,3,6,12.306,327467172,31.70487,-104.50496,6.671,1.63,17775,3089,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.70487,-104.50496,6.671,texnet2018jqoa,1526612772000,,2018-05-18 03:06:12.305999,-11633.438932571422,3724.6322711878297,6.671
19605,2018,5,18,6,34,14.704,327479654,31.68446,-104.50523,4.171,2.71,19605,18,173,32,130,86,0.02,0.03,-1,-1,-1.0,31.68182,-104.51803,2.421,texnet2018jquy,1526625255000,,2018-05-18 06:34:14.704000,-11633.468988833936,3721.9619955407293,4.171
7788,2018,5,18,12,4,4.256,327499444,31.68464,-104.50511,4.622,2.79,7788,18,173,25,103,60,0.02,0.04,-1,-1,-1.0,31.67633,-104.51589,3.937,texnet2018jrfu,1526645044000,,2018-05-18 12:04:04.256000,-11633.455630495042,3721.985542685721,4.622
5910,2018,5,19,1,42,56.036,327548576,31.68428,-104.50283,3.304,1.8,5910,18,173,4,13,12,0.02,0.05,-1,-1,-1.0,31.66901,-104.5116,4.671,texnet2018jsgv,1526694176000,,2018-05-19 01:42:56.036000,-11633.201822056035,3721.9384484413995,3.304
7302,2018,5,19,3,21,51.325,327554511,31.68461,-104.5024,4.179,1.76,7302,18,173,32,124,92,0.01,0.03,-1,-1,-1.0,31.67633,-104.5116,5.209,texnet2018jskb,1526700111000,,2018-05-19 03:21:51.325000,-11633.15395467499,3721.981618158384,4.179
8103,2018,5,20,18,2,22.662,327693742,31.68308,-104.50605,4.491,1.96,8103,18,173,20,89,54,0.01,0.02,-1,-1,-1.0,31.67816,-104.52017,3.497,texnet2018jviq,1526839343000,,2018-05-20 18:02:22.661999,-11633.560270816388,3721.7814689460415,4.491
2402,2018,5,20,19,34,15.19,327699255,31.68323,-104.50653,4.401,2.92,2402,18,173,23,95,68,0.02,0.02,-1,-1,-1.0,31.68182,-104.52017,2.176,texnet2018jvlr,1526844855000,,2018-05-20 19:34:15.189999,-11633.613704171967,3721.8010912719856,4.401
16067,2018,5,20,22,56,25.644,327711385,31.67542,-104.33903,9.635,1.38,16067,4486,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67542,-104.33903,9.635,texnet2018jvsi,1526856986000,,2018-05-20 22:56:25.643999,-11614.967689464094,3720.7794643142743,9.635
18644,2018,5,22,1,14,27.548,327806067,31.67267,-104.43014,4.328,1.5,18644,3489,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67267,-104.43014,4.328,texnet2018jxsj,1526951668000,,2018-05-22 01:14:27.547999,-11625.110008270269,3720.4197569674207,4.328
19081,2018,5,23,7,21,0.268,327914460,31.65974,-104.47052,3.895,1.49,19081,1497,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.65974,-104.47052,3.895,texnet2018jzzz,1527060060000,,2018-05-23 07:21:00.268000,-11629.605089308503,3718.7286211755822,3.895
15840,2018,5,23,7,26,13.179,327914773,31.67079,-104.47778,11.196,1.41,15840,1715,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67079,-104.47778,11.196,texnet2018kaad,1527060373000,,2018-05-23 07:26:13.179000,-11630.413268811662,3720.173854074772,11.196
9965,2018,5,24,22,25,18.961,328055119,31.68369,-104.50393,4.449,2.1,9965,18,173,14,47,38,0.02,0.02,-1,-1,-1.0,31.68365,-104.5116,2.763,texnet2018kczi,1527200719000,,2018-05-24 22:25:18.960999,-11633.324273495906,3721.861266602593,4.449
7731,2018,5,25,3,52,59.821,328074779,31.66534,-104.52875,4.72,1.11,7731,4555,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.66534,-104.52875,4.72,texnet2018kdkd,1527220380000,,2018-05-25 03:52:59.820999,-11636.087223257395,3719.4610254132626,4.72
19576,2018,5,26,21,25,53.175,328224353,31.68253,-104.50541,4.786,1.6,19576,18,173,4,16,9,0.07,0.01,-1,-1,-1.0,31.67999,-104.52017,3.155,texnet2018kgoj,1527369953000,,2018-05-26 21:25:53.174999,-11633.489026342279,3721.709520688844,4.786
4084,2018,5,27,10,50,9.104,328272609,31.66481,-104.48603,6.209,1.38,4084,1040,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.66481,-104.48603,6.209,texnet2018khox,1527418209000,,2018-05-27 10:50:09.103999,-11631.331654610707,3719.3917066921917,6.209
8394,2018,5,27,11,23,57.977,328274637,31.66527,-104.54048,0.09,1.35,8394,1211,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.66527,-104.54048,0.09,texnet2018khpz,1527420238000,,2018-05-27 11:23:57.976999,-11637.393000884398,3719.4518700878125,0.09
11608,2018,5,27,15,4,39.003,328287879,31.68178,-104.50646,4.682,1.9,11608,18,173,5,20,10,0.01,0.02,-1,-1,-1.0,31.67633,-104.52232,2.274,texnet2018khxg,1527433479000,,2018-05-27 15:04:39.003000,-11633.605911807614,3721.61141011598,4.682
8442,2018,5,29,14,12,45.745,328457565,31.68341,-104.50688,4.349,2.4,8442,18,173,14,54,41,0.01,0.02,-1,-1,-1.0,31.6745,-104.51589,4.28,texnet2018klmp,1527603166000,,2018-05-29 14:12:45.744999,-11633.652665993744,3721.824638104973,4.349
10727,2018,6,1,5,20,52.695,328684852,31.68414,-104.50232,4.237,2.11,10727,18,173,17,59,47,0.01,0.03,-1,-1,-1.0,31.6745,-104.51589,3.008,texnet2018kqhp,1527830453000,,2018-06-01 05:20:52.695000,-11633.145049115728,3721.9201340623754,4.237
16344,2018,6,1,7,14,16.968,328691656,31.67218,-104.47721,10.939,1.24,16344,3397,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67218,-104.47721,10.939,texnet2018kqlh,1527837257000,,2018-06-01 07:14:16.968000,-11630.34981670191,3720.355664776411,10.939
12492,2018,6,1,7,19,12.931,328691953,31.68422,-104.50217,4.108,1.62,12492,18,173,9,28,27,0.02,0.03,-1,-1,-1.0,31.67542,-104.51482,2.886,texnet2018kqlm,1527837553000,,2018-06-01 07:19:12.930999,-11633.12835119211,3721.9305994184347,4.108
12171,2018,6,2,4,12,56.624,328767176,31.69842,-104.51915,10.065,1.39,12171,3914,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.69842,-104.51915,10.065,texnet2018ksau,1527912777000,,2018-06-02 04:12:56.624000,-11635.018556145778,3723.788343034249,10.065
13740,2018,6,2,6,45,20.352,328776320,31.70556,-104.54669,2.542,1.43,13740,101,14,1,3,3,0.0,0.0,-1,-1,-1.0,31.70746,-104.5459,3.106,texnet2018ksfu,1527921920000,,2018-06-02 06:45:20.352000,-11638.084294922226,3724.72255534869,2.542
10011,2018,6,4,8,17,38.877,328954658,31.67084,-104.50302,0.024,1.44,10011,2688,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67084,-104.50302,0.024,texnet2018kvzw,1528100259000,,2018-06-04 08:17:38.877000,-11633.222972759284,3720.180393980888,0.024
16791,2018,6,5,21,54,43.828,329090083,31.70563,-104.5609,2.421,1.69,16791,4345,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.70563,-104.5609,2.421,texnet2018kywj,1528235684000,,2018-06-05 21:54:43.828000,-11639.666144886398,3724.7317146489113,2.421
15374,2018,6,7,23,8,21.383,329267301,31.6998,-104.51318,12.173,1.37,15374,871,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.6998,-104.51318,12.173,texnet2018lcpt,1528412901000,,2018-06-07 23:08:21.382999,-11634.353978785744,3723.9688994725093,12.173
6118,2018,6,8,14,45,4.164,329323504,31.66901,-104.52446,2.714,2.12,6118,1958,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.66901,-104.52446,2.714,texnet2018ldur,1528469104000,,2018-06-08 14:45:04.163999,-11635.609662641893,3719.9410357106717,2.714
7435,2018,6,8,15,20,5.458,329325605,31.68363,-104.50505,4.596,1.97,7435,18,173,9,32,25,0.01,0.02,-1,-1,-1.0,31.67633,-104.5116,1.932,texnet2018ldvv,1528471205000,,2018-06-08 15:20:05.458000,-11633.448951325594,3721.853417629516,4.596
3857,2018,6,8,15,23,58.337,329325838,31.68305,-104.50618,4.61,1.95,3857,18,173,8,29,22,0.09,0.02,-1,-1,-1.0,31.67633,-104.52017,2.91,texnet2018ldvz,1528471438000,,2018-06-08 15:23:58.337000,-11633.57474235019,3721.7775444846575,4.61
17533,2018,6,8,16,17,54.228,329329074,31.67084,-104.52446,3.448,1.57,17533,3653,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67084,-104.52446,3.448,texnet2018ldxt,1528474674000,,2018-06-08 16:17:54.228000,-11635.609662641893,3720.180393980888,3.448
3453,2018,6,8,16,23,23.338,329329403,31.67586,-104.52458,10.116,1.21,3453,2824,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.67586,-104.52458,10.116,texnet2018ldxx,1528475003000,,2018-06-08 16:23:23.338000,-11635.623020980787,3720.8370184783143,10.116
19221,2018,6,8,16,58,19.599,329331499,31.68323,-104.54812,10.116,1.21,19221,4126,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.68323,-104.54812,10.116,texnet2018ldza,1528477100000,,2018-06-08 16:58:19.599000,-11638.24348179406,3721.8010912719856,10.116
4729,2018,6,8,22,46,4.669,329352364,31.71844,-104.52446,2.617,1.59,4729,2005,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.71844,-104.52446,2.617,texnet2018leko,1528497965000,,2018-06-08 22:46:04.668999,-11635.609662641893,3726.4079829967864,2.617
12636,2018,6,19,5,48,40.821,330241720,31.68461,-104.50758,4.425,1.62,12636,18,173,4,16,8,0.01,0.03,-1,-1,-1.0,31.67816,-104.51803,4.035,texnet2018lxfm,1529387321000,,2018-06-19 05:48:40.820999,-11633.730589637302,3721.981618158384,4.425
2142,2018,6,19,6,20,16.536,330243616,31.66297,-104.48608,12.379,1.4,2142,4266,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.66297,-104.48608,12.379,texnet2018lxgo,1529389217000,,2018-06-19 06:20:16.536000,-11631.337220585247,3719.151056088743,12.379
16581,2018,6,19,6,52,7.2,330245527,31.68466,-104.50729,4.136,1.59,16581,18,173,7,22,21,0.04,0.05,-1,-1,-1.0,31.66901,-104.51803,2.91,texnet2018lxhq,1529391127000,,2018-06-19 06:52:07.200000,-11633.69830698497,3721.9881590379823,4.136
14227,2018,6,19,7,35,30.863,330248131,31.68514,-104.50695,4.265,1.95,14227,18,173,18,64,52,0.03,0.03,-1,-1,-1.0,31.68365,-104.52017,2.372,texnet2018lxjb,1529393731000,,2018-06-19 07:35:30.862999,-11633.660458358101,3722.0509516613874,4.265
17096,2018,6,19,9,48,30.531,330256110,31.66573,-104.50865,10.013,1.42,17096,1071,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.66573,-104.50865,10.013,texnet2018lxnk,1529401711000,,2018-06-19 09:48:30.530999,-11633.84970149245,3719.5120337813514,10.013
5668,2018,6,24,8,0,20.166,330681620,31.68598,-104.5073,5.41,1.57,5668,18,173,6,18,18,0.05,0.06,-1,-1,-1.0,31.67908,-104.52339,3.375,texnet2018mgnj,1529827220000,,2018-06-24 08:00:20.166000,-11633.699420179879,3722.1608395336784,5.41
17485,2018,6,27,16,49,9.223,330972549,31.68508,-104.50296,4.306,2.13,17485,18,173,20,81,57,0.01,0.02,-1,-1,-1.0,31.68182,-104.50302,1.687,texnet2018mmri,1530118149000,,2018-06-27 16:49:09.223000,-11633.216293589836,3722.043102565705,4.306
7493,2018,6,27,19,21,52.955,330981712,31.68574,-104.50288,4.26,2.19,7493,18,173,13,51,35,0.01,0.02,-1,-1,-1.0,31.68274,-104.50624,3.081,texnet2018mmwj,1530127313000,,2018-06-27 19:21:52.954999,-11633.207388030574,3722.129442897264,4.26
14480,2018,6,28,1,52,6.466,331005126,31.68552,-104.5019,4.221,2.78,14480,18,173,10,39,26,0.01,0.02,-1,-1,-1.0,31.68732,-104.51374,2.568,texnet2018mnjh,1530150726000,,2018-06-28 01:52:06.466000,-11633.098294929596,3722.100662718532,4.221
646,2018,6,28,3,16,32.688,331010192,31.68579,-104.50351,4.276,2.72,646,18,173,29,125,81,0.02,0.02,-1,-1,-1.0,31.67542,-104.51053,2.983,texnet2018mnlz,1530155793000,,2018-06-28 03:16:32.688000,-11633.277519309773,3722.135983856489,4.276
2497,2018,6,29,1,14,26.54,331089266,31.68429,-104.50099,3.56,2.02,2497,18,173,24,100,63,0.01,0.02,-1,-1,-1.0,31.6745,-104.50946,3.204,texnet2018mpdm,1530234867000,,2018-06-29 01:14:26.539999,-11632.996994192974,3721.9397566123857,3.56
6362,2018,6,29,10,10,37.616,331121437,31.68553,-104.50168,3.545,1.64,6362,18,173,16,67,41,0.01,0.02,-1,-1,-1.0,31.67633,-104.50517,3.35,texnet2018mpvf,1530267038000,,2018-06-29 10:10:37.615999,-11633.073804641619,3722.101970906994,3.545
16239,2018,6,29,14,16,12.104,331136172,31.68182,-104.49659,12.301,1.4,16239,2965,1,0,0,0,0.0,0.0,-1,-1,-1.0,31.68182,-104.49659,12.301,texnet2018mqdj,1530281772000,,2018-06-29 14:16:12.103999,-11632.507188433483,3721.616642659857,12.301
16851,2018,6,29,15,53,49.869,331142030,31.68526,-104.50235,4.277,2.88,16851,18,173,3,9,9,0.01,0.02,-1,-1,-1.0,31.69098,-104.51803,3.399,texnet2018mqgn,1530287630000,,2018-06-29 15:53:49.868999,-11633.148388700454,3722.0666498679734,4.277
16036,2018,6,29,15,56,36.096,331142196,31.68312,-104.50076,3.331,1.88,16036,18,173,2,8,4,0.01,0.01,-1,-1,-1.0,31.67267,-104.50088,3.546,texnet2018mqgp,1530287796000,,2018-06-29 15:56:36.095999,-11632.97139071009,3721.7867015631923,3.331
10157,2018,6,30,1,32,19.244,331176739,31.68493,-104.49893,4.03,1.68,10157,18,173,16,60,43,0.01,0.03,-1,-1,-1.0,31.67908,-104.50624,2.886,texnet2018mqzr,1530322339000,,2018-06-30 01:32:19.243999,-11632.76767604194,3722.023479848694,4.03
4062,2018,6,30,6,46,1.79,331195561,31.68685,-104.50148,3.983,2.95,4062,18,173,5,22,10,0.02,0.04,-1,-1,-1.0,31.66809,-104.50195,4.059,texnet2018mrjy,1530341162000,,2018-06-30 06:46:01.790000,-11633.051540743463,3722.2746530212044,3.983
7281,2018,6,30,7,33,36.377,331198416,31.68403,-104.49922,3.715,1.85,7281,18,173,19,75,48,0.01,0.02,-1,-1,-1.0,31.67267,-104.49874,3.839,texnet2018mrln,1530344016000,,2018-06-30 07:33:36.377000,-11632.799958694268,3721.905744212521,3.715
7652,2018,7,1,22,25,43.146,331338343,31.68498,-104.50161,3.615,2.72,7652,18,173,22,87,62,0.01,0.02,-1,-1,-1.0,31.68549,-104.5116,3.546,texnet2018mukk,1530483943000,,2018-07-01 22:25:43.146000,-11633.066012277266,3722.030020750841,3.615
18868,2018,7,2,17,22,32.585,331406552,31.68486,-104.50135,3.461,2.33,18868,18,173,16,61,44,0.01,0.02,-1,-1,-1.0,31.68182,-104.5116,4.133,texnet2018mvvy,1530552153000,,2018-07-02 17:22:32.585000,-11633.03706920966,3722.014322591608,3.461
