longitude,latitude,gap
-104.70329,31.6661,142.02
-104.70329,31.6761,141.24
-104.70329,31.6861,140.38
-104.70329,31.6961,139.44
-104.70329,31.7061,138.39
-104.70329,31.7161,137.24
-104.70329,31.7261,135.96
-104.70329,31.7361,134.53
-104.70329,31.7461,132.95
-104.70329,31.7561,131.18
-104.70329,31.7661,129.21
-104.70329,31.7761,127.01
-104.70329,31.7861,124.54
-104.70329,31.7961,121.78
-104.70329,31.8061,118.69
-104.70329,31.8161,115.23
-104.70329,31.8261,111.37
-104.70329,31.8361,107.09
-104.70329,31.8461,102.38
-104.70329,31.8561,97.25
-104.70329,31.8661,94.68
-104.70329,31.8761,100.64
-104.70329,31.8861,106.80
-104.70329,31.8961,113.00
-104.70329,31.9061,119.12
-104.69329,31.3961,145.93
-104.69329,31.4061,146.02
-104.69329,31.4161,146.10
-104.69329,31.4261,146.16
-104.69329,31.4361,146.20
-104.69329,31.4461,146.22
-104.69329,31.4561,146.22
-104.69329,31.4661,146.20
-104.69329,31.4761,146.16
-104.69329,31.4861,146.09
-104.69329,31.4961,146.01
-104.69329,31.5061,145.90
-104.69329,31.5161,145.77
-104.69329,31.5261,145.61
-104.69329,31.5361,145.43
-104.69329,31.5461,145.22
-104.69329,31.5561,144.98
-104.69329,31.5661,144.70
-104.69329,31.5761,144.40
-104.69329,31.5861,144.06
-104.69329,31.5961,143.68
-104.69329,31.6061,143.26
-104.69329,31.6161,142.79
-104.69329,31.6261,142.28
-104.69329,31.6361,141.71
-104.69329,31.6461,141.09
-104.69329,31.6561,140.41
-104.69329,31.6661,139.66
-104.69329,31.6761,138.83
-104.69329,31.6861,137.92
-104.69329,31.6961,136.92
-104.69329,31.7061,135.81
-104.69329,31.7161,134.60
-104.69329,31.7261,133.26
-104.69329,31.7361,131.77
-104.69329,31.7461,130.13
-104.69329,31.7561,128.31
-104.69329,31.7661,126.29
-104.69329,31.7761,124.05
-104.69329,31.7861,121.57
-104.69329,31.7961,118.80
-104.69329,31.8061,115.74
-104.69329,31.8161,112.35
-104.69329,31.8261,108.61
-104.69329,31.8361,104.51
-104.69329,31.8461,100.05
-104.69329,31.8561,95.24
-104.69329,31.8661,95.76
-104.69329,31.8761,101.26
-104.69329,31.8861,106.90
-104.69329,31.8961,112.59
-104.69329,31.9061,118.21
-104.68329,31.3961,144.29
-104.68329,31.4061,144.38
-104.68329,31.4161,144.44
-104.68329,31.4261,144.49
-104.68329,31.4361,144.52
-104.68329,31.4461,144.52
-104.68329,31.4561,144.51
-104.68329,31.4661,144.47
-104.68329,31.4761,144.42
-104.68329,31.4861,144.34
-104.68329,31.4961,144.23
-104.68329,31.5061,144.11
-104.68329,31.5161,143.95
-104.68329,31.5261,143.78
-104.68329,31.5361,143.57
-104.68329,31.5461,143.33
-104.68329,31.5561,143.07
-104.68329,31.5661,142.77
-104.68329,31.5761,142.43
-104.68329,31.5861,142.06
-104.68329,31.5961,141.65
-104.68329,31.6061,141.19
-104.68329,31.6161,140.69
-104.68329,31.6261,140.14
-104.68329,31.6361,139.54
-104.68329,31.6461,138.88
-104.68329,31.6561,138.15
-104.68329,31.6661,137.35
-104.68329,31.6761,136.48
