longitude,latitude,gap
-103.96890,31.56960,49.95
-103.96890,31.57960,49.55
-103.96890,31.58960,49.15
-103.96890,31.59960,48.76
-103.96890,31.60960,45.72
-103.96890,31.61960,41.09
-103.96890,31.62960,37.78
-103.96890,31.63960,34.98
-103.96890,31.64960,32.54
-103.96890,31.65960,30.39
-103.96890,31.66960,28.49
-103.96890,31.67960,26.80
-103.96890,31.68960,25.29
-103.96890,31.69960,23.92
-103.96890,31.70960,22.69
-103.95890,30.79960,122.62
-103.95890,30.80960,121.36
-103.95890,30.81960,120.13
-103.95890,30.82960,118.91
-103.95890,30.83960,117.72
-103.95890,30.84960,116.54
-103.95890,30.85960,115.38
-103.95890,30.86960,114.23
-103.95890,30.87960,113.10
-103.95890,30.88960,111.99
-103.95890,30.89960,110.90
-103.95890,30.90960,109.82
-103.95890,30.91960,108.75
-103.95890,30.92960,107.70
-103.95890,30.93960,106.66
-103.95890,30.94960,105.64
-103.95890,30.95960,104.63
-103.95890,30.96960,103.63
-103.95890,30.97960,102.64
-103.95890,30.98960,101.67
-103.95890,30.99960,100.71
-103.95890,31.00960,99.77
-103.95890,31.01960,98.83
-103.95890,31.02960,97.91
-103.95890,31.03960,97.00
-103.95890,31.04960,96.10
-103.95890,31.05960,95.21
-103.95890,31.06960,94.33
-103.95890,31.07960,93.46
-103.95890,31.08960,92.60
-103.95890,31.09960,91.76
-103.95890,31.10960,90.92
-103.95890,31.11960,90.10
-103.95890,31.12960,89.28
-103.95890,31.13960,88.48
-103.95890,31.14960,87.68
-103.95890,31.15960,86.90
-103.95890,31.16960,86.12
-103.95890,31.17960,85.35
-103.95890,31.18960,84.60
-103.95890,31.19960,83.85
-103.95890,31.20960,83.11
-103.95890,31.21960,73.47
-103.95890,31.22960,68.68
-103.95890,31.23960,68.76
-103.95890,31.24960,68.84
-103.95890,31.25960,68.90
-103.95890,31.26960,68.95
-103.95890,31.27960,68.98
-103.95890,31.28960,68.74
-103.95890,31.29960,68.48
-103.95890,31.30960,68.20
-103.95890,31.31960,67.90
-103.95890,31.32960,67.58
-103.95890,31.33960,67.24
-103.95890,31.34960,66.88
-103.95890,31.35960,66.49
-103.95890,31.36960,66.09
-103.95890,31.37960,65.66
-103.95890,31.38960,65.21
-103.95890,31.39960,64.73
-103.95890,31.40960,64.24
-103.95890,31.41960,63.72
-103.95890,31.42960,63.18
-103.95890,31.43960,62.62
-103.95890,31.44960,62.04
-103.95890,31.45960,61.44
-103.95890,31.46960,60.82
-103.95890,31.47960,60.17
-103.95890,31.48960,59.51
-103.95890,31.49960,58.82
-103.95890,31.50960,56.34
-103.95890,31.51960,50.76
-103.95890,31.52960,50.37
-103.95890,31.53960,49.98
-103.95890,31.54960,49.60
-103.95890,31.55960,49.22
-103.95890,31.56960,48.85
-103.95890,31.57960,48.49
-103.95890,31.58960,48.12
-103.95890,31.59960,47.76
-103.95890,31.60960,47.41
-103.95890,31.61960,43.92
-103.95890,31.62960,24.40
-103.95890,31.63960,21.50
-103.95890,31.64960,23.07
-103.95890,31.65960,23.31
-103.95890,31.66960,22.97
-103.95890,31.67960,22.36
-103.95890,31.68960,21.63
-103.95890,31.69960,20.87
-103.95890,31.70960,20.10
-103.94890,30.79960,121.80
-103.94890,30.80960,120.56
-103.94890,30.81960,119.34
-103.94890,30.82960,118.14
-103.94890,30.83960,116.96
-103.94890,30.84960,115.79
-103.94890,30.85960,114.65
-103.94890,30.86960,113.52
-103.94890,30.87960,112.40
-103.94890,30.88960,111.30
-103.94890,30.89960,110.22
-103.94890,30.90960,109.16
-103.94890,30.91960,108.10
-103.94890,30.92960,107.07
-103.94890,30.93960,106.04
-103.94890,30.94960,105.03
-103.94890,30.95960,104.03
-103.94890,30.96960,103.05
-103.94890,30.97960,102.08
-103.94890,30.98960,101.12
-103.94890,30.99960,100.17
-103.94890,31.00960,99.24
-103.94890,31.01960,98.32
-103.94890,31.02960,97.40
-103.94890,31.03960,96.50
-103.94890,31.04960,95.62
-103.94890,31.05960,94.74
-103.94890,31.06960,93.87
-103.94890,31.07960,93.02
-103.94890,31.08960,92.17
-103.94890,31.09960,91.33
-103.94890,31.10960,90.51
-103.94890,31.11960,89.69
-103.94890,31.12960,88.89
-103.94890,31.13960,88.09
-103.94890,31.14960,87.31
-103.94890,31.15960,86.53
-103.94890,31.16960,85.76
-103.94890,31.17960,85.01
-103.94890,31.18960,84.26
-103.94890,31.19960,83.52
-103.94890,31.20960,82.79
-103.94890,31.21960,68.03
-103.94890,31.22960,68.13
-103.94890,31.23960,68.21
-103.94890,31.24960,68.28
-103.94890,31.25960,68.34
-103.94890,31.26960,68.39
-103.94890,31.27960,68.23
-103.94890,31.28960,67.99
-103.94890,31.29960,67.73
-103.94890,31.30960,67.45
-103.94890,31.31960,67.16
-103.94890,31.32960,66.84
-103.94890,31.33960,66.50
-103.94890,31.34960,66.14
-103.94890,31.35960,65.76
-103.94890,31.36960,65.35
-103.94890,31.37960,64.93
-103.94890,31.38960,64.49
-103.94890,31.39960,64.02
-103.94890,31.40960,63.53
-103.94890,31.41960,63.03
-103.94890,31.42960,62.50
-103.94890,31.43960,61.95
-103.94890,31.44960,61.38
-103.94890,31.45960,60.78
-103.94890,31.46960,60.17
-103.94890,31.47960,59.54
-103.94890,31.48960,58.89
-103.94890,31.49960,58.22
-103.94890,31.50960,54.51
-103.94890,31.51960,49.42
-103.94890,31.52960,49.09
-103.94890,31.53960,42.46
-103.94890,31.54960,46.06
-103.94890,31.55960,46.94
-103.94890,31.56960,47.18
-103.94890,31.57960,47.18
-103.94890,31.58960,47.07
-103.94890,31.59960,46.77
-103.94890,31.60960,46.45
-103.94890,31.61960,45.71
-103.94890,31.62960,41.07
-103.94890,31.63960,29.56
-103.94890,31.64960,22.70
-103.94890,31.65960,18.27
-103.94890,31.66960,20.25
-103.94890,31.67960,19.72
-103.94890,31.68960,18.93
-103.94890,31.69960,18.43
-103.94890,31.70960,18.80
-103.93890,30.79960,120.97
-103.93890,30.80960,119.74
-103.93890,30.81960,118.54
-103.93890,30.82960,117.35
-103.93890,30.83960,116.18
-103.93890,30.84960,115.03
-103.93890,30.85960,113.90
-103.93890,30.86960,112.79
-103.93890,30.87960,111.69
-103.93890,30.88960,110.60
-103.93890,30.89960,109.54
-103.93890,30.90960,108.48
-103.93890,30.91960,107.45
-103.93890,30.92960,106.42
-103.93890,30.93960,105.41
-103.93890,30.94960,104.42
-103.93890,30.95960,103.43
-103.93890,30.96960,102.46
-103.93890,30.97960,101.50
-103.93890,30.98960,100.56
-103.93890,30.99960,99.62
-103.93890,31.00960,98.70
-103.93890,31.01960,97.79
-103.93890,31.02960,96.89
-103.93890,31.03960,96.01
-103.93890,31.04960,95.13
