pick_id,arrival_time,probability,phasehint,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name
20231207.040434.32-S-TX.PB35.00.HH,2023-12-07 04:04:34.320000,0.27,S,TX,PB35,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:04:32.610000,2023-12-07 04:04:35.790000,0.13,10.0,31.656187,-104.43203,1224.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB35/TX.PB35.00.HH1__20231207T040300Z__20231207T040800Z.mseed
20231207.040453.82-P-TX.PB23.00.HH,2023-12-07 04:04:53.821000,0.19,P,TX,PB23,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:04:53.401000,2023-12-07 04:04:54.791000,0.14,12.5,31.66404,-104.07276,1005.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB23/TX.PB23.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040454.32-S-TX.PB23.00.HH,2023-12-07 04:04:54.321000,0.55,S,TX,PB23,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:04:53.401000,2023-12-07 04:04:54.791000,0.14,6.8,31.66404,-104.07276,1005.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB23/TX.PB23.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040457.57-S-TX.PB33.00.HH,2023-12-07 04:04:57.570000,0.02,S,TX,PB33,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:04:56.630000,2023-12-07 04:05:02.120000,0.36,11.7,31.534929,-104.054045,1006.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB33/TX.PB33.00.HHZ__20231207T040300Z__20231207T040800Z.mseed
20231207.040501.26-S-TX.PB36.00.HH,2023-12-07 04:05:01.260000,0.02,S,TX,PB36,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:04:58.990000,2023-12-07 04:05:02.260000,0.02,8.5,31.680262,-104.425899,1218.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB36/TX.PB36.00.HHZ__20231207T040300Z__20231207T040800Z.mseed
20231207.040520.47-P-TX.PB26.00.HH,2023-12-07 04:05:20.473000,0.42,P,TX,PB26,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:20.633000,2023-12-07 04:05:20.753000,0.01,10.3,31.57819,-104.12579,1065.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB26/TX.PB26.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040521.11-P-TX.PB23.00.HH,2023-12-07 04:05:21.111000,0.21,P,TX,PB23,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:20.771000,2023-12-07 04:05:22.161000,0.2,12.5,31.66404,-104.07276,1005.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB23/TX.PB23.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040521.70-S-TX.PB23.00.HH,2023-12-07 04:05:21.701000,0.57,S,TX,PB23,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:20.771000,2023-12-07 04:05:22.161000,0.2,6.8,31.66404,-104.07276,1005.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB23/TX.PB23.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040550.42-P-TX.PB20.00.HH,2023-12-07 04:05:50.425000,0.92,P,TX,PB20,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.325000,2023-12-07 04:05:51.485000,0.82,36.9,31.6281,-104.06179,1022.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB20/TX.PB20.00.HHZ__20231207T040300Z__20231207T040759Z.mseed
20231207.040550.49-P-TX.PB23.00.HH,2023-12-07 04:05:50.491000,0.9,P,TX,PB23,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.341000,2023-12-07 04:05:51.551000,0.78,46.6,31.66404,-104.07276,1005.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB23/TX.PB23.00.HHE__20231207T040300Z__20231207T040800Z.mseed
